@relation vowel_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
357,-0.015914,-0.154435,0.602448,0.310015,0.405633,0.044679,-0.117404,0.185957,0.62009,0.003984,-0.601036,0.073067,class5,cluster0
358,0.044326,0.126169,0.240846,-0.02981,0.734083,0.387219,-0.329393,0.41262,0.194781,-0.73787,-0.718103,1.329571,class6,cluster0
359,0.046571,0.079907,0.514524,-0.357595,1.0409,0.347974,-0.392502,-0.498784,-0.332928,0.576113,0.840007,1.886423,class7,cluster6
360,0.051708,-0.061424,1.064737,-0.268362,0.236573,0.744339,0.517317,0.196304,-1.215665,-0.285919,-0.425685,0.665325,class8,cluster4
361,0.031632,-0.063767,0.500361,-0.034289,0.432556,0.971091,-1.27571,0.15467,-0.915643,-1.237818,0.49497,1.932021,class9,cluster6
362,0.017685,-0.004021,0.692724,0.018985,0.609622,0.65106,0.100681,0.098023,-0.445096,-0.194204,-0.363208,-0.273671,class10,cluster0
363,0.030528,0.132834,-0.519667,0.078015,0.606338,-0.4469,-0.30696,0.271219,0.495123,-2.004881,1.133502,-2.08382,class0,cluster1
364,-0.008863,0.423245,0.011169,0.452722,0.357135,0.17057,0.58706,-0.380581,-0.655734,-1.504162,0.577291,-1.753865,class1,cluster1
365,0.006741,0.081164,-0.00193,0.212424,-0.125518,0.213904,0.271518,-0.911002,0.423843,-0.913143,0.88344,-1.347024,class2,cluster1
366,-0.008412,-0.380376,0.140988,0.142328,0.276786,-0.042931,-0.700729,-0.504907,1.193329,-0.469491,0.164874,-0.342809,class3,cluster0
367,0.0026,-0.105404,0.268559,0.151527,0.887578,0.103107,-0.416655,0.123527,0.624149,-0.2214,-0.695499,1.008314,class4,cluster0
368,-0.01568,-0.183577,0.633381,0.29675,0.462881,0.255486,0.067174,0.275512,0.420302,0.086751,-0.567906,-0.118827,class5,cluster0
369,0.046781,0.223169,0.375189,-0.018801,0.547068,0.153371,-0.334941,0.351712,0.247333,-0.742891,-0.832427,1.26869,class6,cluster0
370,0.029757,0.115792,0.580024,-0.20642,1.078036,0.262406,-0.331392,-0.444164,-0.47757,0.557287,0.668047,1.993286,class7,cluster6
371,0.057893,-0.009192,1.047694,-0.342441,0.354558,0.709864,0.085921,0.134556,-1.071243,-0.217743,-0.202927,0.520953,class8,cluster4
372,0.059586,-0.001394,0.31481,-0.182663,0.258587,0.864398,-1.230265,0.21577,-0.500027,-1.311686,0.702878,2.225303,class9,cluster6
373,0.018005,-0.035393,0.694346,-0.023177,0.767361,0.663928,-0.120765,0.113547,-0.394477,-0.128323,-0.406634,-0.284533,class10,cluster0
374,0.014313,0.090019,-0.456782,0.189744,0.644779,-0.347776,-0.502146,0.337704,0.350357,-1.9373,1.338269,-1.924106,class0,cluster1
375,0.002951,0.390802,0.018982,0.352606,0.362896,0.252691,0.606379,-0.316848,-0.664623,-1.546976,0.435393,-1.747982,class1,cluster1
376,0.018535,0.058377,-0.070929,0.148966,-0.196546,0.206209,0.511349,-0.760731,0.467665,-1.032825,0.832986,-1.381627,class2,cluster1
377,-0.016244,-0.408524,0.170065,0.17471,0.35274,-0.027224,-0.688137,-0.506842,1.059924,-0.396278,0.265255,-0.35157,class3,cluster0
378,-0.012698,-0.130389,0.364331,0.244843,0.935754,0.065331,-0.445816,0.122983,0.480026,-0.139072,-0.708503,1.018493,class4,cluster0
379,0.001978,-0.218465,0.580035,0.155596,0.396999,0.449523,0.450145,0.310161,0.205049,-0.002915,-0.4087,-0.401758,class5,cluster0
380,0.01878,0.265254,0.383176,0.187466,0.517824,-0.10778,-0.527522,0.069103,0.185761,-0.844091,-0.64708,1.234271,class6,cluster0
381,0.051086,0.161992,0.589464,-0.375346,1.045316,0.22183,-0.35001,-0.414929,-0.368583,0.64698,0.814603,1.873219,class7,cluster6
382,0.055274,0.029938,1.007257,-0.298885,0.278392,0.750299,0.148327,0.15637,-1.085233,-0.189993,0.217093,0.171731,class8,cluster4
383,0.065562,-0.01073,0.232928,-0.200416,0.1083,0.849866,-1.035,0.146504,-0.381917,-1.348899,0.759676,2.462543,class9,cluster6
384,0.022418,-0.05757,0.708342,-0.080653,0.849564,0.715158,-0.237272,0.177537,-0.349903,-0.035604,-0.374656,-0.355981,class10,cluster0
385,-0.00152,0.061352,-0.394664,0.290242,0.673212,-0.330643,-0.646967,0.258157,0.22852,-1.923376,1.346392,-1.805542,class0,cluster1
386,0.014132,0.277526,0.046074,0.246917,0.371597,0.486862,0.589266,-0.10115,-0.684942,-1.532342,0.363243,-1.715351,class1,cluster1
387,0.022546,0.053392,-0.131655,0.11107,-0.079749,0.20426,0.586199,-0.75052,0.46061,-1.156226,0.552908,-1.542573,class2,cluster1
388,-0.013806,-0.419433,0.152774,0.147816,0.357877,-0.034612,-0.585878,-0.492792,0.965316,-0.398345,0.404779,-0.295635,class3,cluster0
389,-0.021932,-0.178655,0.374533,0.284573,1.003475,0.073301,-0.316871,0.054739,0.368421,-0.083142,-0.761831,1.021551,class4,cluster0
390,0.019231,-0.177338,0.553551,0.035611,0.36715,0.466395,0.5554,0.405013,-0.027781,-0.232961,-0.252109,-0.557347,class5,cluster4
391,-0.015591,0.149692,0.402504,0.430906,0.537448,-0.094843,-0.526066,0.211465,0.078868,-0.685063,-0.158075,1.113447,class6,cluster0
392,0.042172,0.180677,0.693503,-0.297154,1.018861,-0.020161,-0.245249,-0.449642,-0.520012,0.426344,0.240796,2.052157,class7,cluster6
393,0.04954,0.06065,0.910771,-0.235195,0.011494,0.579303,0.505796,-0.134039,-1.010114,-0.285945,0.586439,-0.415578,class8,cluster4
394,0.048222,-0.058985,0.262603,-0.119673,0.341691,1.048162,-1.25647,0.009911,-0.670098,-1.402736,0.567885,2.53745,class9,cluster6
395,0.02322,-0.064356,0.70078,-0.088753,0.85235,0.690142,-0.272668,0.195159,-0.321842,-0.053713,-0.365528,-0.358267,class10,cluster0
396,-0.058829,0.19469,0.485356,-0.146914,0.07923,-0.348261,-1.065369,0.304419,0.174787,-1.558656,0.700081,-2.757201,class0,cluster1
397,-0.018975,0.160402,0.344187,-0.382352,-0.234233,0.036451,0.162202,0.110159,0.563421,-1.233728,-0.060515,-2.310819,class1,cluster1
398,-0.083914,-0.040994,0.343156,0.019574,-0.158804,0.406734,-0.258839,-0.518663,1.22637,-0.065865,0.48812,-1.656439,class2,cluster1
399,-0.063648,0.213929,-0.266805,0.095428,0.207632,0.586484,-0.041087,-0.302118,1.859179,-0.307578,-0.424198,0.109602,class3,cluster0
400,-0.133009,-0.157839,0.067436,0.512077,0.499787,0.33994,1.016786,0.225357,0.933278,0.208192,-0.699317,1.251574,class4,cluster0
401,-0.111061,0.17061,-0.097816,0.528525,0.04985,0.164581,0.760924,0.020518,1.329475,-0.331183,-0.586045,1.037591,class5,cluster0
402,-0.11467,-0.117988,0.490834,0.355245,0.613878,0.882238,0.925916,1.04724,0.586265,1.160956,0.163965,0.939404,class6,cluster4
403,-0.06779,-0.237208,0.560137,-0.075737,0.299318,-0.402646,0.109086,1.119212,0.055978,-0.612249,-0.217309,2.42325,class7,cluster4
404,0.039077,0.132343,-0.152229,-0.698002,0.272156,0.100384,0.961578,1.26187,0.257665,-1.397031,-0.059473,1.108202,class8,cluster4
405,-0.018664,-0.10196,-0.472958,-0.30039,0.205793,0.428135,0.380254,0.903083,0.15247,-1.510728,1.551177,1.491158,class9,cluster4
406,-0.077713,-0.207803,-0.094803,0.133208,0.107203,0.340632,0.909326,0.67142,1.097529,-0.654309,-0.26924,-0.439389,class10,cluster4
407,-0.044021,0.231594,0.374393,-0.236243,0.036062,-0.305612,-0.914908,0.324022,0.153046,-1.612773,0.987192,-2.632068,class0,cluster1
408,-0.028306,0.147491,0.362782,-0.296592,-0.280152,-0.029745,0.270055,0.198191,0.504574,-1.225987,0.042294,-2.274546,class1,cluster1
409,-0.07944,0.029371,0.273493,-0.004854,-0.151552,0.389286,-0.397128,-0.743708,1.276105,-0.265004,0.331618,-1.773116,class2,cluster1
410,-0.071676,0.212924,-0.193183,0.146352,0.33115,0.711047,-0.271262,-0.16452,1.756008,-0.19626,-0.34123,0.100231,class3,cluster0
411,-0.153332,-0.222661,0.138352,0.646067,0.545729,0.263078,1.001534,0.285596,0.860268,0.284702,-0.723029,1.30456,class4,cluster0
412,-0.107686,0.240651,-0.234672,0.472423,0.181008,0.056141,0.748678,-0.327565,1.364233,-0.365803,-0.497538,0.952728,class5,cluster0
413,-0.116051,-0.118315,0.535948,0.359988,0.583962,0.986394,0.804558,1.000898,0.614084,1.289536,0.273661,0.984655,class6,cluster4
414,-0.055695,-0.215396,0.348424,-0.151089,0.261688,-0.147252,0.153845,0.78569,-0.063116,-1.005685,-0.255615,2.504475,class7,cluster4
415,0.021513,0.064575,-0.052747,-0.557631,0.161138,0.029879,1.113697,1.449163,0.224123,-1.235801,0.141559,1.058631,class8,cluster4
416,-0.016427,-0.103087,-0.438348,-0.290799,0.1535,0.269161,0.589791,1.160226,0.025762,-1.698814,1.445476,1.325781,class9,cluster4
417,-0.067077,-0.140021,-0.268535,0.059463,0.030476,0.270457,0.876083,0.252353,1.172834,-0.893158,-0.190748,-0.195174,class10,cluster2
418,-0.039724,0.287975,0.295326,-0.260481,0.043804,-0.31145,-0.806305,0.186547,0.058234,-1.680775,1.131691,-2.547164,class0,cluster1
419,-0.043031,0.03826,0.427168,-0.197817,-0.446093,-0.030255,0.236738,0.243912,0.449143,-1.190771,0.377261,-2.187394,class1,cluster1
420,-0.074576,0.006627,0.264078,-0.089355,-0.008826,0.374758,-0.538548,-0.744454,1.212574,-0.200112,0.50463,-1.683677,class2,cluster1
421,-0.078853,0.177486,-0.145558,0.146867,0.377692,0.674554,-0.309611,-0.336205,1.692071,-0.053675,-0.219128,0.073787,class3,cluster0
422,-0.150545,-0.269453,0.114272,0.580508,0.613981,0.213328,1.067977,0.1792,0.814561,0.27831,-0.767947,1.333336,class4,cluster0
423,-0.11685,0.149572,-0.288446,0.460434,0.459163,0.042648,0.788028,-0.301673,1.28873,-0.189016,-0.272072,0.620089,class5,cluster0
424,-0.112483,-0.164686,0.437204,0.31244,0.6715,1.037073,0.812386,0.908421,0.571133,1.131432,0.122789,1.178362,class6,cluster4
425,-0.034818,-0.128064,0.186009,-0.285637,0.243701,0.017696,-0.023014,0.47981,-0.114108,-1.456365,-0.451967,2.577159,class7,cluster2
426,-0.009076,-0.004948,-0.053421,-0.313907,-0.103657,-0.243327,1.076834,1.248844,0.293784,-1.458188,0.289328,0.930813,class8,cluster4
427,-0.006384,-0.132528,-0.291249,-0.363345,0.101836,0.143247,0.907345,1.603677,-0.136692,-1.645768,1.447406,1.023707,class9,cluster4
428,-0.056204,-0.050946,-0.441261,-0.061985,0.078836,0.144697,0.640522,-0.32934,1.289246,-1.004806,0.006292,0.010723,class10,cluster2
429,-0.022282,0.436198,0.297185,-0.333391,-0.061963,-0.426919,-0.688466,0.272305,-0.046083,-1.818299,1.256297,-2.482784,class0,cluster1
430,-0.041519,-0.020867,0.344444,-0.235075,-0.458211,0.032458,0.180293,0.185203,0.477322,-1.128978,0.809793,-2.036057,class1,cluster1
431,-0.088721,-0.107428,0.373796,-0.058133,0.154063,0.374143,-0.570567,-0.656385,0.957684,0.018224,0.686969,-1.458977,class2,cluster1
432,-0.08351,0.131932,-0.156966,0.183728,0.256852,0.635417,-0.260454,-0.398925,1.720865,-0.139232,-0.183574,0.046269,class3,cluster0
433,-0.140287,-0.327858,0.101277,0.445939,0.79076,0.346375,1.001472,0.216287,0.768123,0.383888,-0.7445,1.301356,class4,cluster0
434,-0.127808,0.084873,-0.335721,0.48083,0.59539,-0.071053,0.614902,-0.408054,1.26115,-0.227099,-0.068694,0.364702,class5,cluster0
435,-0.113038,-0.23889,0.170183,0.284989,0.838675,0.844466,0.970621,0.720565,0.505362,0.640448,-0.138042,1.267824,class6,cluster4
436,-0.023273,-0.092522,0.094972,-0.377192,0.208424,0.079014,-0.119483,0.208764,-0.159782,-1.745657,-0.537928,2.50964,class7,cluster2
437,-0.006127,-0.032348,-0.104643,-0.345211,-0.423534,-0.229763,0.822778,0.720438,0.411934,-1.850315,0.246341,0.778833,class8,cluster2
438,-0.032862,-0.173996,-0.208656,-0.146586,-0.017358,0.031267,0.849596,1.62108,-0.098398,-1.568708,1.533304,1.145566,class9,cluster4
439,-0.067294,-0.089067,-0.393913,-0.018585,0.096167,0.084463,0.537501,-0.47251,1.196886,-0.966692,0.113656,0.064012,class10,cluster2
440,-0.01363,0.600857,0.403802,-0.322511,-0.213874,-0.442912,-0.577305,0.519969,-0.346992,-1.732158,1.81398,-2.125436,class0,cluster1
441,-0.026557,-0.017048,0.20048,-0.367749,-0.429574,0.026686,0.175596,0.002132,0.626356,-1.174455,0.90385,-1.989258,class1,cluster1
442,-0.102611,-0.171523,0.479877,0.007069,0.096749,0.144537,-0.593136,-0.737951,0.909979,-0.039554,0.567359,-1.670026,class2,cluster1
443,-0.102524,0.092658,-0.160175,0.301364,0.29548,0.581593,-0.05069,-0.540513,1.604773,-0.043519,-0.105099,-0.03522,class3,cluster0
444,-0.131083,-0.346321,0.154515,0.340545,0.879457,0.407285,0.751156,0.280152,0.770452,0.459345,-0.706105,1.325923,class4,cluster0
445,-0.126794,-0.044192,-0.193205,0.421453,0.230104,-0.342352,0.312447,-0.569469,1.250299,-0.579818,0.052696,0.154792,class5,cluster0
446,-0.112778,-0.236621,-0.072287,0.279797,0.908442,0.592361,0.951246,0.450323,0.511583,0.076337,-0.378252,1.318547,class6,cluster0
447,-0.018899,-0.028007,0.035524,-0.392535,0.211133,0.038401,-0.187175,0.122893,-0.154473,-1.908931,-0.560772,2.424327,class7,cluster2
448,-0.017775,-0.120714,-0.039829,-0.275502,-0.603714,-0.140383,0.680048,0.590378,0.438847,-1.879823,0.354991,0.563034,class8,cluster2
449,-0.05111,-0.235684,-0.197734,-0.010939,-0.103343,0.068822,0.904428,1.51814,-0.090622,-1.441219,1.693438,1.380796,class9,cluster4
450,-0.081367,-0.145629,-0.183819,0.062955,-0.070383,0.080907,0.335606,-0.576478,1.053112,-1.015049,-0.015413,-0.02036,class10,cluster2
451,-0.037338,0.613545,0.354538,-0.080214,-0.222165,-0.347643,-0.380262,0.765978,-0.508571,-1.50976,2.437724,-1.579245,class0,cluster1
452,-0.017054,-0.003195,0.108917,-0.442521,-0.317459,0.024575,0.192769,0.023882,0.733287,-1.191171,0.806057,-2.01664,class1,cluster1
453,-0.071241,-0.08775,0.188331,-0.203902,0.226567,-0.072174,-0.525922,-0.66492,1.18738,-0.377114,0.50138,-1.92176,class2,cluster1
454,-0.097885,0.096058,-0.178867,0.259622,0.262601,0.493872,0.11857,-0.566415,1.609805,-0.01395,-0.009162,-0.108385,class3,cluster0
455,-0.130442,-0.357328,0.215909,0.322552,0.836651,0.322536,0.647138,0.267654,0.792464,0.465235,-0.723575,1.382976,class4,cluster0
456,-0.100735,-0.131513,0.08779,0.157022,-0.215324,-0.311942,-0.233571,-0.777793,1.109093,-0.881493,0.196517,-0.035625,class5,cluster2
457,-0.114439,-0.301999,0.028148,0.27248,0.789511,0.307259,0.692727,0.535796,0.482336,-0.267288,-0.547408,1.177656,class6,cluster0
458,-0.008016,0.002513,0.1408,-0.485195,0.262858,-0.136479,-0.254977,0.419027,0.025817,-1.549853,-0.339816,2.437807,class7,cluster2
459,-0.04045,-0.128743,0.257279,-0.130672,-0.82046,-0.155512,0.160003,0.452568,0.292317,-1.741136,0.700329,0.538263,class8,cluster2
460,-0.032247,-0.18688,-0.244246,-0.160968,-0.04148,0.113182,0.893989,1.430926,-0.201848,-1.633737,1.519684,1.429118,class9,cluster4
461,-0.083803,-0.11776,-0.245741,0.132283,0.080692,0.104672,0.525229,-0.208475,1.06677,-1.03798,-0.213115,-0.161037,class10,cluster2
462,-0.175215,0.172499,0.058979,-0.091679,0.319457,0.38525,0.189544,0.138297,-0.110931,0.267005,3.312069,0.516737,class0,cluster3
463,-0.173197,-0.108792,-0.048568,-0.018398,-0.638199,0.460804,0.01737,-0.061966,0.841898,-0.529194,2.696165,-0.455942,class1,cluster3
464,-0.142425,-0.318897,0.016359,-0.563548,0.084218,0.18913,-0.147348,-0.409461,0.897837,-0.20422,1.968499,-1.121601,class2,cluster2
465,-0.118871,-0.378852,0.166542,-0.786537,0.435228,-0.288869,0.549412,-0.006088,0.667484,-0.305041,0.371013,-0.286568,class3,cluster2
466,-0.206173,-0.010736,-0.137835,0.037868,1.027695,-0.562738,-0.376411,-0.578605,0.982839,-0.751552,-0.831518,0.614576,class4,cluster0
467,-0.168927,-0.233476,0.133884,-0.400151,0.406378,-0.558279,0.133702,-1.066197,0.805325,-0.488692,-0.22198,0.157603,class5,cluster2
468,-0.140272,-0.211271,-0.434932,-0.364588,0.563829,0.047101,1.11892,0.011957,0.550985,-1.039563,-0.312145,1.604007,class6,cluster2
469,-0.141615,-0.091922,0.135645,-0.14349,-0.50436,0.101301,0.881088,0.26209,0.117389,-1.415596,-0.43967,3.311171,class7,cluster2
470,-0.176497,-0.146281,0.010741,0.176976,-0.808302,-0.135052,0.500651,0.285676,0.39823,-1.793312,0.225339,2.607,class8,cluster2
471,-0.124555,0.028532,-0.505936,-0.405949,0.213057,-0.181615,-0.122959,-0.340063,0.591745,-1.483244,0.827167,3.117637,class9,cluster2
472,-0.175996,-0.369032,0.320688,-0.153607,-0.575516,-0.603979,0.07662,-0.053416,0.774015,-0.801173,1.109296,0.696278,class10,cluster2
473,-0.190762,0.11179,0.250048,0.02811,0.192032,0.425655,0.186743,0.256459,-0.303711,0.315852,3.256574,0.630947,class0,cluster3
474,-0.15565,-0.134453,-0.038083,-0.273029,-0.410592,0.42497,-0.163967,-0.422689,0.866244,-0.152335,2.842218,0.152543,class1,cluster2
475,-0.130683,-0.329292,0.037922,-0.641541,0.002495,0.160748,-0.168848,-0.261598,0.92611,-0.169831,2.132135,-0.757153,class2,cluster2
476,-0.117146,-0.398473,0.208066,-0.792874,0.339127,-0.250662,0.514997,0.059271,0.550513,-0.408028,0.481614,-0.262428,class3,cluster2
477,-0.214063,-0.074837,-0.083636,0.038484,1.228521,-0.603974,-0.401927,-0.482898,0.758859,-0.66623,-0.764669,0.660901,class4,cluster0
478,-0.155017,-0.280827,0.037851,-0.519534,0.576732,-0.499073,0.39074,-0.776206,0.65647,-0.460616,-0.036716,0.334565,class5,cluster2
479,-0.13276,-0.236503,-0.341979,-0.398702,0.254766,-0.091099,1.238706,0.048431,0.54939,-1.146492,-0.272315,1.78815,class6,cluster2
480,-0.154626,-0.106444,0.168374,-0.023512,-0.813951,-0.128592,0.868675,0.027897,-0.026779,-1.92652,-0.542837,3.093335,class7,cluster2
481,-0.159754,-0.068795,-0.221951,0.060468,-0.7455,0.107996,0.377041,-0.066746,0.346012,-2.200231,0.168906,2.388121,class8,cluster2
482,-0.110498,-0.051958,-0.268435,-0.481834,-0.117095,-0.15166,0.103152,0.036016,0.552099,-1.391108,0.69472,3.410651,class9,cluster2
483,-0.168264,-0.33454,0.240887,-0.232925,-0.522305,-0.628554,0.065344,-0.260161,0.758038,-0.87943,1.153482,0.642902,class10,cluster2
484,-0.208626,-0.0164,0.280066,0.059451,0.464342,0.379223,0.10848,0.16784,-0.383759,0.529296,3.244298,0.571907,class0,cluster3
485,-0.15305,-0.047383,-0.265803,-0.330638,-0.093644,0.27727,-0.177893,-0.683786,0.884859,-0.245698,2.95998,-0.195058,class1,cluster2
486,-0.109419,-0.303974,0.050463,-0.775569,-0.153466,0.164751,-0.06985,-0.142192,0.925482,-0.268029,2.198974,-0.735761,class2,cluster2
487,-0.10897,-0.397872,0.325184,-0.83415,-0.019768,-0.351941,0.575442,-0.043355,0.569931,-0.565172,0.425267,-0.372094,class3,cluster2
488,-0.18168,-0.08075,-0.083354,-0.255181,1.2548,-0.719009,-0.54718,-0.360772,0.668311,-0.735347,-0.393575,0.80881,class4,cluster0
489,-0.154374,-0.328521,0.141059,-0.553332,0.525457,-0.537192,0.33048,-0.646733,0.445801,-0.433015,0.307908,0.405093,class5,cluster2
490,-0.145404,-0.284109,-0.095083,-0.299143,0.068266,-0.216761,1.099416,0.307535,0.480419,-1.034295,-0.124768,1.751027,class6,cluster2
491,-0.128692,0.002491,0.240865,-0.259776,-0.868094,-0.078123,0.405704,-0.32867,-0.065305,-2.054692,-0.491901,2.87761,class7,cluster2
492,-0.151709,-0.01,-0.181252,-0.042223,-0.510679,0.213541,0.118433,-0.123514,0.226457,-2.097512,0.133305,2.362817,class8,cluster2
493,-0.08353,0.034413,-0.235929,-0.658802,-0.563555,-0.432564,0.113449,-0.375156,0.662333,-1.76238,0.533559,3.637888,class9,cluster2
494,-0.155736,-0.297252,0.246387,-0.342393,-0.442403,-0.398025,-0.165329,-0.336492,0.553446,-1.127599,1.00386,0.31087,class10,cluster2
495,-0.211156,-0.121012,0.267083,-0.002615,0.694665,0.413842,-0.079189,0.15014,-0.369996,0.6369,3.219727,0.5261,class0,cluster3
496,-0.152466,-0.039275,-0.282131,-0.31393,-0.057953,0.368259,-0.107872,-0.524908,0.711466,-0.509456,2.810424,-0.712692,class1,cluster2
497,-0.129059,-0.280497,0.040676,-0.632921,0.029169,0.15979,-0.247611,-0.214118,0.660352,-0.482254,2.035835,-0.702657,class2,cluster2
498,-0.107178,-0.373249,0.269402,-0.872683,0.03105,-0.444644,0.560562,-0.298775,0.572185,-0.675974,0.293518,-0.44425,class3,cluster2
499,-0.135505,-0.133377,0.003015,-0.581005,0.883039,-0.610868,-0.435903,0.001811,0.648872,-0.813623,-0.026202,1.067081,class4,cluster2
500,-0.161611,-0.313955,0.232969,-0.520711,0.380029,-0.71419,0.104109,-0.860434,0.338471,-0.664528,0.383463,0.010516,class5,cluster2
501,-0.157486,-0.28153,-0.044653,-0.154116,-0.196266,-0.32941,1.092098,0.296827,0.413494,-1.412483,-0.296071,1.577171,class6,cluster2
502,-0.110349,0.095101,0.203168,-0.426094,-0.849121,0.07648,0.04785,-0.735207,-0.126439,-2.276381,-0.540636,2.654048,class7,cluster2
503,-0.156131,-0.062797,-0.094311,-0.012347,-0.615351,0.06744,0.223613,0.014176,0.226065,-2.004309,0.229296,2.506772,class8,cluster2
504,-0.142003,-0.108124,0.179714,-0.304188,-0.398916,-0.244758,-0.440407,-0.250165,0.296636,-1.256317,0.721693,3.533831,class9,cluster2
505,-0.131308,-0.293274,0.308528,-0.519128,-0.448936,-0.131558,-0.174133,-0.12018,0.393636,-1.258305,0.813063,0.108432,class10,cluster2
506,-0.215967,-0.225151,0.468639,0.023845,0.403202,0.460371,-0.226301,0.197666,-0.404235,0.605576,3.217644,0.482734,class0,cluster3
507,-0.138236,-0.119579,-0.190446,-0.390941,-0.313794,0.384729,0.038207,-0.195126,0.720225,-0.605703,2.780343,-0.606746,class1,cluster2
508,-0.165027,-0.298093,0.11769,-0.403768,0.235308,-0.01931,-0.303716,-0.351479,0.313302,-0.500399,1.934617,-0.53194,class2,cluster2
509,-0.122822,-0.374915,0.175993,-0.820321,0.393464,-0.577205,0.60595,-0.467184,0.459088,-0.559314,0.309225,-0.49444,class3,cluster2
510,-0.145109,-0.16081,0.107902,-0.498116,0.522029,-0.72477,-0.499647,-0.235157,0.583549,-1.103732,-0.032596,0.820811,class4,cluster2
511,-0.12226,-0.262598,0.118537,-0.812538,0.196736,-0.657221,0.148709,-1.039243,0.410527,-0.897726,0.55118,-0.039173,class5,cluster2
512,-0.130999,-0.208599,-0.232063,-0.406179,0.136456,-0.125332,0.864133,0.042237,0.425067,-1.493873,-0.37978,1.435309,class6,cluster2
513,-0.103031,0.057688,0.252137,-0.530236,-0.636678,-0.012672,0.178811,-0.520533,-0.142134,-2.007757,-0.584382,2.709384,class7,cluster2
514,-0.163038,-0.155068,-0.129108,0.039382,-0.688103,-0.043619,0.548048,0.124339,0.328595,-1.84563,0.377421,2.728603,class8,cluster2
515,-0.136707,-0.079516,0.224889,-0.430499,-0.732344,-0.049348,-0.889279,-1.469239,0.125936,-1.650248,0.631402,3.291651,class9,cluster2
516,-0.136871,-0.341758,0.479511,-0.475415,-0.50453,-0.090343,-0.279499,0.149244,0.274538,-1.197831,0.805082,0.130621,class10,cluster2
517,-0.22549,-0.34236,0.565384,0.074342,0.238181,0.37118,-0.405764,0.223152,-0.312927,0.522585,3.158435,0.407369,class0,cluster3
518,-0.128044,-0.179019,-0.163434,-0.492037,-0.245754,0.390932,0.026496,-0.01763,0.743203,-0.462788,2.788135,-0.166415,class1,cluster2
519,-0.136913,-0.268685,-0.013932,-0.612186,0.367149,0.0824,-0.159738,-0.166482,0.296836,-0.556057,2.020736,-0.556079,class2,cluster2
520,-0.153423,-0.366615,0.304562,-0.677027,0.748069,-0.697619,0.342887,-0.667641,0.166531,-0.383679,0.214825,-0.628874,class3,cluster2
521,-0.165707,-0.159887,0.162479,-0.392275,0.518983,-0.861012,-0.380667,-0.744062,0.477615,-1.142887,-0.376511,0.495106,class4,cluster2
522,-0.100045,-0.246848,0.104909,-0.984595,0.222119,-0.458508,-0.018054,-0.951818,0.310144,-1.009823,0.643309,-0.002803,class5,cluster2
523,-0.128433,-0.193719,-0.429973,-0.526642,0.640501,-0.123603,0.840573,-0.184899,0.391517,-1.181612,-0.016387,1.457575,class6,cluster2
524,-0.103997,-0.024762,0.418578,-0.570711,-0.599484,-0.209682,0.190694,-0.245656,-0.088357,-1.675067,-0.494547,2.817432,class7,cluster2
525,-0.161191,-0.143806,-0.049317,0.033346,-1.045584,0.062654,0.331965,-0.252288,0.300475,-2.086823,0.432846,2.508837,class8,cluster2
526,-0.143615,-0.153562,0.258236,-0.350968,-0.885377,0.1083,-0.786182,-1.317188,0.085594,-1.70035,0.664118,3.19205,class9,cluster2
527,-0.126371,-0.376276,0.645726,-0.560455,-0.701571,-0.226927,-0.27618,0.326465,0.31748,-1.080519,0.902661,0.260183,class10,cluster2
528,0.267805,0.064056,-0.062883,-0.961623,0.55724,0.04463,0.053325,0.247152,-0.133395,0.472973,-2.49778,-3.062127,class0,cluster7
529,0.148063,0.048264,-0.046194,0.193359,-0.112805,-0.533985,-0.214671,0.825995,-0.662715,-0.222624,-0.863328,-2.166584,class1,cluster7
530,0.15819,-0.164402,-0.206983,0.153272,-0.408091,0.179876,-0.513422,0.801088,-0.122761,-0.107631,-0.736369,-1.459218,class2,cluster9
531,0.184742,-0.377434,-0.170333,-0.097513,-0.761197,0.106685,-0.616264,0.396781,1.052767,0.477316,-1.539319,-0.178141,class3,cluster9
532,0.188363,0.170763,-0.117409,-0.036512,-0.247593,0.486346,0.056319,0.235299,-0.064268,1.253128,-0.814594,1.301274,class4,cluster9
533,0.148434,0.063339,0.156227,0.191627,-0.233545,0.049226,-0.154699,0.747489,0.011417,1.649784,0.056539,-0.583734,class5,cluster9
534,0.127704,0.048206,-0.103567,0.288101,-0.502345,-0.182575,0.180907,-0.117628,0.279568,1.94371,1.332766,-1.128909,class6,cluster9
535,0.186287,-0.18198,0.095536,-0.242583,-0.441279,-0.742584,0.642148,0.328556,-0.176521,1.725949,0.237686,2.145049,class7,cluster9
536,0.119372,-0.299002,-0.174145,0.174166,-0.297575,-1.034083,0.29791,0.079194,-0.143301,1.451193,1.630645,-0.49904,class8,cluster9
