@relation waveform-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1,2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
2428,15.588457,14.67047,9.422356,0.883346,1.420282,-3.550704,-7.707626,-0.640859,2.961807,0.415692,1,cluster0
2429,14.514586,12.713253,-12.62665,-3.186973,4.901704,3.031089,12.592009,-6.633755,11.414215,-12.037753,2,cluster1
2430,19.728059,3.723909,-6.997485,-3.429461,-6.876242,-0.415692,-2.113102,-3.117691,-1.108513,-16.783572,0,cluster1
2431,15.969508,1.472243,-15.467214,-8.227241,-0.207846,3.204294,6.408588,-2.788602,7.517101,-16.69697,2,cluster1
2432,13.371432,5.80237,-22.966994,-18.913995,1.437602,13.96033,4.919024,-7.551742,13.891047,-24.854929,2,cluster1
2433,19.035238,14.947598,-8.677575,0.415692,1.922576,6.980165,-1.073872,-18.39438,2.130422,-15.172765,0,cluster1
2434,13.579278,9.855369,-4.10496,8.123318,12.695932,2.234346,11.396894,-5.057588,-5.906293,-12.730573,2,cluster2
2435,19.468251,0.381051,-11.639381,-1.056551,-5.074909,-6.876242,2.095781,3.74123,-18.896674,-12.695932,0,cluster1
2436,10.028574,9.439677,-11.691343,-7.049447,9.023985,-4.693858,-0.744782,-20.732648,30.67462,-2.944486,1,cluster2
2437,12.921099,17.078021,-3.983717,-2.39023,-0.32909,9.075946,1.662769,-7.759588,1.593487,-21.82384,0,cluster1
2438,5.854332,11.050484,6.82428,1.905256,15.917547,-4.970986,3.429461,0.571577,23.140199,-9.041305,1,cluster2
2439,24.231391,20.78461,0.155885,-5.715768,6.218062,1.073872,-15.744342,2.199705,7.690306,0.398372,0,cluster0
2440,18.169213,13.769804,8.140639,1.801333,5.230793,-8.383126,-10.288382,-2.147743,2.528794,4.468691,1,cluster0
2441,22.118289,28.076544,11.725984,9.145228,14.843675,2.009179,-17.528354,-9.56092,5.092229,-3.827832,0,cluster0
2442,27.591569,10.097856,-3.585345,-9.422356,5.733088,14.531906,7.811549,-13.97765,2.06114,-21.754558,0,cluster1
2443,18.706149,14.133535,-8.088677,-8.625613,-3.568025,-0.381051,7.586383,-8.019395,2.424871,-18.688828,0,cluster1
2444,14.618509,19.987866,5.525242,1.03923,-1.853294,5.43864,-7.621024,-2.632717,11.379574,-5.629165,0,cluster0
2445,18.913995,16.645008,4.399409,2.996448,9.941972,0.900666,-10.253741,-10.652112,14.601188,1.108513,1,cluster0
2446,8.036716,20.178392,7.136049,-7.603703,-1.03923,-1.974538,2.217025,-2.165064,28.838646,2.442192,1,cluster2
2447,15.640419,13.458035,-4.330127,-9.439677,1.870615,5.317396,3.360179,-3.152332,11.535458,-22.915032,2,cluster1
2448,33.723029,12.817176,-8.920062,-0.381051,11.206369,12.661291,4.278165,-19.970546,6.47787,-17.580316,2,cluster1
2449,13.406073,12.661291,-22.620584,-4.76314,1.073872,4.970986,11.015843,-3.238935,11.93383,-11.033164,2,cluster1
2450,10.842638,27.141236,-2.650038,-11.171728,1.732051,2.511474,-8.331164,-3.810512,13.735163,-2.771281,0,cluster0
2451,12.297561,22.464699,4.711178,-2.632717,21.546712,0.173205,-1.593487,-4.451371,17.355149,-11.015843,1,cluster2
2452,10.91192,4.001037,-1.957217,-6.841601,11.085125,8.019395,9.231831,-0.848705,10.807997,-9.87269,2,cluster2
2453,14.116214,17.7362,-2.39023,-3.186973,0.121244,3.949076,-8.123318,2.771281,5.369358,-5.178832,0,cluster0
2454,16.506444,22.430058,3.06573,1.576166,3.429461,10.444266,-11.25833,2.823243,9.508959,-7.932793,0,cluster0
2455,15.155445,14.289419,-1.784012,-7.326575,17.285867,5.473281,4.641896,-8.209921,19.243084,-17.666918,2,cluster2
2456,20.10911,10.340343,-5.888973,-8.296523,-2.130422,1.541525,6.443229,-0.259808,5.577204,-22.395417,0,cluster1
2457,10.115177,19.572174,-13.076984,-10.634792,9.335754,6.928203,7.932793,-0.034641,14.168176,-18.567585,2,cluster1
2458,18.515623,8.331164,-26.91607,-4.572614,-4.676537,6.616434,2.251666,-10.340343,12.314881,-23.781058,0,cluster1
2459,18.429021,3.360179,-16.02147,-11.968471,-7.118729,3.845153,4.08764,-14.878316,11.344933,-13.700522,2,cluster1
2460,20.091789,16.194675,8.227241,-0.155885,7.742267,1.801333,-12.453445,-17.37247,7.534421,-0.433013,1,cluster0
2461,17.199265,18.290457,2.528794,-10.807997,-1.645448,4.035678,-8.608293,-16.03879,20.039828,2.338269,0,cluster0
2462,12.418804,26.93339,3.152332,1.299038,7.014806,6.703037,-14.531906,-3.464102,10.721394,-8.625613,0,cluster0
2463,26.690903,10.201779,-9.56092,-5.386678,7.101408,7.950113,7.257293,-6.547152,-12.62665,-33.584465,2,cluster1
2464,30.206966,8.833459,0.311769,-7.465139,5.611845,2.165064,3.671948,-11.466176,-6.304665,-16.419842,0,cluster1
2465,19.676097,21.875802,9.838049,-2.73664,1.420282,3.637307,-15.900226,2.71932,-2.823243,-7.222652,0,cluster0
2466,24.127468,19.693418,6.46055,-2.71932,9.664844,-1.091192,-14.012291,2.494153,-4.278165,-0.796743,1,cluster0
2467,14.618509,28.786684,28.457595,1.835974,9.231831,-1.749371,-15.986829,3.446781,7.447818,-7.84619,1,cluster0
2468,9.21451,23.209481,5.819691,0.969948,0.138564,5.334716,-12.886458,0.121244,11.189048,-4.555294,1,cluster0
2469,17.788162,8.348485,-9.387715,-6.391267,4.312807,2.338269,-1.957217,0.450333,-0.415692,-5.888973,2,cluster1
2470,12.297561,6.010216,-6.252703,-3.689268,8.088677,4.797781,6.339306,-3.048409,5.334716,-20.853892,2,cluster1
2471,15.952188,8.798818,1.939897,-4.122281,6.512511,-9.335754,-1.922576,0.779423,13.198227,-4.451371,1,cluster2
2472,3.949076,14.687791,6.962844,0.640859,17.216585,-1.454923,7.291934,2.338269,20.957815,-8.071357,1,cluster2
2473,18.4117,5.196152,-10.305702,-0.155885,4.78046,1.662769,9.006664,-6.114139,2.407551,-13.96033,2,cluster1
2474,3.290897,14.029612,7.776908,1.247077,9.768767,-1.766692,-4.76314,-8.036716,16.142714,2.06114,1,cluster2
2475,24.993493,11.639381,-9.630202,-9.526279,1.143154,1.818653,2.009179,-3.654627,0.311769,-17.788162,2,cluster1
2476,7.967434,18.203854,-0.866025,-5.403999,12.055074,-4.226204,1.195115,2.753961,23.607853,-9.5436,2,cluster2
2477,15.120804,21.252263,17.926726,-0.952628,3.949076,-1.835974,-7.759588,-3.048409,3.862473,5.092229,1,cluster0
2478,25.184019,0.623538,-18.619546,-11.500817,1.160474,5.178832,6.166101,-6.218062,6.893562,-26.898749,0,cluster1
2479,10.409625,6.616434,15.796303,-0.987269,10.756036,-0.831384,5.577204,-5.282755,20.161071,-0.190526,1,cluster2
2480,11.60474,25.859519,13.111625,-14.566547,8.954703,7.101408,-22.083648,-10.686753,15.934867,6.356626,0,cluster0
2481,12.765214,13.042343,5.975575,-9.439677,3.619986,-0.900666,-16.956777,-1.662769,13.458035,4.988306,1,cluster0
2482,11.535458,19.052559,10.756036,-6.443229,4.399409,1.939897,-24.647083,1.056551,10.496228,3.152332,1,cluster0
2483,23.86766,5.161511,-13.994971,-11.552779,-6.235383,10.56551,5.715768,3.533384,-0.225167,-24.266032,0,cluster1
2484,12.072394,13.180907,3.949076,2.684679,0.900666,-3.135012,-8.157959,-7.984754,7.724947,0.866025,1,cluster0
2485,16.35056,24.924211,16.246637,0.623538,9.058626,7.205331,-8.331164,0.259808,14.860996,-10.946561,1,cluster0
2486,16.489124,20.78461,0.744782,-5.369358,18.39438,0.779423,-7.724947,-5.577204,21.390827,4.295486,1,cluster2
2487,10.201779,15.051522,-8.694895,-0.831384,2.632717,10.669433,-2.303628,-6.096819,1.662769,-21.650635,0,cluster1
2488,24.88957,3.654627,-11.881869,-7.690306,-1.437602,8.989344,14.739752,-16.922136,4.797781,-23.971583,2,cluster1
2489,11.639381,26.725544,14.445304,5.213473,17.112662,1.541525,-2.944486,1.004589,6.356626,-24.802968,1,cluster0
2490,14.635829,9.838049,6.962844,-0.294449,20.524802,-1.71473,0.017321,8.937382,8.157959,-8.712216,1,cluster2
2491,15.709701,18.030649,-5.057588,-12.037753,15.415252,5.144191,-8.504369,-0.779423,18.134572,-6.183421,1,cluster2
2492,18.584905,8.17528,-26.015403,-15.67506,-1.870615,22.343455,7.82887,-4.486012,6.703037,-22.707186,2,cluster1
2493,20.80193,18.151892,4.659217,-11.448856,0.519615,4.884383,-9.283792,-14.791714,11.275651,-11.154407,0,cluster0
2494,11.656702,9.630202,-1.212436,-8.261882,-5.837011,8.937382,-15.900226,-0.952628,7.188011,-5.577204,0,cluster0
2495,17.0607,24.421916,7.049447,0.398372,5.074909,4.745819,-12.089715,-7.239972,16.298598,-8.348485,0,cluster0
2496,13.111625,21.633315,10.91192,8.365805,-1.454923,4.867063,-5.698447,4.41673,9.231831,5.022947,1,cluster0
2497,7.257293,5.092229,4.624576,4.589935,11.725984,-4.486012,5.10955,-13.63124,17.805482,-6.581793,1,cluster2
2498,9.474318,10.184459,-8.53901,-6.373947,4.728499,-1.091192,5.871652,-14.618509,18.047969,-1.784012,2,cluster2
2499,17.996008,10.444266,-14.826355,-13.821765,-5.352037,5.178832,1.818653,-10.600151,18.238495,-16.922136,2,cluster1
2500,6.304665,21.893122,6.027537,1.991858,13.925688,0.640859,3.186973,-13.717842,21.044417,-12.95574,1,cluster2
2501,18.06529,0.848705,-11.119766,-8.85078,9.838049,3.619986,7.898152,-4.08764,12.436125,-10.842638,2,cluster1
2502,23.503929,4.520653,-26.742864,-7.066767,3.204294,6.252703,11.431535,-3.152332,-5.230793,-26.690903,2,cluster1
2503,15.068842,18.08261,10.340343,6.529832,2.234346,0.381051,-16.090752,-1.091192,9.838049,-14.479945,0,cluster0
2504,8.573651,20.905853,21.650635,4.901704,8.504369,1.593487,-13.440714,6.703037,9.959292,-10.478907,0,cluster0
2505,17.112662,13.908368,-6.408588,-10.115177,7.603703,-2.875204,-8.625613,3.031089,9.89001,-8.1926,2,cluster0
2506,14.116214,10.063215,6.80696,0.623538,8.625613,0.900666,5.300075,-6.651075,5.888973,-4.001037,1,cluster2
2507,12.349522,12.332202,-0.173205,-2.996448,15.34597,-1.091192,6.391267,-5.057588,11.431535,-5.265434,2,cluster2
2508,13.250189,8.989344,-11.899189,-4.486012,1.420282,2.442192,15.276688,-9.647523,-0.831384,-7.274613,2,cluster1
2509,22.17025,7.447818,-12.869138,-4.468691,3.671948,10.738715,1.835974,-2.753961,7.932793,-12.28024,0,cluster1
2510,18.117251,-4.468691,-27.470326,-9.526279,-9.768767,7.15337,13.475355,-7.967434,13.769804,-13.596599,2,cluster1
2511,17.37247,33.636427,25.114737,2.494153,11.864548,-2.234346,-9.318433,4.312807,2.009179,-7.274613,1,cluster0
2512,10.842638,8.989344,1.402961,-2.875204,5.022947,3.290897,16.662329,-3.013768,10.271061,-16.229316,2,cluster1
2513,14.029612,15.934867,3.204294,-1.662769,-2.73664,5.906293,-4.728499,-9.439677,19.277725,-1.974538,1,cluster0
2514,10.704074,23.988904,7.309254,2.996448,18.602226,7.915472,-7.655665,-12.557368,12.730573,-9.058626,1,cluster2
2515,9.21451,17.944046,11.362253,-2.580756,5.629165,4.468691,1.03923,-16.004149,21.408148,-10.288382,1,cluster2
2516,20.923174,9.249151,7.205331,-3.897114,7.014806,7.915472,-15.882906,-4.503332,10.115177,1.454923,0,cluster0
2517,4.555294,6.893562,-2.476833,-3.048409,11.327612,5.698447,8.781498,-6.096819,21.512071,0.571577,2,cluster2
2518,10.652112,9.439677,-23.330724,-7.932793,1.784012,12.540048,1.905256,-10.669433,7.898152,-22.187571,0,cluster1
2519,19.606815,17.38979,15.397932,-10.859959,7.586383,-0.138564,-7.118729,-5.022947,4.589935,6.876242,1,cluster0
2520,8.140639,23.036276,17.459072,-2.71932,3.100371,2.909845,-13.354112,-12.436125,15.865585,8.729536,1,cluster0
2521,16.056111,25.963442,7.291934,-4.607255,6.980165,6.304665,-7.482459,-1.662769,13.267509,-4.693858,0,cluster0
2522,15.588457,14.947598,-3.290897,7.430498,5.369358,-3.342858,-1.143154,0.398372,4.901704,6.304665,1,cluster0
2523,22.482019,15.224727,-5.369358,-9.959292,-1.784012,3.169653,5.837011,-8.8681,3.775871,-16.575726,0,cluster1
2524,10.807997,13.544637,3.533384,-8.348485,14.618509,-1.922576,-1.558846,-9.041305,14.895637,-11.171728,1,cluster2
2525,24.958852,10.374984,-20.732648,-13.925688,-2.650038,5.906293,4.052999,-14.774393,15.519175,-21.390827,2,cluster1
2526,18.896674,15.69238,4.520653,-0.207846,11.881869,-7.82887,8.348485,-11.795266,15.034201,-2.909845,1,cluster2
2527,19.191123,21.529392,21.945084,8.019395,6.82428,-4.953665,-9.058626,-6.079498,12.055074,-1.69741,0,cluster0
2528,20.836571,18.08261,0.381051,-5.940934,6.027537,4.312807,-11.968471,4.745819,3.013768,-19.398969,0,cluster0
2529,15.449893,13.804445,6.339306,-4.970986,8.746857,-0.952628,-2.753961,-10.323023,17.38979,-2.442192,1,cluster2
2530,4.364768,16.246637,3.949076,0.069282,8.209921,3.221615,-6.737678,7.084088,10.513548,2.234346,1,cluster0
2531,9.093267,13.388753,-18.602226,-0.415692,3.689268,-0.467654,3.775871,-19.485572,19.347008,1.784012,2,cluster2
2532,7.586383,18.584905,14.133535,0.658179,-0.294449,-1.212436,-9.89001,8.972023,3.342858,1.610807,1,cluster0
2533,19.225764,9.093267,8.105998,-3.290897,2.823243,3.41214,-2.546115,-12.332202,14.289419,4.520653,2,cluster2
2534,6.062178,18.480982,9.041305,-4.745819,13.579278,5.854332,3.654627,-1.818653,22.759148,-5.542563,1,cluster2
2535,14.376022,1.645448,-7.084088,-8.920062,2.598076,-8.729536,2.04382,2.113102,-1.420282,-6.633755,2,cluster1
2536,15.068842,27.643531,4.243524,-2.961807,7.621024,-1.073872,-22.430058,-9.924651,23.469288,-4.970986,1,cluster0
2537,2.580756,10.115177,3.273576,2.598076,10.8946,-9.664844,16.073431,-6.287344,29.185056,-2.338269,2,cluster2
2538,24.473878,22.551302,17.7362,-6.616434,5.317396,-5.161511,-8.157959,-0.658179,8.902741,4.451371,1,cluster0
2539,18.844713,6.114139,-5.386678,-5.698447,10.392305,-2.147743,5.248114,-11.985792,16.437162,-12.089715,2,cluster2
2540,10.409625,8.002075,-8.573651,0.917987,0.727461,2.130422,5.074909,-4.260845,6.529832,-13.406073,0,cluster1
2541,11.067805,21.581353,4.43405,3.186973,19.935905,-3.204294,12.695932,-5.888973,15.605778,-10.496228,2,cluster2
2542,22.84575,12.747894,-8.348485,-6.997485,-0.796743,3.585345,7.707626,-7.724947,2.546115,-23.417327,0,cluster1
2543,14.220137,23.157519,7.724947,-8.52169,7.551742,2.823243,-7.84619,-2.459512,23.018955,7.291934,1,cluster0
2544,12.453445,8.071357,-0.415692,-6.079498,1.091192,-8.625613,-9.093267,-9.578241,18.706149,-3.827832,1,cluster2
2545,0.588897,21.615994,-3.897114,-4.278165,6.720357,-4.970986,7.672985,4.347448,16.956777,-6.720357,2,cluster2
2546,13.215548,17.580316,9.612882,2.511474,1.03923,2.528794,-12.557368,-3.256256,7.672985,-2.165064,1,cluster0
2547,11.777945,14.081573,-14.32406,-5.750409,5.906293,14.531906,3.793191,0.034641,2.580756,-26.205929,0,cluster1
2548,22.637904,14.65315,1.645448,-3.914435,2.06114,4.953665,-5.698447,3.290897,10.548189,-3.983717,0,cluster0
2549,16.402521,24.958852,14.549227,4.191563,7.343895,-0.658179,-8.729536,-7.863511,9.21451,5.161511,1,cluster0
2550,2.546115,17.580316,-0.6755,-5.992896,15.311329,0.519615,2.494153,-9.5436,19.814661,-4.347448,2,cluster2
2551,21.841161,11.847228,10.444266,0,-1.472243,-3.983717,-18.359739,0.571577,4.364768,-9.734126,1,cluster0
2552,17.7362,15.900226,18.827392,2.37291,7.032126,2.823243,-19.866623,-8.590972,3.914435,2.37291,1,cluster0
2553,19.468251,7.811549,-18.047969,-9.370395,-8.920062,5.750409,-8.764177,-1.091192,6.495191,-10.8946,0,cluster1
2554,17.008739,10.530869,15.934867,0.796743,14.427983,0.796743,-9.145228,-3.41214,2.130422,8.989344,1,cluster0
2555,1.264397,16.575726,-2.026499,-8.244562,12.557368,2.026499,2.06114,6.772319,15.796303,1.160474,1,cluster2
2556,10.115177,19.139161,-2.753961,-7.84619,15.380611,0.034641,15.086163,-7.967434,25.530429,-9.682164,2,cluster2
2557,22.776468,17.996008,-5.300075,-2.078461,1.939897,7.291934,1.732051,-3.256256,4.589935,-17.476393,0,cluster1
2558,10.201779,15.709701,4.486012,-2.615397,17.078021,5.80237,-4.901704,-10.426946,18.273136,-7.82887,1,cluster2
2559,19.191123,26.535018,-1.125833,-5.10955,0.6755,7.707626,5.161511,-2.476833,6.46055,-26.102006,0,cluster1
2560,8.972023,9.751446,0.969948,-3.031089,12.730573,3.568025,2.961807,0.900666,9.89001,4.122281,2,cluster2
2561,19.883943,25.062775,16.489124,0.017321,0.242487,-5.248114,-18.151892,5.005627,7.569062,14.185496,1,cluster0
2562,14.878316,10.426946,-14.462624,-5.265434,6.200742,0.623538,5.733088,-15.761662,2.39023,-5.317396,2,cluster1
2563,16.575726,16.177355,-12.869138,-8.660254,1.506884,-5.386678,7.343895,-10.201779,20.022507,-27.747454,2,cluster1
2564,10.946561,8.071357,0.207846,-4.312807,9.630202,1.385641,7.794229,-8.712216,19.381649,-8.036716,2,cluster2
2565,11.431535,30.761222,6.581793,-11.58742,8.105998,4.693858,-7.222652,8.157959,15.259368,1.02191,1,cluster0
2566,6.651075,26.881429,19.78002,2.268987,15.224727,3.775871,-1.402961,-13.163586,15.207406,0.831384,1,cluster2
2567,2.06114,18.359739,8.313844,-1.316359,-0.32909,11.206369,-12.765214,-8.1926,27.26248,6.391267,1,cluster0
2568,21.304225,7.984754,-10.340343,-6.720357,4.174242,12.210958,5.871652,-11.448856,5.352037,-16.298598,2,cluster1
2569,16.541085,14.549227,-3.342858,2.182384,10.028574,14.67047,10.461587,-20.923174,15.276688,-13.64856,2,cluster2
2570,12.314881,18.325098,15.882906,-5.767729,18.030649,5.12687,-4.520653,-3.637307,21.615994,15.432573,1,cluster2
2571,11.743304,30.241607,-2.217025,-3.429461,7.205331,16.800893,-15.830944,-10.513548,21.771879,-5.074909,0,cluster0
2572,10.998523,9.283792,2.095781,0.536936,14.826355,-3.75855,13.198227,0.32909,16.090752,-10.963882,2,cluster2
2573,18.844713,4.537973,-9.006664,-4.330127,6.373947,-8.85078,5.611845,-1.195115,14.133535,-15.086163,2,cluster1
2574,17.770841,21.286904,4.537973,-2.73664,5.473281,6.166101,5.975575,4.08764,7.17069,-11.25833,0,cluster0
2575,18.827392,27.245159,23.001635,-0.207846,5.629165,-0.294449,-18.117251,-0.381051,-2.927166,6.14878,1,cluster0
2576,14.427983,16.69697,-12.453445,-9.716805,-2.598076,-3.100371,-11.448856,-1.853294,8.798818,-18.099931,0,cluster1
2577,16.904816,24.144788,16.939457,-3.689268,18.238495,-8.452408,-10.548189,-5.750409,8.279203,7.482459,1,cluster0
2578,28.474915,2.546115,-14.722432,-4.174242,5.542563,-1.801333,1.749371,-18.255816,2.338269,-15.796303,2,cluster1
2579,18.498303,19.243084,23.798378,-6.304665,4.711178,0.814064,-7.603703,-5.646486,12.713253,2.979127,0,cluster0
2580,16.211996,15.761662,4.226204,-2.667358,11.015843,0.623538,-3.481422,-3.135012,12.418804,-4.76314,1,cluster2
2581,7.915472,5.542563,8.244562,0.242487,14.029612,0.848705,3.533384,-10.167138,26.25789,-2.113102,1,cluster2
2582,19.693418,13.007702,-14.064253,-2.840563,19.243084,4.10496,10.807997,0.207846,-2.026499,-8.088677,2,cluster1
2583,16.818213,20.542123,13.96033,-3.446781,4.641896,1.749371,-10.600151,-3.654627,13.406073,-2.71932,1,cluster0
2584,5.992896,31.280838,15.813624,1.645448,6.044857,10.548189,-10.807997,3.568025,13.821765,-12.973061,1,cluster0
2585,16.471803,7.742267,-20.611405,-4.641896,-0.450333,-2.217025,13.700522,-2.234346,-1.576166,-24.577801,2,cluster1
2586,20.368917,25.305262,-5.975575,-2.147743,4.503332,11.639381,-5.473281,-1.593487,5.750409,-17.147303,0,cluster0
2587,6.200742,7.188011,-13.891047,-10.877279,-5.525242,-0.588897,2.338269,0.32909,20.646046,-9.716805,2,cluster1
2588,11.656702,10.686753,5.178832,-3.585345,16.333239,-12.349522,6.581793,-10.461587,13.561958,-2.165064,2,cluster2
2589,23.52125,22.256853,4.970986,-4.122281,11.102446,2.355589,-15.380611,-12.678612,18.723469,-11.362253,1,cluster0
2590,6.80696,20.646046,2.632717,1.316359,13.146266,2.04382,-10.201779,-13.994971,21.893122,2.73664,1,cluster2
2591,19.693418,12.366843,-10.790677,-13.146266,9.56092,1.835974,3.879794,-8.279203,4.797781,-13.354112,2,cluster1
2592,10.323023,13.891047,-11.102446,-11.674022,3.013768,9.526279,-2.026499,-0.640859,17.233906,-11.050484,0,cluster1
2593,15.32865,17.614957,-4.347448,-13.007702,18.273136,-1.957217,9.630202,-9.734126,18.723469,-7.465139,2,cluster2
2594,18.429021,32.008299,14.445304,0.294449,13.198227,13.198227,-11.881869,3.619986,6.841601,3.360179,1,cluster0
2595,8.573651,11.777945,8.002075,-6.772319,9.162549,2.823243,-1.177795,0.588897,17.337829,-3.75855,1,cluster2
2596,13.596599,10.011254,13.96033,1.489564,7.118729,-8.365805,-5.45596,-9.162549,10.513548,-2.320948,1,cluster2
2597,15.900226,20.195712,16.35056,1.472243,9.941972,4.901704,-11.414215,9.387715,-0.225167,-1.02191,0,cluster0
2598,6.633755,22.447378,-2.095781,-0.242487,12.332202,4.693858,3.325538,-3.550704,11.344933,-18.169213,1,cluster2
2599,20.80193,17.666918,5.837011,7.534421,3.06573,-2.892525,-15.224727,-4.226204,9.87269,-4.867063,1,cluster0
2600,12.349522,25.738275,-4.139601,-4.312807,3.75855,4.208883,-2.840563,-3.793191,4.745819,-12.834496,0,cluster0
2601,16.627688,20.871212,16.748931,0.086603,-3.671948,-14.947598,-14.739752,-4.867063,8.209921,8.417767,1,cluster0
2602,6.339306,15.311329,15.103483,-4.711178,4.520653,-1.905256,-7.724947,1.264397,14.064253,1.939897,1,cluster0
2603,20.316956,8.331164,-0.034641,-4.659217,-0.866025,-0.415692,5.022947,-5.421319,7.084088,-16.593047,0,cluster1
2604,21.598674,-0.381051,-17.008739,-14.99956,-8.573651,2.823243,8.209921,-18.047969,12.193638,-12.349522,2,cluster1
2605,18.567585,26.327172,-6.858921,-14.341381,2.355589,7.49978,-2.442192,4.382089,6.443229,-9.093267,0,cluster1
2606,13.856406,4.503332,-8.054036,-1.177795,5.10955,12.921099,4.035678,-7.447818,6.304665,-25.391865,2,cluster1
2607,13.146266,7.482459,11.119766,4.607255,7.82887,-7.690306,1.628128,-3.568025,7.880831,5.507922,1,cluster2
2608,14.843675,6.304665,-22.966994,-5.230793,7.49978,9.716805,8.002075,-0.190526,2.511474,-16.506444,2,cluster1
2609,12.488086,16.748931,7.898152,-2.528794,10.652112,-5.403999,-0.173205,2.37291,13.700522,5.663806,1,cluster2
2610,23.018955,26.569659,8.729536,-6.910883,6.512511,-7.274613,-10.097856,-0.277128,8.088677,-1.732051,0,cluster0
2611,12.782535,11.448856,6.495191,5.334716,4.208883,3.897114,-11.951151,0.242487,-0.571577,-0.190526,1,cluster0
2612,18.723469,7.482459,-12.384163,-7.742267,2.407551,7.915472,15.068842,-8.157959,6.027537,-22.343455,2,cluster1
2613,24.144788,21.13102,-5.871652,-11.656702,-0.987269,4.226204,-3.342858,-2.996448,8.798818,-16.454483,0,cluster1
2614,16.03879,16.904816,4.295486,2.095781,-0.502295,-3.619986,-3.914435,-15.934867,14.67047,-11.189048,0,cluster2
2615,7.776908,16.852854,-5.178832,-5.282755,10.167138,-2.71932,-3.308217,-8.816139,23.417327,-6.633755,1,cluster2
2616,21.615994,6.616434,-21.685276,-4.468691,6.858921,6.962844,12.62665,-13.64856,11.58742,-14.566547,0,cluster1
2617,27.158557,11.137087,-4.797781,-3.775871,-4.728499,-1.506884,-1.247077,-1.835974,-1.351,-17.424431,0,cluster1
2618,18.186533,8.712216,-3.169653,-5.733088,3.048409,7.638344,6.633755,-0.606218,1.593487,-18.584905,0,cluster1
2619,9.110587,14.514586,3.498743,-1.680089,12.037753,11.968471,9.803408,-12.886458,18.359739,-8.972023,2,cluster2
2620,4.624576,10.011254,15.051522,6.754998,14.064253,3.723909,2.805922,-5.403999,25.287942,-1.351,1,cluster2
2621,7.534421,9.838049,-27.210518,-12.26292,2.06114,12.470766,-3.013768,-7.447818,3.031089,-20.646046,2,cluster1
2622,20.663366,14.064253,21.529392,7.534421,0.571577,-10.045895,-17.788162,7.066767,-8.85078,11.431535,1,cluster0
2623,14.064253,21.650635,14.982239,7.638344,13.596599,6.044857,-9.647523,-4.745819,7.967434,-11.448856,0,cluster0
2624,27.331762,4.78046,-8.590972,-11.725984,0.467654,-0.710141,0.242487,-0.086603,6.356626,-11.067805,2,cluster1
2625,4.468691,25.859519,10.478907,0.883346,2.026499,6.443229,-9.578241,-5.490601,17.37247,-4.208883,1,cluster0
2626,-0.831384,16.818213,-1.299038,-6.564473,4.10496,-6.651075,-2.04382,9.941972,13.111625,2.927166,1,cluster2
2627,23.001635,27.903339,11.015843,3.135012,2.494153,6.945524,-7.742267,-2.528794,2.147743,0.017321,0,cluster0
2628,13.440714,6.183421,-10.981202,-5.906293,5.196152,10.946561,0.173205,-14.237458,13.475355,-8.071357,2,cluster1
2629,14.341381,25.495788,16.004149,-12.886458,7.776908,6.547152,-13.613919,1.229756,18.775431,4.659217,1,cluster0
2630,19.745379,18.325098,-7.621024,-5.854332,-4.139601,6.841601,-7.569062,0.34641,1.420282,-9.699485,0,cluster1
2631,31.03835,14.32406,-2.130422,-8.209921,3.08305,3.949076,-2.303628,-12.522727,0.814064,-11.275651,0,cluster1
2632,16.229316,3.290897,-24.629762,-16.315919,3.585345,9.664844,4.849742,-7.759588,1.489564,-29.773953,2,cluster1
2633,12.436125,17.441752,3.221615,0.155885,5.854332,3.169653,-2.06114,-2.217025,5.733088,-19.381649,0,cluster0
2634,13.440714,19.485572,-2.494153,-2.823243,14.168176,-4.312807,9.87269,-4.693858,13.250189,-3.845153,2,cluster2
2635,8.487049,14.67047,-0.866025,-7.326575,16.662329,1.69741,0.311769,-17.285867,26.777505,9.838049,1,cluster2
2636,19.277725,7.776908,-4.919024,-7.17069,10.409625,3.810512,5.750409,-5.040268,13.97765,-6.980165,2,cluster1
2637,22.118289,15.536496,-1.073872,3.204294,8.279203,8.694895,15.242047,-14.497265,9.526279,-16.073431,0,cluster1
2638,8.296523,22.707186,6.425908,-2.37291,8.590972,2.840563,-12.089715,-4.901704,12.747894,-8.833459,1,cluster0
2639,7.690306,14.964919,0.103923,-5.906293,5.940934,-5.334716,-8.261882,8.798818,10.045895,-3.481422,1,cluster0
2640,10.617471,12.747894,6.027537,1.905256,2.598076,3.031089,-8.071357,0.606218,6.599114,2.234346,1,cluster0
2641,27.591569,11.050484,-4.901704,2.667358,3.08305,6.010216,6.893562,-3.602666,-12.505407,-17.874764,0,cluster1
2642,15.034201,16.437162,-9.959292,-9.768767,0.242487,2.147743,-12.384163,-4.849742,18.203854,1.212436,1,cluster0
2643,5.80237,10.426946,-3.827832,-3.585345,5.837011,0.138564,7.482459,-3.671948,14.895637,-7.395857,2,cluster2
