@relation vowel_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
855,-5.11614,1.090178,-0.731519,-0.614693,class8,cluster3
856,-5.106415,1.782175,0.204822,-0.052085,class9,cluster6
857,-5.079434,0.554834,0.022413,0.243041,class10,cluster6
858,-6.077673,-1.001557,2.93982,0.441662,class0,cluster0
859,-6.131162,-0.472468,1.920606,0.067178,class1,cluster0
860,-6.008593,-0.997945,1.02825,0.949225,class2,cluster0
861,-5.99813,-0.373198,-0.197939,0.69865,class3,cluster0
862,-6.061381,0.188594,-0.68898,0.229393,class4,cluster0
863,-6.08837,-0.792112,0.102498,-0.233739,class5,cluster0
864,-6.165542,0.612733,-0.791436,-0.772083,class6,cluster3
865,-6.267406,1.782278,-0.808333,-1.124415,class7,cluster3
866,-6.122442,-0.277836,0.751142,-0.380996,class8,cluster0
867,-6.160911,-0.462202,1.644321,-0.307306,class9,cluster0
868,-6.171984,0.047638,0.864025,-0.180923,class10,cluster0
869,-6.053761,-1.099641,2.901981,0.506922,class0,cluster0
870,-6.139102,-0.388004,1.769327,0.034228,class1,cluster0
871,-5.982316,-1.335837,0.95342,1.027803,class2,cluster0
872,-5.990058,-0.419656,-0.172095,0.701281,class3,cluster0
873,-6.059432,0.194398,-0.695142,0.281527,class4,cluster0
874,-6.087701,-0.740776,0.107865,-0.208519,class5,cluster0
875,-6.180266,0.614746,-0.706554,-0.835531,class6,cluster3
876,-6.242616,2.048275,-0.895627,-0.914194,class7,cluster3
877,-6.124338,-0.077546,0.834606,-0.26843,class8,cluster0
878,-6.167116,-0.456658,1.631935,-0.352963,class9,cluster0
879,-6.169597,-0.033737,0.830723,-0.231326,class10,cluster0
880,-6.066667,-0.854758,2.898753,0.507626,class0,cluster0
881,-6.159533,-0.347687,1.753013,-0.128944,class1,cluster0
882,-6.002793,-1.362424,0.911914,0.824691,class2,cluster0
883,-5.968339,-0.599764,-0.010483,0.845644,class3,cluster0
884,-6.078155,0.278419,-0.684477,0.157355,class4,cluster3
885,-6.097204,-0.658638,0.188911,-0.24908,class5,cluster0
886,-6.189634,0.72014,-0.640994,-0.869628,class6,cluster3
887,-6.21181,2.079219,-0.943637,-0.711712,class7,cluster3
888,-6.1368,0.016826,0.854488,-0.309536,class8,cluster0
889,-6.16717,-0.654312,1.577763,-0.504246,class9,cluster0
890,-6.159755,-0.153485,0.85,-0.215965,class10,cluster0
891,-6.078484,-0.810646,2.831077,0.453458,class0,cluster0
892,-6.160881,-0.403438,1.747035,-0.25126,class1,cluster0
893,-5.995025,-1.385134,0.922472,0.868366,class2,cluster0
894,-5.956366,-0.733482,0.063512,0.916988,class3,cluster0
895,-6.086509,0.321757,-0.783185,-0.014146,class4,cluster3
896,-6.098898,-0.531898,0.328499,-0.166718,class5,cluster0
897,-6.192339,0.779539,-0.640538,-0.937436,class6,cluster3
898,-6.206704,1.976372,-0.949848,-0.747643,class7,cluster3
899,-6.144119,-0.200148,0.851611,-0.437804,class8,cluster0
900,-6.165286,-0.788242,1.56265,-0.568687,class9,cluster0
901,-6.152834,-0.000527,0.924425,-0.043747,class10,cluster0
902,-6.06895,-0.829196,2.835644,0.5773,class0,cluster0
903,-6.161393,-0.44409,1.761521,-0.224638,class1,cluster0
904,-5.9557,-1.467002,0.870126,1.125515,class2,cluster0
905,-5.981466,-0.54357,0.048598,0.749659,class3,cluster0
906,-6.09213,0.284394,-0.829782,-0.096262,class4,cluster3
907,-6.113114,-0.515301,0.472445,-0.235386,class5,cluster0
908,-6.212882,0.595925,-0.497967,-1.046459,class6,cluster3
909,-6.21645,2.019591,-0.923136,-0.78467,class7,cluster3
910,-6.15496,-0.447007,0.79907,-0.665851,class8,cluster0
911,-6.18522,-0.547784,1.530856,-0.697321,class9,cluster0
912,-6.176087,0.273887,0.970482,-0.058451,class10,cluster0
913,-6.058461,-1.030745,2.855052,0.572288,class0,cluster0
914,-6.146569,-0.583352,1.803952,-0.069449,class1,cluster0
915,-5.972884,-1.426015,0.837833,0.899379,class2,cluster0
916,-6.005588,-0.432487,0.167836,0.626993,class3,cluster0
917,-6.084862,0.360269,-0.895741,-0.120037,class4,cluster3
918,-6.133924,-0.413794,0.726975,-0.268283,class5,cluster0
919,-6.226297,0.770469,-0.302749,-0.960657,class6,cluster3
920,-6.229394,2.034886,-0.764078,-0.744135,class7,cluster3
921,-6.171045,-0.528179,0.807733,-0.846816,class8,cluster0
922,-6.201836,-0.249685,1.506197,-0.735937,class9,cluster0
923,-6.183417,0.262496,1.003357,-0.188431,class10,cluster0
924,-7.035342,-1.519449,2.18002,0.482208,class0,cluster0
925,-7.141547,-0.74704,1.533176,-0.331604,class1,cluster0
926,-7.071335,-0.47515,0.86546,0.402839,class2,cluster0
927,-7.029144,-0.571258,-0.257772,0.711798,class3,cluster0
928,-7.145599,0.752007,-0.780198,-0.277418,class4,cluster3
929,-7.136663,0.629516,-0.631716,-0.051047,class5,cluster3
930,-7.063792,0.739481,-1.041655,-0.05074,class6,cluster3
931,-7.127866,1.573824,-1.203704,-0.580491,class7,cluster3
932,-7.104056,0.963654,0.169216,-0.21315,class8,cluster0
933,-7.117777,-0.458568,0.798409,-0.655,class9,cluster0
934,-7.136483,-0.241466,0.222176,-0.501167,class10,cluster0
935,-7.017741,-2.04442,2.08015,0.334403,class0,cluster0
936,-7.114014,-1.255248,1.25818,-0.582959,class1,cluster0
937,-7.059262,-0.794936,0.844497,0.390214,class2,cluster0
938,-7.005325,-0.534075,-0.320368,0.856144,class3,cluster0
939,-7.144731,0.61846,-0.812614,-0.374401,class4,cluster3
940,-7.119129,0.531235,-0.59754,0.002263,class5,cluster3
941,-7.061977,0.789896,-1.152445,-0.114054,class6,cluster3
942,-7.120468,1.613133,-1.177587,-0.454373,class7,cluster3
943,-7.072746,0.736526,0.196211,-0.059266,class8,cluster0
944,-7.122895,-0.340796,0.814489,-0.664227,class9,cluster0
945,-7.13399,-0.2588,0.187643,-0.528221,class10,cluster0
946,-7.009945,-2.357699,1.931232,0.198674,class0,cluster0
947,-7.095961,-1.385235,1.091497,-0.624794,class1,cluster0
948,-7.04825,-1.119565,0.79078,0.372448,class2,cluster0
949,-7.009073,-0.480518,-0.322843,0.787795,class3,cluster0
950,-7.149431,0.507047,-0.831786,-0.456911,class4,cluster3
951,-7.128258,0.46375,-0.56329,-0.145138,class5,cluster3
952,-7.03612,0.78944,-1.07631,0.14083,class6,cluster3
953,-7.120435,1.672036,-1.157836,-0.417072,class7,cluster3
954,-7.059565,0.593943,0.260704,0.0021,class8,cluster0
955,-7.148965,-0.122037,0.941498,-0.632554,class9,cluster0
956,-7.129332,-0.195101,0.20746,-0.460987,class10,cluster0
957,-7.008589,-2.488748,1.8618,0.126855,class0,cluster0
958,-7.065696,-1.596647,0.881944,-0.617342,class1,cluster0
959,-7.037997,-1.226397,0.788382,0.422874,class2,cluster0
960,-7.01858,-0.50091,-0.304893,0.660356,class3,cluster0
961,-7.145302,0.544723,-0.820735,-0.401576,class4,cluster3
962,-7.138795,0.292464,-0.510313,-0.308724,class5,cluster3
963,-7.042859,0.778454,-1.111561,0.061948,class6,cluster3
964,-7.111953,1.70788,-1.099052,-0.316865,class7,cluster3
965,-7.065231,0.548875,0.291437,-0.085792,class8,cluster0
966,-7.164376,0.131798,1.04208,-0.512763,class9,cluster0
967,-7.108077,-0.26196,0.133299,-0.385404,class10,cluster0
968,-6.992208,-2.70482,1.844893,0.167947,class0,cluster0
969,-7.055541,-1.709089,0.80231,-0.673883,class1,cluster0
970,-7.031857,-1.1639,0.896484,0.482057,class2,cluster0
971,-7.023209,-0.573084,-0.219898,0.588879,class3,cluster0
972,-7.136626,0.516711,-0.826336,-0.341792,class4,cluster3
973,-7.13797,0.185265,-0.521573,-0.369319,class5,cluster3
974,-7.080785,0.784678,-1.169237,-0.275604,class6,cluster3
975,-7.116635,1.632146,-1.244889,-0.565291,class7,cluster3
976,-7.06884,0.455819,0.183101,-0.242808,class8,cluster0
977,-7.160361,0.287792,1.089363,-0.395619,class9,cluster0
978,-7.11535,-0.203892,0.073678,-0.407743,class10,cluster0
979,-6.995853,-2.670453,1.886721,0.182752,class0,cluster0
980,-7.057828,-1.66289,0.955303,-0.622197,class1,cluster0
981,-7.067417,-0.834689,1.100929,0.376849,class2,cluster0
982,-7.035124,-0.570231,-0.10245,0.549064,class3,cluster0
983,-7.135021,0.483643,-0.858294,-0.413913,class4,cluster3
984,-7.140467,0.14422,-0.484617,-0.393159,class5,cluster3
985,-7.115606,0.725548,-1.193788,-0.587792,class6,cluster3
986,-7.118841,1.592555,-1.231266,-0.59858,class7,cluster3
987,-7.082402,0.35399,0.13498,-0.408304,class8,cluster0
988,-7.158088,0.438893,1.107755,-0.299384,class9,cluster0
989,-7.122035,-0.19708,0.048382,-0.429557,class10,cluster0
