@relation vowel_ica_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
856,1.713783,0.882519,-1.310025,-1.561622,class9,cluster1
857,1.103357,0.908579,-1.070512,0.205073,class10,cluster8
858,-0.714219,1.299982,-1.138231,0.083426,class0,cluster8
859,-0.930802,1.301287,-1.065284,0.621785,class1,cluster6
860,-0.346788,1.187481,-1.047885,0.630699,class2,cluster6
861,0.467261,1.054542,-1.116834,-0.000647,class3,cluster8
862,0.020728,1.147973,-1.125088,-0.022111,class4,cluster8
863,-0.390934,1.16394,-0.974372,1.182387,class5,cluster6
864,0.27633,1.034712,-0.98648,0.992235,class6,cluster6
865,0.516839,0.99494,-1.063388,0.419479,class7,cluster6
866,0.411057,1.038382,-1.060517,0.47172,class8,cluster6
867,0.1504,1.030593,-0.931169,1.427789,class9,cluster6
868,-1.117387,1.306586,-0.995257,1.175937,class10,cluster6
869,-0.378579,1.233774,-1.13691,0.039804,class0,cluster8
870,-0.447819,1.197028,-1.041793,0.689749,class1,cluster6
871,-0.126931,1.143429,-1.033564,0.666404,class2,cluster6
872,0.49204,1.058984,-1.133589,-0.111875,class3,cluster8
873,0.183693,1.118712,-1.130119,-0.103632,class4,cluster8
874,-0.288627,1.143704,-0.977173,1.142665,class5,cluster6
875,0.382965,1.01133,-0.982527,0.994378,class6,cluster6
876,0.59949,1.01219,-1.150786,-0.233079,class7,cluster8
877,0.568411,1.022103,-1.091675,0.207579,class8,cluster8
878,0.457402,0.958236,-0.890892,1.656126,class9,cluster6
879,-0.962638,1.268299,-0.978719,1.267311,class10,cluster6
880,-0.462504,1.266629,-1.176352,-0.240252,class0,cluster8
881,-0.590043,1.214197,-1.016465,0.916287,class1,cluster6
882,-0.481336,1.205285,-1.020694,0.825438,class2,cluster6
883,0.24088,1.117024,-1.150437,-0.183617,class3,cluster8
884,0.031742,1.141183,-1.107823,0.108677,class4,cluster8
885,0.008908,1.085028,-0.976609,1.099984,class5,cluster6
886,0.010804,1.094422,-1.020045,0.79504,class6,cluster6
887,1.141973,0.927894,-1.189547,-0.614109,class7,cluster8
888,0.312077,1.068287,-1.085785,0.287123,class8,cluster8
889,0.527559,0.931655,-0.855737,1.887337,class9,cluster6
890,-1.187943,1.317975,-0.986101,1.254981,class10,cluster6
891,-0.370483,1.24532,-1.171529,-0.234443,class0,cluster8
892,-0.823783,1.2654,-1.025008,0.904097,class1,cluster6
893,-0.401508,1.190869,-1.018707,0.833229,class2,cluster6
894,0.260874,1.116564,-1.157193,-0.249613,class3,cluster8
895,0.079234,1.120432,-1.093102,0.215487,class4,cluster8
896,0.296349,1.036154,-0.996592,0.902263,class5,cluster6
897,0.06437,1.082373,-1.034183,0.697006,class6,cluster6
898,1.201382,0.912474,-1.159927,-0.38388,class7,cluster8
899,-0.049685,1.120709,-1.04359,0.644301,class8,cluster6
900,0.627752,0.905533,-0.841402,1.96421,class9,cluster6
901,-1.137709,1.325421,-1.025084,0.959247,class10,cluster6
902,-0.138606,1.19582,-1.162258,-0.208993,class0,cluster8
903,-1.127624,1.319245,-1.015338,1.038004,class1,cluster6
904,0.616802,1.003474,-1.027682,0.566254,class2,cluster6
905,0.504948,1.069411,-1.169152,-0.391369,class3,cluster8
906,0.063479,1.116198,-1.06178,0.46159,class4,cluster6
907,0.059866,1.078972,-0.989149,1.011901,class5,cluster6
908,-0.033737,1.072156,-0.964669,1.2349,class6,cluster6
909,0.849624,0.969259,-1.149662,-0.23427,class7,cluster8
910,-0.573694,1.208002,-1.002163,1.036714,class8,cluster6
911,0.48682,0.943789,-0.869196,1.793142,class9,cluster6
912,-0.971625,1.290714,-1.021054,0.979471,class10,cluster6
913,-0.281446,1.214804,-1.136943,0.012623,class0,cluster8
914,-1.325749,1.356128,-1.014366,1.071018,class1,cluster6
915,0.451726,1.028514,-1.017457,0.680783,class2,cluster6
916,0.435231,1.082585,-1.16462,-0.332929,class3,cluster8
917,-0.136455,1.159311,-1.082054,0.362685,class4,cluster8
918,-0.828842,1.264917,-1.014517,1.00312,class5,cluster6
919,-1.025867,1.283156,-0.994726,1.225101,class6,cluster6
920,0.313326,1.066284,-1.139044,-0.058711,class7,cluster8
921,-0.701442,1.220061,-0.974438,1.261762,class8,cluster6
922,0.262782,0.997267,-0.90839,1.550681,class9,cluster6
923,-1.07256,1.31,-1.013845,1.072002,class10,cluster6
924,0.357491,1.075307,-1.088488,0.226428,class0,cluster8
925,-0.543144,1.187614,-0.977,1.166017,class1,cluster6
926,0.412538,1.024791,-1.026224,0.743244,class2,cluster6
927,0.950546,0.900109,-0.983226,0.899672,class3,cluster6
928,0.291802,1.063014,-1.117838,0.049753,class4,cluster8
929,-0.162149,1.135496,-1.070203,0.477515,class5,cluster6
930,0.585581,1.043943,-1.203932,-0.641486,class6,cluster8
931,0.756425,1.026411,-1.303776,-1.416786,class7,cluster1
932,1.287706,0.935861,-1.269575,-1.258714,class8,cluster1
933,1.465633,0.818155,-1.032409,0.442069,class9,cluster6
934,0.036381,1.080652,-1.007596,0.946007,class10,cluster6
935,-0.071918,1.140735,-1.036813,0.67378,class0,cluster6
936,-0.714346,1.215921,-0.959684,1.30864,class1,cluster6
937,0.54113,0.986517,-0.991076,0.959229,class2,cluster6
938,1.524928,0.801812,-1.013596,0.56101,class3,cluster6
939,0.748439,0.96148,-1.08337,0.207014,class4,cluster8
940,-0.326811,1.182364,-1.09879,0.29543,class5,cluster8
941,0.452169,1.07296,-1.220103,-0.740724,class6,cluster8
942,0.955691,0.983655,-1.301629,-1.429133,class7,cluster1
943,1.268733,0.946223,-1.287149,-1.403049,class8,cluster1
944,1.483686,0.820817,-1.046935,0.332495,class9,cluster6
945,-0.151704,1.124634,-1.020288,0.879308,class10,cluster6
946,-0.202372,1.15215,-0.996902,0.97608,class0,cluster6
947,-0.736857,1.223522,-0.974189,1.200171,class1,cluster6
948,0.748505,0.92742,-0.942882,1.25248,class2,cluster6
949,1.400576,0.825658,-1.024098,0.509555,class3,cluster6
950,1.208529,0.850406,-1.035783,0.464093,class4,cluster6
951,-0.417025,1.194433,-1.088678,0.389106,class5,cluster6
952,0.730838,1.028775,-1.243543,-0.955506,class6,cluster1
953,0.981958,0.981765,-1.31623,-1.546228,class7,cluster1
954,1.174184,0.965925,-1.288023,-1.391734,class8,cluster1
955,1.385198,0.830278,-1.021987,0.551558,class9,cluster6
956,-0.683497,1.235502,-1.038072,0.855345,class10,cluster6
957,-0.185646,1.143768,-0.975042,1.124707,class0,cluster6
958,-0.732689,1.226902,-0.988434,1.094288,class1,cluster6
959,0.78045,0.929978,-0.957275,1.118149,class2,cluster6
960,1.058924,0.887206,-1.017521,0.634004,class3,cluster6
961,0.535715,0.994627,-1.071399,0.327907,class4,cluster6
962,-0.467516,1.193372,-1.063952,0.571162,class5,cluster6
963,0.759753,1.023131,-1.234927,-0.893241,class6,cluster1
964,0.984225,0.999546,-1.350106,-1.80714,class7,cluster1
965,1.115329,0.969066,-1.268478,-1.2248,class8,cluster1
966,1.52618,0.808944,-1.040562,0.380556,class9,cluster6
967,-0.65214,1.232483,-1.04821,0.77551,class10,cluster6
968,-0.135308,1.128181,-0.95192,1.28427,class0,cluster6
969,-0.73845,1.23044,-0.986624,1.127998,class1,cluster6
970,0.49217,1.004774,-0.996506,0.883821,class2,cluster6
971,0.920731,0.910725,-1.003414,0.782779,class3,cluster6
972,0.1018,1.093385,-1.094497,0.237055,class4,cluster8
973,-0.39937,1.172899,-1.044777,0.687035,class5,cluster6
974,0.55789,1.049843,-1.202158,-0.618297,class6,cluster8
975,0.713405,1.064306,-1.346948,-1.726754,class7,cluster1
976,1.18078,0.950101,-1.254781,-1.136879,class8,cluster1
977,1.578231,0.81572,-1.08005,0.082935,class9,cluster8
978,-0.273216,1.154271,-1.038158,0.760681,class10,cluster6
979,-0.203519,1.142964,-0.956837,1.2647,class0,cluster6
980,-0.630333,1.21404,-0.992317,1.075326,class1,cluster6
981,0.25095,1.045066,-0.989765,1.01161,class2,cluster6
982,0.805041,0.932151,-0.99976,0.837081,class3,cluster6
983,-0.180747,1.151719,-1.102504,0.233392,class4,cluster8
984,-0.432393,1.176676,-1.033178,0.782228,class5,cluster6
985,0.174828,1.107042,-1.165746,-0.281903,class6,cluster8
986,0.536686,1.09753,-1.327435,-1.522599,class7,cluster1
987,1.141284,0.950734,-1.230047,-0.941284,class8,cluster1
988,1.648236,0.812805,-1.097902,-0.047308,class9,cluster8
989,0.084008,1.079584,-1.024526,0.774949,class10,cluster6
