@relation vowel-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
430,3.621718,-7.295398,-1.732051,0.228631,-0.836581,-4.865331,-2.140815,2.565167,0.74305,2.208365,hId,cluster6
431,5.691519,-4.373428,-1.732051,-0.633931,-0.723997,-5.287951,-0.704945,-0.517883,0.450333,1.90872,hEd,cluster6
432,7.679913,-1.938165,-1.732051,1.058283,-0.285788,-4.271237,0.478046,-3.878062,2.958343,1.150082,hAd,cluster1
433,6.451889,-1.834242,-1.732051,2.173724,0.798475,-5.078373,0.401836,-8.428159,4.16385,1.177795,hYd,cluster3
434,7.446086,-2.951415,-1.732051,1.264397,-0.748246,-4.662681,-1.222828,-4.759676,3.637307,1.506884,had,cluster1
435,5.613577,-1.250541,-1.732051,1.520741,1.311162,-5.771193,1.610807,-8.409107,3.829564,0.353338,hOd,cluster3
436,9.06209,-4.562222,-1.732051,3.20949,1.366588,-9.604222,0.438209,-7.816745,4.567418,3.103835,hod,cluster3
437,6.174761,-6.141852,-1.732051,2.982591,-0.32909,-6.690912,-1.51208,-2.369446,4.262577,1.392569,hUd,cluster1
438,5.871652,-5.520046,-1.732051,2.379838,0.519615,-8.495709,0.128172,-3.533384,4.184635,1.169134,hud,cluster3
439,7.006146,-5.287951,-1.732051,1.375248,-1.065211,-4.563954,-1.330215,-2.57556,3.999305,0.985537,hed,cluster1
440,4.302414,-7.532689,-1.732051,-0.644323,-0.601022,-8.691431,-2.622325,3.831296,-1.394301,4.049535,hid,cluster6
441,3.878062,-7.527493,-1.732051,0.133368,-1.200311,-4.905168,-2.208365,2.823243,0.874686,1.687017,hId,cluster6
442,5.561615,-4.782192,-1.732051,-0.517883,-0.833116,-5.19442,-1.260933,-0.086603,0.12644,2.45778,hEd,cluster6
443,7.539617,-2.17892,-1.732051,0.781155,-0.438209,-3.962932,0.065818,-3.976789,3.242399,1.195115,hAd,cluster1
444,6.498655,-1.614271,-1.732051,2.130422,0.989001,-5.653414,0.87815,-8.528618,3.602666,1.182991,hYd,cluster3
445,7.813281,-3.791459,-1.732051,1.493028,-1.082532,-4.880919,-1.870615,-3.484886,3.490082,2.142547,had,cluster1
446,6.256168,-2.565167,-1.732051,1.790941,1.129297,-5.835279,1.044427,-8.145835,4.099764,1.042695,hOd,cluster3
447,9.209314,-4.877455,-1.732051,3.143672,1.295574,-9.638863,0.273664,-7.477263,4.480815,3.322073,hod,cluster3
448,6.294273,-6.34277,-1.732051,2.774745,-0.363731,-6.254435,-1.51208,-1.894864,4.444442,1.63852,hUd,cluster1
449,6.358359,-5.047196,-1.732051,2.326144,0.431281,-8.313844,0.119512,-4.130941,4.929417,1.060015,hud,cluster3
450,7.17069,-5.336449,-1.732051,1.37698,-0.843509,-4.527581,-1.442798,-2.587684,3.957736,1.744175,hed,cluster1
451,4.85667,-6.406856,-1.732051,-0.803672,-0.507491,-9.108855,-2.275915,2.606736,-0.28752,3.68234,hid,cluster6
452,3.75855,-7.6522,-1.732051,0.209578,-1.231488,-4.896508,-2.092317,2.901185,0.644323,1.477439,hId,cluster6
453,5.249846,-5.736552,-1.732051,-0.244219,-1.266129,-5.220401,-1.57097,1.196847,-0.49017,2.073265,hEd,cluster6
454,7.283274,-2.378106,-1.732051,0.730925,-0.736122,-3.855545,-0.310037,-3.604398,3.287432,0.850437,hAd,cluster1
455,6.677056,-1.447994,-1.732051,2.268987,0.949164,-5.887241,0.808868,-8.533814,3.460638,1.290378,hYd,cluster3
456,8.123318,-4.468691,-1.732051,1.406425,-1.150082,-5.487137,-1.958949,-2.25513,3.143672,2.58422,had,cluster1
457,6.370483,-3.186973,-1.732051,2.289771,1.22456,-6.221527,0.730925,-7.472067,3.517795,1.983198,hOd,cluster3
458,8.888885,-3.850349,-1.732051,3.349786,1.075604,-10.269329,0.367195,-7.243436,3.595737,2.701999,hod,cluster3
459,7.052911,-5.551223,-1.732051,2.411015,-0.259808,-6.886634,-1.472243,-1.875811,4.200223,2.461244,hUd,cluster1
460,6.328914,-5.604916,-1.732051,2.308824,0.526543,-8.571919,0.1351,-4.158654,4.860135,1.108513,hud,cluster3
461,6.457085,-5.416123,-1.732051,1.633324,-0.486706,-4.22274,-1.182991,-2.608469,3.62345,1.855026,hed,cluster1
462,5.391874,-2.605004,-1.732051,-3.264916,-1.14835,-11.142283,1.420282,-3.173117,6.687448,-2.197972,hid,cluster7
463,5.362429,-4.238328,-1.732051,-2.227417,-1.723391,-7.633148,0.893738,0.12644,7.655665,-1.829046,hId,cluster7
464,3.859009,-5.807566,-1.732051,-2.435263,-1.853294,-8.39525,0.796743,0.781155,4.735427,-2.078461,hEd,cluster7
465,2.878668,-6.039661,-1.732051,-0.419156,-1.17433,-8.897545,0.330822,-1.661037,4.440978,-1.891399,hAd,cluster7
466,6.729017,-4.158654,-1.732051,0.318697,-0.093531,-9.259544,0.788083,-5.24465,4.83935,1.723391,hYd,cluster8
467,5.475013,-5.424783,-1.732051,-0.439941,-1.461851,-8.552867,-0.651251,-3.128084,5.504457,-0.232095,had,cluster7
468,5.400534,-5.367625,-1.732051,0.782887,-0.221703,-8.447212,1.14835,-6.159173,8.469728,-1.41855,hOd,cluster8
469,7.811549,-2.86308,-1.732051,2.307092,0.484974,-9.411964,1.182991,-8.87676,11.400358,-0.443405,hod,cluster8
470,8.325968,-3.490082,-1.732051,2.073265,0.020785,-8.85078,0.713605,-6.573133,11.221957,0.516151,hUd,cluster8
471,9.782623,-3.25972,-1.732051,0.928379,-0.620074,-11.843763,1.628128,-7.44089,9.61981,-0.862561,hud,cluster8
472,6.155709,-4.169046,-1.732051,0.467654,-1.49476,-9.081142,-0.316965,-2.310556,7.243436,-0.500563,hed,cluster7
473,5.365893,-2.307092,-1.732051,-3.12462,-0.796743,-11.150943,1.506884,-3.699661,6.936863,-1.751103,hid,cluster7
474,6.231919,-3.400016,-1.732051,-2.419675,-2.050748,-8.920062,1.129297,-1.143154,7.586383,-2.700267,hId,cluster7
475,4.170778,-5.267167,-1.732051,-2.133887,-1.901792,-8.932186,0.990733,0.398372,4.99177,-2.490689,hEd,cluster7
476,2.890793,-6.211134,-1.732051,-0.429549,-1.068675,-9.055162,0.389711,-1.565774,4.586471,-1.752835,hAd,cluster7
477,6.528099,-4.29895,-1.732051,0.200918,0.176669,-9.909063,0.980341,-5.693251,4.404605,1.981466,hYd,cluster8
478,4.943273,-5.689787,-1.732051,-0.4053,-1.323287,-9.018789,-0.303109,-3.460638,5.53217,-0.836581,had,cluster7
479,5.528706,-5.305272,-1.732051,1.195115,-0.49017,-8.39525,0.670304,-5.953059,9.027449,-1.616003,hOd,cluster8
480,8.126782,-4.033946,-1.732051,2.44046,0.289252,-8.989344,0.204382,-7.965702,11.869744,0.587165,hod,cluster8
481,8.58058,-4.744087,-1.732051,1.525937,0.039837,-8.584044,0.838313,-6.015412,11.450588,0.727461,hUd,cluster8
482,9.295917,-2.662162,-1.732051,1.650644,-0.458993,-11.705199,1.704338,-7.77864,10.090928,-1.357928,hud,cluster8
483,6.282148,-4.593399,-1.732051,0.225167,-1.71473,-9.18853,-0.535204,-2.055944,7.217456,-0.594093,hed,cluster7
484,5.268899,-2.419675,-1.732051,-3.35325,-0.658179,-11.486961,1.687017,-4.162118,6.393,-1.531133,hid,cluster7
485,6.150512,-4.29029,-1.732051,-2.975663,-2.417943,-9.134836,0.729193,-0.393176,6.902222,-2.64311,hId,cluster7
486,3.909239,-5.419587,-1.732051,-1.96761,-2.038624,-8.963363,0.883346,0.848705,5.11821,-2.908113,hEd,cluster7
487,2.840563,-6.493458,-1.732051,-0.225167,-1.396033,-8.618685,-0.266736,-0.786351,4.936345,-1.754567,hAd,cluster7
488,6.524635,-4.527581,-1.732051,0.21131,-0.025981,-11.192512,1.077336,-5.265434,3.865937,1.480903,hYd,cluster8
489,4.891311,-5.691519,-1.732051,-0.526543,-1.278253,-9.715073,-0.256344,-3.406944,5.414391,-0.820992,had,cluster7
490,5.416123,-4.718106,-1.732051,1.432406,-0.353338,-8.698359,0.627002,-5.78505,8.693163,-1.228024,hOd,cluster8
491,8.492245,-4.382089,-1.732051,1.952021,0.12644,-9.605954,0.150688,-7.15337,11.17346,0.800207,hod,cluster8
492,8.592704,-4.631504,-1.732051,1.17433,0.332554,-9.288988,1.293842,-6.33411,10.697146,0.924915,hUd,cluster8
493,10.084,-3.020697,-1.732051,2.104442,-1.22456,-11.627257,0.538668,-7.099676,10.866887,-1.522473,hud,cluster8
494,5.975575,-5.53217,-1.732051,-0.192258,-1.276521,-9.283792,-0.157617,-1.596951,6.685716,-0.003464,hed,cluster7
495,5.234258,-2.546115,-1.732051,-3.469298,-0.465922,-11.887065,2.154671,-4.402873,5.783318,-1.449727,hid,cluster7
496,5.248114,-5.433443,-1.732051,-3.1506,-2.066337,-8.681039,0.73439,0.491902,6.431105,-2.059408,hId,cluster7
497,4.28163,-5.840475,-1.732051,-2.104442,-1.534597,-9.361735,1.018446,0.254611,4.976182,-1.761496,hEd,cluster7
498,3.012036,-6.974969,-1.732051,-0.327358,-1.591755,-8.58058,-0.640859,-0.59929,4.875723,-1.588291,hAd,cluster7
499,6.134924,-4.454835,-1.732051,0.594093,-0.20265,-11.648042,1.328483,-4.70425,4.278165,0.301377,hYd,cluster8
500,4.988306,-6.439765,-1.732051,-0.779423,-1.468779,-9.777427,-0.888542,-2.300163,4.988306,-0.013856,had,cluster7
501,5.520046,-5.336449,-1.732051,1.707802,-0.290985,-8.173548,0.110851,-5.190956,9.041305,-0.351606,hOd,cluster8
502,8.866368,-5.080105,-1.732051,1.383909,0.103923,-9.827656,0.21131,-6.585257,10.839174,1.136225,hod,cluster8
503,8.547671,-4.283362,-1.732051,1.470511,0.206114,-9.424088,1.075604,-6.441497,10.833978,0.755174,hUd,cluster8
504,10.260669,-1.834242,-1.732051,1.519009,-0.226899,-12.33913,1.496492,-8.322504,9.995665,-0.083138,hud,cluster8
505,5.159779,-6.108943,-1.732051,-0.228631,-0.789815,-9.237027,0.372391,-1.285182,6.301201,-0.006928,hed,cluster7
506,5.265434,-2.450852,-1.732051,-3.287432,-0.334286,-11.712128,2.204901,-4.179439,5.944398,-1.160474,hid,cluster7
507,4.834154,-5.436907,-1.732051,-2.591148,-1.972806,-8.52169,0.826188,0.698016,6.741142,-2.378106,hId,cluster7
508,4.737159,-5.932274,-1.732051,-2.225685,-1.196847,-9.935043,0.756906,-0.788083,4.939809,-0.61661,hEd,cluster7
509,3.010304,-7.272881,-1.732051,-0.691088,-1.633324,-8.966827,-0.814064,-0.987269,4.427122,-1.366588,hAd,cluster7
510,6.358359,-5.132067,-1.732051,0.580237,-0.450333,-11.128426,0.571577,-3.782799,4.685197,0.937039,hYd,cluster8
511,4.976182,-7.155102,-1.732051,-0.919719,-1.972806,-9.770499,-1.155278,-1.307698,5.274095,-0.800207,had,cluster7
512,5.546027,-6.00502,-1.732051,1.162206,-0.209578,-8.608293,0.623538,-5.057588,8.372734,-0.536936,hOd,cluster8
513,8.263614,-4.796049,-1.732051,1.534597,0.154153,-10.279722,0.356802,-6.910883,10.187923,0.68416,hod,cluster8
514,8.469728,-3.945612,-1.732051,1.768424,-0.107387,-9.157353,0.833116,-6.716893,11.447124,0.086603,hUd,cluster8
515,11.575296,-3.228543,-1.732051,0.457261,-0.730925,-11.892261,0.696284,-7.574258,10.821853,0.628734,hud,cluster8
516,4.932881,-5.767729,-1.732051,-0.043301,-0.381051,-9.503763,0.723997,-1.51208,6.029269,0.330822,hed,cluster7
517,5.440372,-2.504545,-1.732051,-2.977395,-0.304841,-11.582224,2.175456,-3.871134,5.864724,-0.753442,hid,cluster7
518,5.024679,-4.806441,-1.732051,-2.218757,-1.83251,-9.160817,1.290378,-0.190526,6.801764,-2.826707,hId,cluster7
519,4.175974,-6.363555,-1.732051,-2.277647,-1.184723,-10.182727,1.061747,-0.509223,4.700786,-1.276521,hEd,cluster7
520,3.155797,-7.274613,-1.732051,-1.186455,-1.278253,-9.709877,-0.852169,-1.633324,3.47103,-0.259808,hAd,cluster7
521,6.297737,-5.913221,-1.732051,0.245951,-0.710141,-10.385377,-0.389711,-3.521259,4.757944,1.550185,hYd,cluster7
522,4.917292,-7.390661,-1.732051,-1.065211,-1.711266,-10.265865,-0.590629,-1.24188,5.074909,-0.919719,had,cluster7
523,5.617041,-6.056982,-1.732051,0.382783,-0.471118,-9.470854,0.859097,-5.433443,7.747463,-1.16567,hOd,cluster8
524,7.918936,-4.02875,-1.732051,1.887935,0.096995,-10.832246,0.393176,-7.111801,9.567849,0.332554,hod,cluster8
525,8.923526,-4.453103,-1.732051,1.439334,-0.320429,-8.67411,0.465922,-5.880312,11.932098,0.462458,hUd,cluster8
526,11.260062,-3.389623,-1.732051,0.493634,-0.526543,-11.327612,0.892006,-7.43223,11.235814,0.66684,hud,cluster8
527,4.809905,-5.24465,-1.732051,0.336018,-0.555988,-9.82246,0.562917,-1.342339,5.918418,-0.029445,hed,cluster7
528,-3.637307,-7.518833,0,-1.279986,0.808868,-2.967003,-1.279986,0.652983,-2.542651,0.826188,hid,cluster5
529,-0.604486,-6.270024,0,-0.838313,1.046159,-4.219276,-1.969342,-0.213042,0.147224,3.616522,hId,cluster5
530,0.781155,-4.899972,0,-0.526543,1.323287,-3.429461,-0.103923,-1.558846,2.003983,2.436995,hEd,cluster5
531,2.688143,-1.991858,0,1.279986,0.483242,-2.648306,0.275396,-3.696196,3.477958,0.315233,hAd,cluster5
532,3.400016,0.387979,0,-0.230363,0.815796,-4.943273,0.410496,-7.950113,5.147655,-0.843509,hYd,cluster9
533,1.061747,-0.330822,0,-1.14835,0.353338,-4.591667,-0.370659,-3.904043,2.050748,-0.157617,had,cluster5
534,1.531133,-0.876418,0,-2.667358,-1.716462,-3.592273,-2.168528,-1.68875,3.119424,-1.657573,hOd,cluster2
535,3.625182,0.843509,0,0.665108,-0.999393,-7.182815,-1.751103,-7.936257,5.360697,-2.556507,hod,cluster2
536,2.016107,-2.514938,0,-1.700874,-1.948557,-5.883777,-3.017233,-2.135619,2.927166,-1.025374,hUd,cluster5
537,3.20083,-4.728499,0,-2.17026,-2.04382,-7.36468,-3.062266,-1.728587,3.928291,-0.488438,hud,cluster7
538,-0.415692,-2.783406,0,-0.377587,-0.566381,-5.868188,-2.502813,-1.808261,0.327358,-0.226899,hed,cluster5
539,-4.113621,-7.265953,0,-1.461851,0.69282,-3.282236,-1.467047,0.919719,-2.986056,0.336018,hid,cluster5
540,-0.987269,-5.688055,0,-0.59929,1.032302,-4.607255,-1.905256,-0.637395,-0.072746,2.776477,hId,cluster5
541,1.23322,-4.674805,0,-0.76037,1.28345,-3.230275,-0.28752,-1.690482,2.494153,2.923702,hEd,cluster5
542,2.03516,-1.761496,0,1.077336,0.34641,-2.565167,-0.136832,-3.715249,3.252791,0.003464,hAd,cluster5
543,3.503939,0.474582,0,-0.509223,0.685892,-5.180564,0.652983,-7.818477,4.908632,-1.196847,hYd,cluster9
544,1.531133,-0.200918,0,-0.658179,0.698016,-5.158047,-0.145492,-4.844546,2.132155,0.271932,had,cluster5
545,1.423746,-0.892006,0,-2.934094,-1.790941,-3.521259,-2.296699,-1.536329,3.096907,-1.745907,hOd,cluster2
546,3.483154,0.54906,0,0.218238,-1.491296,-6.910883,-1.829046,-7.201867,5.51485,-3.453709,hod,cluster2
547,3.263184,-1.03923,0,-1.113709,-1.333679,-6.188618,-2.369446,-4.175974,4.330127,-0.772495,hUd,cluster2
548,2.565167,-5.625701,0,-2.797262,-2.241274,-6.850261,-3.266648,-0.710141,3.477958,-0.581969,hud,cluster7
549,-0.583701,-3.330734,0,-0.627002,-0.595825,-5.740016,-2.527062,-1.451459,0.32909,-0.15242,hed,cluster5
550,-4.124013,-8.426427,0,-2.293235,0.902398,-4.091104,-1.354464,1.458387,-2.861348,0.89547,hid,cluster4
551,-1.596951,-4.292022,0,-0.046765,0.433013,-4.387285,-2.30536,-0.872954,-0.755174,1.2159,hId,cluster5
552,1.008054,-4.546633,0,-0.89547,0.838313,-3.254523,-1.070407,-1.295574,2.223953,2.913309,hEd,cluster5
553,0.879882,-2.021303,0,0.892006,0.367195,-2.570363,-0.1351,-3.027625,2.456048,-0.304841,hAd,cluster5
554,3.294361,0.940504,0,-0.604486,0.581969,-5.410927,0.427817,-7.274613,4.418462,-1.002857,hYd,cluster9
555,1.641984,-0.75171,0,-0.561184,0.715337,-5.255042,-0.576773,-5.220401,1.978002,0.96302,had,cluster5
556,1.219364,-1.2159,0,-3.117691,-2.019571,-3.19217,-2.591148,-0.805404,2.892525,-1.754567,hOd,cluster2
557,3.464102,0.249415,0,-0.245951,-1.690482,-6.74807,-1.600415,-6.296005,5.32952,-3.659823,hod,cluster2
558,2.655234,-1.338875,0,-1.77362,-1.740711,-6.259632,-2.71066,-3.320341,3.536848,-1.288646,hUd,cluster2
559,2.580756,-5.708839,0,-2.876936,-2.10271,-6.734214,-3.396552,-0.627002,3.406944,-0.032909,hud,cluster7
560,-0.54906,-3.725641,0,-0.559452,-0.755174,-5.535634,-2.385034,-1.129297,0.412228,-0.476314,hed,cluster5
561,-3.131548,-9.531476,0,-3.110763,1.14835,-4.721571,-1.155278,1.30943,-1.827314,2.099246,hid,cluster4
562,-1.754567,-3.157529,0,0.256344,-0.206114,-3.434657,-2.741836,-1.084264,-0.846973,0.339482,hId,cluster5
563,0.623538,-4.498136,0,-0.902398,0.883346,-3.334198,-1.202043,-1.508616,2.234346,2.51667,hEd,cluster5
564,0.555988,-2.442192,0,0.685892,0.434745,-2.748765,-0.1351,-2.402354,1.958949,-0.041569,hAd,cluster5
565,3.157529,0.49017,0,-0.781155,0.521347,-5.603184,0.581969,-6.68052,4.125745,-1.053087,hYd,cluster9
566,1.186455,-1.416818,0,-1.137957,0.578505,-5.092229,-0.815796,-4.7718,1.759764,0.976877,had,cluster5
567,0.905863,-1.837706,0,-3.379231,-2.236078,-2.802458,-2.895989,0.148956,2.468172,-1.63852,hOd,cluster2
568,3.787995,-0.147224,0,-0.361999,-1.929505,-6.590453,-1.574434,-5.533902,5.59972,-3.777603,hod,cluster2
569,1.896596,-1.482635,0,-1.250541,-1.827314,-6.952452,-3.167921,-3.223347,2.622325,-1.624664,hUd,cluster2
570,2.17026,-6.358359,0,-3.429461,-2.156403,-6.316789,-3.348054,-0.225167,3.289164,-0.230363,hud,cluster7
571,0.187061,-3.782799,0,-0.431281,-0.524811,-5.662074,-1.938165,-1.877543,1.325019,-0.528275,hed,cluster5
572,-1.938165,-9.448337,0,-2.845759,1.15701,-5.251578,-0.966484,1.318091,-0.852169,2.773013,hid,cluster4
573,-1.884471,-3.616522,0,-0.093531,-0.045033,-3.448513,-2.80419,-0.983805,-0.748246,0.779423,hId,cluster5
574,-0.433013,-3.535116,0,-0.4053,0.661643,-2.899453,-1.442798,-1.610807,1.2159,1.364856,hEd,cluster5
575,0.528275,-3.020697,0,0.467654,0.594093,-2.747033,-0.098727,-1.991858,2.109638,0.368927,hAd,cluster5
576,3.063998,0.105655,0,-0.879882,0.361999,-5.681127,0.538668,-5.925346,3.867669,-1.037498,hYd,cluster9
577,1.558846,-1.886203,0,-1.056551,0.564649,-4.96579,-1.153546,-4.783924,2.494153,1.385641,had,cluster5
578,1.120637,-1.285182,0,-3.296093,-2.014375,-3.450245,-2.66909,-0.710141,2.644842,-1.640252,hOd,cluster2
579,4.338787,0.065818,0,-0.148956,-1.693946,-6.389535,-1.319823,-6.224991,6.313325,-3.517795,hod,cluster2
580,2.062873,-1.543257,0,-0.82792,-1.43587,-6.948988,-3.072658,-3.5559,2.958343,-1.044427,hUd,cluster5
581,1.839438,-6.687448,0,-3.987181,-2.017839,-5.963451,-2.701999,-0.294449,3.486618,-0.833116,hud,cluster7
582,1.752835,-3.801852,0,-0.661643,0.583701,-6.444961,-0.879882,-3.697928,2.482029,0.718801,hed,cluster5
583,-1.887935,-9.191994,0,-2.407551,1.325019,-4.882651,-0.852169,1.508616,-0.49017,2.958343,hid,cluster4
584,-1.71473,-4.193295,0,-0.512687,0.301377,-4.3665,-2.729712,-0.949164,-0.623538,1.465315,hId,cluster5
585,-0.488438,-1.835974,0,-0.006928,0.12644,-2.530526,-1.792673,-1.536329,0.436477,0.706677,hEd,cluster5
586,0.949164,-3.715249,0,0.071014,0.677232,-2.734908,0.022517,-1.958949,2.769549,0.75171,hAd,cluster5
587,2.402354,-0.110851,0,-1.170866,0.471118,-5.345109,0.277128,-5.561615,3.517795,-0.654715,hYd,cluster9
588,1.456655,-2.17026,0,-0.535204,0.47285,-4.775264,-1.851562,-4.562222,2.523598,1.777084,had,cluster5
589,1.875811,0.046765,0,-2.66909,-1.678357,-4.730231,-2.149475,-2.807654,3.245863,-1.98493,hOd,cluster2
590,5.081837,0.938772,0,0.32909,-0.975145,-6.444961,-0.784619,-8.232437,7.56733,-3.240667,hod,cluster2
591,2.357321,-2.069801,0,-0.800207,-0.465922,-6.363555,-2.262058,-4.499868,4.113621,0.046765,hUd,cluster5
592,2.298431,-6.398196,0,-3.9612,-1.884471,-6.034465,-2.670822,-0.699749,3.874598,-0.471118,hud,cluster7
593,2.201437,-3.257988,0,-0.446869,0.798475,-7.078892,-0.647787,-3.691,2.132155,1.065211,hed,cluster5
594,-1.037498,-9.093267,1.732051,-1.020178,2.831903,-3.938684,-2.18758,-0.879882,3.360179,3.216418,hid,cluster4
595,0.791547,-7.078892,1.732051,-0.914523,2.807654,-3.725641,-0.61661,-2.767817,5.3122,1.903524,hId,cluster0
596,0.045033,-5.634361,1.732051,0.602754,1.754567,-2.409283,-0.587165,-2.655234,4.283362,-0.741318,hEd,cluster0
597,3.05707,-2.93063,1.732051,0.769031,2.681215,-3.308217,0.109119,-6.05525,4.863599,1.858491,hAd,cluster0
598,5.213473,-3.75855,1.732051,1.363124,1.893132,-4.875723,-1.314627,-6.377411,6.524635,1.971074,hYd,cluster0
599,2.889061,-3.211222,1.732051,1.576166,2.085389,-3.53858,-0.022517,-6.136656,6.751534,-0.523079,had,cluster0
600,3.507403,-3.12462,1.732051,2.253398,2.878668,-5.294879,-0.235559,-7.901616,7.136049,1.047891,hOd,cluster0
601,5.833547,0.022517,1.732051,1.477439,1.922576,-8.570187,-0.161081,-9.148692,6.924739,-0.377587,hod,cluster0
602,4.151726,-3.48835,1.732051,1.624664,2.790334,-6.936863,-1.200311,-7.246901,6.817352,2.549579,hUd,cluster0
603,5.485405,-1.811725,1.732051,0.715337,2.064605,-9.051698,-1.49476,-7.047715,6.2579,2.19624,hud,cluster0
604,2.116566,-5.894169,1.732051,0.770763,2.376374,-5.511386,-0.725729,-4.626308,5.923614,0.888542,hed,cluster0
605,-1.366588,-9.328826,1.732051,-0.860829,2.681215,-3.528187,-2.509742,-0.753442,3.533384,2.941022,hid,cluster4
606,1.085996,-6.68052,1.732051,-0.874686,3.289164,-4.411533,-0.187061,-3.413872,4.842814,2.648306,hId,cluster0
607,-0.122976,-5.59106,1.732051,0.59929,1.82385,-2.436995,-0.450333,-2.637913,4.132673,-0.848705,hEd,cluster0
608,3.103835,-2.605004,1.732051,0.717069,2.78687,-3.607862,0.457261,-5.991164,4.420194,1.839438,hAd,cluster0
609,4.958861,-3.765478,1.732051,1.342339,1.965878,-4.499868,-1.62986,-6.775783,6.89183,2.220489,hYd,cluster0
610,2.625789,-3.339394,1.732051,1.479171,1.860223,-3.062266,-0.21997,-5.797174,7.137781,-0.969948,had,cluster0
611,4.02875,-3.384427,1.732051,2.277647,2.944486,-5.156315,-0.294449,-7.827138,7.37334,1.546721,hOd,cluster0
612,5.819691,-0.117779,1.732051,1.51208,2.262058,-8.157959,-0.543864,-10.087464,7.610631,0.372391,hod,cluster0
613,4.208883,-4.338787,1.732051,1.415086,2.934094,-5.875116,-1.091192,-7.442622,8.388322,2.326144,hUd,cluster0
614,4.673073,-2.430067,1.732051,0.604486,2.26379,-7.433962,-1.915648,-7.743999,8.152763,1.969342,hud,cluster0
615,2.159867,-5.561615,1.732051,0.968216,2.438728,-5.540831,-0.834848,-4.558758,5.788514,1.219364,hed,cluster0
616,-1.378712,-9.295917,1.732051,-0.898934,2.679483,-3.372303,-2.482029,-0.672036,3.571489,2.935826,hid,cluster4
617,1.226292,-6.63029,1.732051,-0.68416,3.349786,-4.6367,-0.181865,-3.5559,5.022947,2.752229,hId,cluster0
618,0.07621,-5.022947,1.732051,0.696284,2.139083,-2.658698,0.034641,-2.755693,3.760282,-0.49017,hEd,cluster0
619,2.722784,-2.622325,1.732051,0.568113,2.835367,-3.481422,0.443405,-6.065642,4.323199,1.752835,hAd,cluster0
620,5.057588,-3.871134,1.732051,1.326751,1.887935,-4.799513,-1.754567,-6.498655,6.573133,2.37291,hYd,cluster0
621,2.511474,-3.283968,1.732051,1.330215,1.891399,-2.984324,-0.27886,-5.703643,7.068499,-0.845241,had,cluster0
622,4.520653,-3.987181,1.732051,2.37291,2.682947,-4.430586,-0.736122,-7.191475,8.280935,1.674893,hOd,cluster0
623,5.222133,-1.141421,1.732051,1.6212,2.222221,-6.936863,-1.28345,-10.388841,8.804014,0.49017,hod,cluster0
624,4.626308,-4.832422,1.732051,1.110245,2.960075,-5.454228,-1.018446,-7.401053,9.131372,2.400622,hUd,cluster0
625,4.979646,-2.421407,1.732051,0.595825,2.296699,-7.316183,-1.934701,-8.194332,8.573651,2.118298,hud,cluster0
626,2.561703,-5.604916,1.732051,0.982073,2.409283,-5.485405,-1.136225,-4.614183,5.99636,1.754567,hed,cluster0
627,-1.24188,-9.311505,1.732051,-0.916255,2.830171,-3.332466,-2.414479,-0.846973,3.668484,3.296093,hid,cluster4
628,1.428942,-6.694376,1.732051,-0.588897,3.060534,-4.608987,-0.581969,-3.432925,5.402266,2.60154,hId,cluster0
629,0.107387,-4.846278,1.732051,0.627002,2.33134,-2.757425,0.173205,-2.970467,3.564561,-0.174937,hEd,cluster0
630,2.620593,-2.681215,1.732051,0.633931,2.812851,-3.756818,0.722265,-5.908025,3.936951,1.432406,hAd,cluster0
631,4.697322,-3.881526,1.732051,1.477439,1.842902,-4.331859,-2.036892,-6.393,6.931667,2.268987,hYd,cluster0
632,2.513206,-3.354982,1.732051,1.361392,2.071533,-3.232007,-0.32909,-5.59106,6.730749,-0.273664,had,cluster0
633,4.371696,-4.193295,1.732051,2.085389,2.747033,-4.482547,-0.237291,-7.35602,8.209921,1.137957,hOd,cluster0
634,5.540831,-0.784619,1.732051,1.680089,2.289771,-7.304058,-1.008054,-10.518745,8.578848,0.552524,hod,cluster0
635,5.526974,-4.094568,1.732051,0.937039,3.228543,-6.701305,-0.313501,-7.435694,8.024591,3.008572,hUd,cluster0
636,5.93747,-1.809993,1.732051,0.583701,2.081925,-9.06209,-1.402961,-7.690306,6.711697,2.281111,hud,cluster0
637,2.778209,-5.431711,1.732051,0.947432,2.30536,-5.45596,-1.416818,-4.555294,6.076034,2.003983,hed,cluster0
638,-0.95436,-9.18853,1.732051,-0.973413,3.043213,-3.443317,-2.25513,-1.141421,3.732569,3.770675,hid,cluster4
639,1.816921,-6.945524,1.732051,-0.741318,2.71066,-4.316271,-0.860829,-3.4208,6.228455,2.249934,hId,cluster0
