@relation waveform-5000_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1760,1.057438,0.920089,1.256772,0.645663,0.607005,-0.078335,1.036707,0.984452,0.72967,0.742333,-0.561798,-0.062709,-0.48714,-0.894883,-0.440311,-1.823295,0.792989,1.261065,-1.459892,0.594128,-0.226382,0.897346,-0.033957,1.608547,-1.289615,3.14253,-0.533305,-1.68815,-2.340587,1.490214,1.461344,0.815411,1.369375,-0.719396,-1.094638,-0.561761,0.08799,0.260045,-4.877278,class1,cluster0
1761,0.890319,-1.265732,0.11281,-0.301395,-0.136104,0.144669,1.399702,1.170895,0.13468,1.454733,-0.921745,-0.200217,0.394053,0.797024,-0.846493,2.719806,-2.901429,1.705622,0.884454,-0.744275,1.490935,-0.619499,-0.23801,-0.728356,-0.540568,-1.333199,0.989446,-1.361636,0.049314,0.573695,0.59467,0.679639,1.136557,0.127499,-0.008301,1.13191,-1.913129,-0.567981,4.100412,class0,cluster1
1762,0.741997,-0.749748,-1.094705,-1.449533,-0.467872,0.672645,0.181051,-1.722601,-2.026185,0.688658,-0.535724,-0.076102,-0.706738,-0.940808,-0.063121,0.446187,-0.226119,-0.143429,-0.093658,-0.384379,-0.321868,-0.30011,-1.991791,0.933132,-1.447868,-1.686461,0.748691,-1.049962,-2.640388,0.262608,0.127675,0.802784,0.231838,0.79188,-1.804669,0.291432,0.4286,-0.460649,1.476015,class0,cluster2
1763,0.459249,0.091925,-0.88322,0.013678,-0.495755,-0.850105,0.935405,-0.156523,0.317727,-0.546262,-0.939174,-0.008653,-0.523457,-1.358567,1.207239,-0.273635,0.412414,1.043997,1.659388,-0.100624,-0.119897,-0.3619,1.870764,-0.972631,-0.42569,-0.500035,1.28017,1.392543,-0.42357,-0.628039,0.601063,2.064833,0.11166,0.254273,1.102265,-1.270631,1.689097,0.714153,4.260903,class0,cluster1
1764,-0.124924,-0.7981,-1.55824,0.305683,0.355262,1.416242,-0.176356,0.702347,0.070727,-0.851055,-0.647736,0.300965,0.586282,1.218219,0.425444,1.349676,-0.040826,-1.163481,-0.1936,-0.282322,0.423677,-0.571422,-0.180751,-1.087814,-1.885053,1.381262,-2.227847,-2.397083,-1.277237,0.233576,-1.200488,-0.642061,-0.130214,1.137048,-2.004757,0.483606,-1.535068,-0.210369,-5.157613,class1,cluster0
1765,1.270587,-2.289338,-0.055446,-1.285131,0.685661,-0.876052,0.043419,0.740565,-0.461992,-1.031567,-0.271648,0.086317,-2.53986,-0.42937,0.175293,0.50763,-0.219254,0.096802,0.303974,-0.256783,0.492236,-0.837737,-2.014356,0.930623,-0.464971,-1.462548,-0.458326,-0.346078,-0.995217,-0.508954,-2.532768,-1.635687,-0.924572,1.06296,1.229606,-0.794357,1.322642,0.031151,-2.254744,class2,cluster0
1766,0.912112,0.230742,0.418247,0.350965,0.028361,-0.897395,-0.987628,-0.166984,-0.211091,-0.177136,0.778605,0.309733,-0.609375,-0.437409,0.522376,0.083936,-0.507216,2.276022,1.027948,0.887907,-0.999666,0.671919,1.23621,0.696249,1.689341,0.360292,-0.44821,-0.019348,-0.630539,-0.326634,1.98062,-0.538491,-1.104727,0.241236,-1.71457,-0.806425,1.347402,1.601894,2.565007,class1,cluster1
1767,1.23907,0.966922,0.143161,-0.290032,0.82715,0.344713,-0.226259,-1.450026,-2.121428,-0.612902,-0.136716,0.902596,-1.144483,-0.072223,0.828324,0.137037,-0.030309,-0.513854,0.629856,-0.391986,-1.089504,-0.727973,-0.750315,-0.200354,-0.306478,0.580167,0.57934,-0.761602,0.66203,0.852202,0.251306,-0.411817,2.097609,0.361173,-0.374551,-0.587469,1.401118,0.697134,3.528605,class0,cluster1
1768,-0.249586,0.021033,0.177036,-0.015979,-0.775369,-0.650272,0.291602,-1.168038,0.33044,-1.489378,-0.78152,-0.274714,-0.175684,-0.366051,-0.743329,-0.627986,-0.183172,0.110042,-0.169449,-0.730753,-0.268604,0.23792,1.124112,1.142619,-2.672715,-0.200346,1.414623,1.64531,1.78332,-0.426876,1.284565,0.181118,1.808636,0.223999,-1.068979,-1.852765,-0.321048,1.244286,-1.469597,class2,cluster0
1769,1.284934,0.34789,-0.933938,0.032919,0.820885,-0.295234,1.863568,1.659931,1.661262,0.363715,1.139852,-1.502597,-0.420449,1.067727,0.023214,-1.382938,1.604128,-0.036318,-0.647903,-0.079485,-0.124426,1.141845,-2.287442,-0.408551,0.232499,0.084863,-0.313496,-0.647915,-0.793542,0.747795,-1.190536,-0.993597,0.192375,-0.307442,1.107566,1.325896,-1.441512,2.112771,3.41376,class0,cluster2
1770,0.641195,-0.27547,0.279613,2.689107,-0.319099,-0.869023,1.84657,-0.809463,-0.005302,-0.330916,-0.024628,0.03754,2.332598,1.284933,0.364088,0.9255,1.983445,0.462021,-2.258747,-0.17874,-0.236377,-0.228916,-0.408604,0.423921,-0.624505,1.698759,-0.047863,-0.207271,0.409989,1.065129,0.607432,-0.005715,1.176901,-0.217335,-0.175314,-0.010919,0.347195,-0.19856,1.957775,class2,cluster1
1771,1.25316,1.29445,1.013763,-0.437584,0.783193,0.435168,2.203974,-0.232922,-0.613435,0.164909,0.991999,-0.290115,-0.776126,-0.43364,-0.499733,0.638922,-0.403924,1.401002,-2.243472,0.598393,-0.286608,1.805108,-0.121024,-0.48526,0.195497,-0.458122,0.04386,-1.57001,-1.262793,-0.461569,0.361639,-0.629722,-0.096446,-1.872669,-1.519633,-1.798874,1.100971,-0.637031,-1.772491,class1,cluster0
1772,-0.56583,0.386639,-0.752227,-0.306115,-0.394224,0.477476,-0.166672,0.053903,0.536534,-0.049846,-0.028089,0.891462,1.038346,-1.317838,-0.005429,-1.057092,0.044799,-0.999297,2.904462,0.877727,-1.659853,0.141079,-0.989595,1.552924,0.32112,-1.968942,-0.941801,-1.291268,1.452993,0.345881,1.556189,1.686749,-0.14643,-0.261319,-0.892583,0.185781,-0.517987,-0.760569,2.538188,class2,cluster2
1773,0.115724,0.948658,0.414556,-0.368553,0.188364,-0.745058,0.274584,0.696504,0.042353,-1.673037,-1.440138,-0.545626,0.87717,0.953263,0.520428,0.126738,1.516479,2.401542,-0.29416,-1.940537,-1.210523,-0.022589,-1.220435,-0.81328,0.848002,0.199191,-0.666005,0.339469,-0.955628,0.957229,0.934327,0.30057,-2.425107,0.115212,-0.691607,0.64496,-0.630289,-0.428167,-4.549427,class1,cluster0
1774,-0.181067,1.240051,-0.566995,-1.629845,0.460225,0.519078,1.455682,0.707124,-1.447466,-0.83806,-0.583731,-0.336591,-0.44511,0.736019,-0.905359,-0.567133,-1.628655,-0.883519,0.039794,1.097729,0.483583,1.840954,1.279331,-0.974077,1.169205,2.074974,-0.602554,0.342658,-0.366417,-1.592065,2.08067,-1.589483,0.240309,-1.74812,-1.389048,0.399602,0.101682,0.752416,2.707052,class0,cluster1
1775,1.09549,0.484267,0.898186,-0.525867,-0.522255,0.230691,0.686742,-0.201161,-0.539517,-0.586909,-1.548295,-0.084455,0.262791,1.42113,-1.743576,0.639793,1.685423,-0.627988,-1.66047,-0.247889,0.732723,-1.525346,-1.722973,-1.332183,-0.00344,-0.566706,0.998759,-2.138978,0.190702,-0.721487,-1.386976,0.158156,-1.352887,-0.394688,1.627847,1.885797,-0.316935,1.979003,-4.119447,class1,cluster0
1776,0.762847,0.098196,-0.140582,0.044025,-0.397159,1.23848,0.350667,-0.397874,0.486258,0.001608,0.713739,-0.195301,1.494796,-0.091994,0.38438,-0.289402,1.834406,-0.823424,1.041872,0.622524,-0.432597,-0.123106,-0.268671,0.071451,0.789451,-0.247828,0.648449,0.732563,0.611408,-1.114773,-0.00275,-1.15351,-2.057855,-1.003594,-0.08986,1.55156,0.530937,-1.13972,2.807403,class2,cluster2
1777,-1.077483,1.522819,-1.952775,0.884129,0.376267,0.877036,0.223854,-1.172341,-0.698164,-0.320195,2.296849,0.674937,0.181905,0.097085,0.267432,-0.370459,-0.221991,-0.452636,1.893698,2.073188,1.396161,0.35965,1.440854,0.925035,-0.891353,-2.129511,-0.460337,-0.425205,0.308604,-0.355229,-0.779099,0.184481,1.119523,-1.295113,-2.341782,1.062482,-0.833208,-1.136714,-1.318645,class1,cluster2
1778,-0.447786,0.307271,-1.196692,-1.615255,0.080442,-1.327619,-1.285571,0.493949,-0.129763,1.737522,-1.161134,-1.410551,-1.361064,0.420294,-0.431424,0.501565,-1.009008,-0.3096,-0.535005,-1.993481,1.111934,-0.106339,0.104307,-1.074088,0.615855,-0.539364,-0.02415,0.154196,0.066942,-0.451261,-0.22038,-1.026406,-0.401838,-0.392033,1.336497,0.531244,-0.59471,-0.843078,-4.244676,class1,cluster0
1779,0.232901,-0.992237,0.32628,0.701686,1.1814,0.048215,-1.686657,1.579107,-0.588168,-0.216306,-0.235483,0.580385,0.665261,-0.572238,0.447755,0.687248,-0.603532,0.051081,-0.088519,0.744813,0.788337,1.026558,-0.503674,-0.489584,1.856239,0.300587,-0.035965,0.312731,-0.943259,0.322018,-1.606748,1.085998,-0.422212,0.252951,0.904985,-0.498392,-1.088559,-1.734534,1.617013,class1,cluster1
1780,0.698727,-0.319666,2.065829,-0.136871,-1.343315,-1.183667,0.012276,-1.15122,1.217123,0.895876,0.373132,-0.428253,1.003596,-0.553525,0.199663,1.25079,1.215051,0.308548,-0.485797,-0.101539,-0.130522,1.212953,0.242489,-1.839165,-0.349095,-0.068672,-0.124422,-1.106033,-0.674579,-0.220596,1.588241,-0.033942,-0.354414,3.081412,1.350975,-0.560012,0.158903,0.27232,-3.461204,class1,cluster0
1781,0.509913,1.431727,-0.860306,-0.933135,1.564039,-0.416386,2.099804,1.199315,-0.831283,-1.028744,0.972119,-1.036905,-2.307792,1.059194,-0.776897,-0.14575,0.294942,-1.754847,0.314147,0.299681,-0.060957,0.852933,0.052817,-2.300549,0.294105,-0.597717,0.251285,0.97636,1.694585,-0.724065,-1.224717,-0.552003,-1.174902,-0.216747,-0.204782,0.327467,-0.927377,1.032776,2.907491,class0,cluster1
1782,-1.654454,-0.427113,0.521405,-0.398315,-0.179035,0.349155,0.109984,-1.592543,-0.809593,-0.865104,0.91711,1.289385,-0.830735,0.739283,0.19058,-1.952298,0.010665,0.818691,0.321528,0.522149,0.977398,-1.721971,-0.40162,0.736684,-1.802515,-0.330508,-0.558958,-1.093478,-0.121389,-1.770602,-1.713402,0.733982,-0.400094,0.648206,-0.050447,0.080105,-0.2148,0.189993,-5.331441,class1,cluster0
1783,0.067478,0.486143,1.099292,-0.644011,0.292124,-0.032894,0.853789,0.988335,1.372831,2.091698,0.698408,1.044413,0.054054,0.355826,0.561658,-1.04698,-0.542034,2.09703,-0.171636,-0.152993,-0.296262,-0.375417,-0.324393,-0.740504,-2.105596,0.77967,-0.630166,-0.795703,1.681805,-0.906029,-0.630071,-0.316934,-0.887196,0.969107,-1.3478,1.02242,2.981703,-0.465077,-3.551584,class1,cluster0
1784,0.9662,-0.295485,0.733114,-0.130074,-2.618803,1.301111,-1.733479,-1.59816,-0.729415,-0.203179,-0.9159,0.758151,0.943042,-1.401794,0.266414,0.014097,0.153946,-0.403142,-1.395621,1.12608,-1.225882,0.470723,0.771856,-0.188953,-0.889786,-1.202386,-0.387572,-0.26063,-0.315323,-1.263033,1.032012,0.615077,-1.513336,-0.771691,1.841695,1.35711,0.351647,1.468137,1.685499,class1,cluster2
1785,-0.008114,0.385377,1.358673,0.419249,1.145375,0.116058,-0.060945,-1.713127,1.135273,-0.957202,1.06845,1.126285,-0.189412,-0.262103,-1.058028,-0.52597,-0.13501,-0.257116,-1.61062,-1.369487,0.283277,-0.628091,-0.967665,-1.849487,0.013065,-0.112828,-0.394878,1.572083,-0.760113,0.786236,-0.102669,-0.582637,0.151219,-1.829221,-1.102069,0.333265,-1.12107,0.182306,0.841076,class2,cluster1
1786,-0.600836,-0.099767,0.347755,-1.073426,0.025465,0.489919,-0.020928,-0.149391,0.236233,-1.430962,-0.369508,0.515444,1.108406,1.075924,-1.736577,-0.599772,-1.080121,-0.208348,-0.526539,0.199532,-0.684426,-0.898492,0.324163,-0.017926,0.85685,-0.489975,2.651433,-1.071677,-2.352909,0.451307,0.932802,0.492728,0.389081,0.452005,1.641589,0.755163,-1.388295,1.08227,1.406804,class1,cluster2
1787,-0.668139,-0.157799,0.311311,-1.706466,-0.235834,-0.951228,-1.965434,-0.925433,-0.460444,0.338954,0.264698,-0.382173,0.376301,-1.213147,0.527429,-0.294596,-1.466248,1.356082,-0.080599,0.585989,0.343241,-1.713033,-1.27744,-0.777347,-0.197676,0.391169,-0.347199,-1.89739,0.586451,0.705888,-1.432976,1.202072,0.3832,-1.05665,-2.10043,2.519906,0.615057,0.177872,1.701269,class2,cluster1
1788,0.937296,-0.418828,-0.610853,0.388731,-0.824613,-0.494904,0.432543,2.323507,-0.159105,-0.158654,0.535544,1.279951,-1.604612,0.667098,-0.383024,0.076499,-0.575739,0.747006,1.575392,-0.846627,0.648613,-0.541922,-0.246231,-0.454486,-0.882721,-0.765851,-0.918822,1.471495,-0.182995,0.154839,-0.347282,-0.891069,-1.042214,1.870246,0.130869,-1.067182,0.495102,-1.103085,4.150773,class0,cluster1
1789,-0.547235,-0.283781,0.27051,1.214645,-0.768379,1.093358,-0.313625,0.141236,0.607681,0.209988,0.46272,-0.857499,-0.167417,0.717969,-1.402441,2.056395,-0.00455,-1.130243,0.372822,-0.240472,0.907576,0.330188,-1.453739,-0.620111,1.544093,-0.609367,-0.294627,-0.760574,-0.665572,0.475479,-0.172839,1.632288,0.401405,-0.355179,0.285572,0.490081,0.182058,0.757049,1.796465,class0,cluster2
1790,0.990558,0.513422,-1.627175,0.463471,-0.438247,-0.40067,-0.576328,-1.24176,-2.490271,-0.504583,-0.677953,-0.99815,0.342702,0.654576,0.747088,-1.578841,-1.350178,1.878373,0.734545,-0.757049,1.033453,1.071974,-0.210764,0.104168,1.109284,0.593897,0.094091,1.644799,-0.260977,1.128179,-0.414823,-1.774926,0.40324,0.33848,-2.156252,-0.60679,-0.485625,-2.112191,-1.934382,class2,cluster0
1791,-0.267136,1.328794,0.029601,-1.02192,0.982341,-0.657308,-0.697028,0.189995,-0.623405,0.023366,0.939619,-0.210877,-0.42781,0.800776,0.41594,0.93628,-0.822372,0.422772,-0.395322,-1.589739,-0.218766,0.454305,-0.025837,0.373327,-0.486127,0.146029,-0.315702,-0.876018,-0.454577,-0.159958,-0.860286,-0.073093,0.340526,1.278262,0.28765,-0.016223,0.900456,-0.116233,0.48046,class1,cluster1
1792,-0.010678,1.70833,-0.053115,0.284607,-1.576553,0.271982,1.408396,-0.485623,1.328086,0.682996,0.432719,1.673379,-1.417631,-0.005528,0.012981,-0.318526,0.570117,0.564195,2.381661,-0.170836,0.061587,0.310495,0.833575,0.614247,0.352591,-0.039958,0.781333,0.622448,0.813114,0.389586,0.375293,-0.369645,1.20427,-0.109969,-0.092339,1.080208,0.558866,-0.274361,1.797023,class0,cluster1
1793,0.725937,1.369223,-0.688977,-0.022281,-0.084989,-0.795351,0.544122,0.604056,-2.177238,-0.260783,-1.304597,0.576718,1.197166,-0.128448,0.333312,-0.566062,-0.219949,-0.735941,-0.165299,-0.382532,0.095474,1.390025,0.625983,0.099478,0.439812,0.429565,0.886313,-0.495818,0.204434,1.449662,-0.259381,-1.828828,0.503602,-0.506777,0.045452,0.337706,1.467064,1.363296,-0.963816,class2,cluster0
1794,0.235288,-0.722047,-1.473904,0.118218,-0.337583,1.945455,-0.636814,-0.413268,0.57235,0.695867,-0.59908,-0.404198,0.272816,-0.247182,-0.954156,1.094142,-0.026041,-1.812623,-0.768971,0.19125,1.370619,-0.945527,2.81542,0.359992,1.742825,2.234466,1.434779,-1.621456,-0.305261,-1.628756,0.552796,-1.163636,1.10501,0.595734,0.070549,1.98829,2.993242,-1.315442,3.649689,class0,cluster2
1795,0.171502,0.958072,-0.319933,0.191031,0.155896,0.046869,-1.056447,1.005319,-0.473099,0.502976,-1.070932,0.487596,-0.424951,0.412726,1.094652,-0.037942,-0.726331,1.44055,-0.372557,0.827885,1.539224,-0.462811,-0.365385,1.599784,-0.782395,-0.740865,-1.308426,0.693156,-0.337995,-1.391426,0.458932,-1.221676,0.233193,-0.070833,-0.457787,-0.017494,0.182067,0.77604,-4.930678,class1,cluster0
1796,0.471957,0.217269,-0.180959,-0.79437,-1.266778,-0.442686,0.855144,-0.178913,0.914567,-1.309688,-0.52423,1.176302,-0.166027,-0.802977,0.417879,0.539864,-0.705048,-0.188597,-1.198578,-1.266219,0.108312,-0.775531,0.563297,-1.237832,2.460563,0.738975,2.078643,-0.250788,0.208836,-1.549817,0.230651,-1.414351,0.45228,1.401969,-1.572152,0.670678,1.186597,-2.014025,1.596495,class1,cluster1
1797,-0.23017,1.159089,-0.406006,-0.497316,0.268562,-0.723712,0.415673,-1.299807,-1.248902,-0.610714,-0.231994,1.476862,0.0225,0.599819,-0.109809,0.703719,-1.060389,1.259306,1.192797,0.874523,-2.026041,0.258021,-0.063014,-0.973003,-0.37301,-0.167906,-0.818641,-1.319498,2.311086,0.442503,0.773841,0.270164,1.693797,-2.063792,-0.442007,0.712509,1.060336,1.354295,1.80994,class1,cluster1
1798,0.631661,0.315373,0.731894,-0.725601,1.052347,0.556548,-1.318801,1.760571,0.433074,1.79109,0.817938,-0.917151,0.583175,0.91119,2.8983,0.582375,1.23787,1.925464,0.950463,0.180078,-0.720478,0.229502,-0.283878,-1.106593,-1.119571,-1.371752,0.761244,0.655165,0.952732,1.403134,0.144047,-0.082577,1.58972,0.000964,-1.184713,0.647792,-0.114695,1.33194,2.498343,class0,cluster1
1799,-0.005345,2.015477,1.012023,-0.994055,-0.516686,0.338566,0.86753,-0.663125,0.685135,-1.013352,0.694166,1.102882,0.325685,-1.553345,0.155896,-0.412039,-0.86177,1.69641,0.793159,-1.102578,1.708377,-0.853082,1.473733,0.034953,-1.421432,-1.048482,0.844628,0.345381,-0.566337,1.725991,-0.069319,-0.947956,1.454896,-0.549105,1.995743,2.168221,-1.015817,0.54707,-3.21667,class1,cluster0
1800,0.614438,0.411369,0.102892,-0.596057,-1.048471,-0.051478,-0.995942,0.347668,-0.989435,0.432711,0.064228,1.059697,-0.200817,-1.04823,0.245258,-0.212436,0.014598,-1.163926,0.257436,-1.104515,1.764714,0.89316,-0.352701,2.070687,1.02871,-0.591608,0.02052,0.118579,0.712688,-1.479678,-0.501389,-0.080187,-0.484522,-0.368738,-0.774764,-0.027594,1.140487,-0.052099,0.775022,class2,cluster2
1801,-0.473795,0.129294,0.115033,-1.430812,-0.978258,-2.06446,-0.276355,1.416557,0.199833,0.123081,-0.161723,-0.075195,-0.679669,-0.508703,-0.910851,1.023958,0.183487,-0.569144,-1.049048,-0.097253,-3.114342,0.027248,-0.310925,0.262057,1.260699,0.490368,-0.876743,-0.025,-1.230746,0.49281,0.207052,-0.135488,-2.232154,-0.238688,-0.39778,0.150488,-0.716368,-0.240598,2.724175,class0,cluster1
1802,2.200996,-0.43087,-0.205787,0.365735,0.277621,0.243325,-0.199168,0.645143,0.579302,0.34569,-0.542649,-0.710576,0.517429,-1.495812,-1.489368,1.693602,2.106257,-0.175029,0.229869,0.060514,-0.644124,0.182267,1.855688,0.755483,-1.051576,0.694884,-0.353995,-1.688456,-1.582565,-0.026461,0.122371,-0.246371,-1.484809,-0.940247,-0.206497,-0.761017,1.059282,1.299414,0.53901,class1,cluster2
1803,-0.632853,-0.081055,-0.685485,0.525372,-0.451548,0.26994,0.687398,0.217294,-0.615117,1.926875,0.828278,1.03282,-0.482143,0.124276,0.185133,0.883816,1.295744,0.709412,0.509203,0.457096,0.325682,0.283249,-1.207057,-0.866792,-1.701938,0.212616,-0.322632,0.756543,-0.295546,0.762766,-1.964389,0.57639,0.414362,0.675609,0.280344,-1.233258,1.670662,0.254087,-4.690319,class2,cluster0
1804,1.05542,-0.91743,-1.537015,-0.240068,-0.889632,-0.964359,-0.84211,0.348405,-0.574124,0.439335,0.212471,1.265302,0.302494,0.818201,-0.496443,-0.511851,0.308175,0.002369,0.399244,-1.517886,-0.005096,-1.892995,-1.114165,0.101548,0.515401,1.555454,-0.83999,-1.178672,-0.441561,0.181846,0.479694,1.243129,-0.963317,0.106858,0.935683,0.116154,2.694185,1.757287,2.723326,class2,cluster1
1805,0.850413,-0.536716,-0.693879,0.558575,-0.627076,1.02951,-0.518995,0.261194,0.131,-1.739022,0.487269,-0.580408,-0.509298,0.246244,-0.030219,-1.013261,0.225558,-1.62513,-0.095292,-0.471509,-0.550308,-0.896004,1.210622,0.718929,-0.880689,0.240235,0.316652,-0.593699,1.636697,0.203709,-0.651846,0.899466,-0.519084,1.029597,-0.488319,1.155555,-0.704667,0.605127,2.02852,class0,cluster2
1806,-1.215502,-0.231504,-1.051996,0.747193,-1.279721,-0.693316,1.13017,1.405453,-0.539518,-1.06791,-0.433198,1.459006,-0.18983,-0.901993,0.083295,-0.704323,1.006646,0.507239,-0.211648,-0.449328,-0.65266,-0.580236,-0.220402,-1.379612,3.292517,-1.858258,2.477369,0.880563,0.497663,1.01804,-1.483528,-0.379646,-0.455629,-0.584596,-0.239723,-0.123942,-0.916277,-0.303895,2.993314,class0,cluster1
1807,0.292375,-0.327405,1.672051,0.356094,0.054081,0.683423,-0.062897,-2.040671,-1.276676,-1.540173,-0.031047,-0.306988,0.976019,0.942434,-0.694256,0.221962,0.719126,-0.146432,0.464983,0.660136,-0.496123,1.320857,-0.01034,-0.520077,-1.716756,0.639627,0.762834,-0.296659,1.8936,0.251263,0.577573,0.501199,0.072836,-0.464058,-1.188088,-0.891461,1.199692,-0.216746,0.908269,class0,cluster1
1808,0.930116,0.031337,-0.427203,1.383055,0.344754,1.183351,0.224997,-0.00946,0.63659,-0.464444,0.433243,0.704995,0.844248,-1.27426,-1.542346,1.920495,-1.286382,0.133375,1.263759,0.406032,-1.991479,-0.613249,0.798681,-1.504316,-1.275789,-0.151284,1.054433,-0.271595,-0.020711,0.576632,-1.341541,-1.54695,-1.174913,1.835531,-0.178477,-1.620373,-0.486164,0.528385,-3.860481,class2,cluster0
1809,-0.460231,1.297669,-0.34287,-0.195403,-0.926755,1.495503,0.127534,0.639498,1.016176,0.421663,-0.531615,2.303616,1.425219,-0.269639,1.078049,-0.203316,-1.364144,-0.277589,0.148954,-0.591151,1.076211,-1.091969,0.017171,-0.762156,-0.355091,0.238781,0.111511,0.572322,0.695534,0.196885,0.208344,-0.072829,-1.532042,1.614721,0.61507,1.654798,0.768158,1.068495,3.035712,class0,cluster2
1810,1.253452,-0.375731,0.679146,0.718017,0.063137,0.80532,1.047605,0.264807,1.951394,1.190593,0.998381,0.771908,0.359261,-0.671275,0.417487,0.093579,0.53544,0.333853,-1.250597,-1.140856,-1.49654,1.113019,-0.593109,0.045122,-0.661181,0.479864,0.092497,0.029384,2.069384,0.045875,-2.831636,0.630421,0.313899,0.859154,2.166959,0.115451,0.982472,-1.120147,1.492069,class0,cluster2
1811,-1.033157,-0.426341,1.582242,-0.402358,-0.153165,-0.996979,0.042059,-0.280848,0.042372,0.371148,2.177098,0.099106,0.538515,1.265272,1.04256,-0.745579,-0.582813,-2.172706,1.271375,-1.915333,0.936975,0.697628,-0.086736,0.515643,-0.164301,0.769209,0.054326,0.417757,-0.421449,0.681197,-0.911909,0.774261,-1.818014,-0.16726,-0.503622,1.302546,0.005176,0.496946,-2.923815,class2,cluster0
1812,0.019862,-2.015636,0.603241,-0.532624,0.8398,-0.660315,0.762862,0.492807,0.094777,0.238069,-0.390014,0.153304,-0.014394,-0.335877,0.08589,-0.403945,0.394073,3.118192,0.040229,-0.027357,-1.616772,0.350407,-0.182687,-2.830207,1.654466,-0.21574,1.895788,-1.127087,1.038019,-0.206468,0.347881,-0.687794,-0.022826,1.021168,0.043661,-0.558392,0.597969,0.58814,-4.06498,class2,cluster0
1813,1.418554,-1.228346,0.377639,0.850987,1.266773,0.10927,-0.361708,-0.660515,-0.287217,1.37163,-0.228615,0.545712,-0.22456,0.091622,0.6661,-0.076359,0.18591,1.936913,-0.453499,0.374465,-1.137655,1.160593,0.031099,2.172573,-0.708811,-1.633541,0.171771,0.484006,-0.323781,0.597669,0.629287,0.388195,0.995121,-0.234763,-0.838209,0.135625,-0.400158,0.446366,-7.24259,class1,cluster0
1814,-1.366862,-0.195678,-0.543762,1.132984,1.3362,-0.62757,0.240747,-1.731984,-0.449025,0.870589,-0.869164,-0.016431,-1.489829,-0.235887,1.114306,0.232367,-1.171828,-0.278181,-0.894507,-2.376893,0.030301,1.54276,0.768478,-1.657734,0.041812,-0.83063,0.106867,-0.095356,-0.283876,-1.269755,1.038988,-0.104694,-1.704736,1.982888,2.615198,-0.358781,0.005352,-0.48354,2.767384,class0,cluster1
1815,-0.931546,-0.112534,-0.283897,-0.778452,0.55582,-0.690749,-1.141461,-1.386237,-0.145796,-0.660622,-0.038225,-1.983965,1.457974,-0.37405,-1.327887,0.14398,-0.161425,-0.695457,0.392365,0.28543,0.424539,0.598969,0.024833,-0.283468,-0.261391,0.577538,0.955684,-0.453342,0.652494,-0.44192,0.433413,0.36115,-0.662557,-0.415402,-0.678699,-1.243539,-1.02603,-0.811004,4.899009,class0,cluster2
1816,-0.864714,1.067693,-0.805593,0.656233,1.868347,2.214741,1.515953,-1.228638,0.174854,0.653892,0.573917,1.607386,1.259592,-0.656211,0.160157,-1.743208,-0.157097,-0.498834,-1.005537,0.464707,-0.632553,0.443091,-0.061898,0.161821,-0.335608,1.200053,-1.473812,-1.662069,-0.69871,0.032261,-0.730295,1.567454,0.084047,0.124166,0.285838,0.005696,-0.680034,0.759517,3.218728,class0,cluster2
1817,1.642859,-1.128821,1.063594,0.148114,-0.982748,1.490623,0.896608,-1.094556,1.158958,-1.373214,0.093693,0.820748,-0.391315,-0.132226,0.575991,1.400076,-1.023143,-0.358497,0.437021,0.262971,-0.200265,0.375787,0.365274,-0.656044,-0.546644,-0.65438,-1.546225,0.945832,0.480266,-0.63145,-0.257238,-0.591278,0.66981,0.18676,0.259138,1.602041,-2.155147,-1.103151,0.037409,class1,cluster2
1818,-0.047181,0.054892,-0.269575,-0.107591,1.387152,0.175686,1.179169,0.313827,1.281063,1.012141,-0.840042,0.317644,-1.458405,1.389318,-1.092018,-0.228765,-1.06835,-0.423362,-1.096021,-0.357952,-0.932841,-0.894179,-0.765672,-0.904825,1.808996,-0.026903,0.996737,0.105788,0.314241,-1.739331,1.249746,0.722295,0.583416,-1.056797,0.828872,0.227608,-0.134034,0.384965,0.072567,class1,cluster1
