@relation waveform-5000_ica_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
2014,-0.582947,0.834985,-0.370229,-0.396306,-0.00039,1.199802,-0.045921,0.663307,0.814664,1.650972,0.490386,1.045264,2.061908,-0.109759,-2.195027,0.371186,1.007604,-0.404626,0.352625,0.630793,-0.489664,-0.844,-2.000612,-1.821854,-0.460134,-1.417408,0.472261,-1.384904,-0.040833,0.330995,-0.301328,-0.670758,1.241247,0.551007,-0.799568,class1,cluster1
2015,-0.781875,1.369776,0.629789,0.507649,-0.145327,0.504786,0.553933,-0.225905,-2.717613,0.681486,1.395214,-0.969857,-0.635517,-0.353455,-0.734795,0.242762,-1.966342,0.422249,0.520362,0.249541,-0.967347,1.340896,-0.156698,0.21511,-0.558876,0.473176,0.030007,1.153928,0.683251,-1.617202,0.874446,-0.521622,-1.326879,-0.003755,-0.538983,class1,cluster2
2016,-0.34236,-0.10858,-1.793578,1.486948,0.052934,0.382488,-0.048025,1.024616,0.030777,0.109825,-0.878033,-0.016785,0.794368,-0.736681,-0.428898,0.40079,1.257925,0.206645,0.56982,-0.591673,0.51079,-0.077076,-0.023552,1.214303,0.294588,0.457623,0.519023,1.163594,0.298117,0.853255,-0.418919,0.473504,-0.218111,-0.482237,0.20944,class2,cluster0
2017,1.237322,-1.537927,0.482576,0.262227,1.079852,-1.591776,0.057906,-0.49529,-0.852261,2.534631,-0.334392,-0.498151,-0.628746,-0.537649,1.277195,-1.746844,0.970737,-0.299121,-0.49792,0.639101,2.648499,0.140215,-0.468615,-0.341111,-0.705407,-1.968914,-0.768417,-1.475885,0.790018,0.485246,0.200764,1.942667,0.555722,0.60703,0.017789,class2,cluster0
2018,-1.467339,-1.235027,-1.181123,0.764005,-1.06772,-0.838814,-0.033099,0.578641,-1.158558,-0.909761,-1.154407,-0.893137,0.474161,-0.8685,0.055628,-0.361135,0.215435,-0.127026,1.099471,0.381978,-1.198157,-0.841737,0.199152,-0.692053,1.751856,0.348019,-0.265073,-0.063242,-0.012486,0.037908,0.607772,-0.979392,0.208743,0.737429,0.046087,class1,cluster1
2019,1.580995,0.601329,-0.129568,-0.234847,0.423406,0.404155,0.225719,-0.937683,-1.085515,0.074609,-0.072585,-0.66683,0.261447,0.580442,0.213125,1.061879,2.123215,-0.19401,0.778002,-0.564824,0.687846,-1.287999,0.410185,0.286893,-1.805008,1.079031,-0.138993,-0.572925,-0.394153,-0.563817,-0.221307,0.40257,0.371032,-0.948892,-0.712009,class2,cluster0
2020,-0.321452,-1.039111,0.497487,-0.739077,0.681568,-1.926394,0.875979,-0.994302,-1.216256,1.672845,0.020463,0.292345,0.729976,0.154017,-1.220527,0.122698,0.894348,-2.050851,-1.793747,0.583053,2.284099,0.114562,0.034853,-0.460224,-0.821158,0.386849,1.099883,-1.247908,-1.538132,0.349339,0.413744,0.571751,-1.361284,0.631743,-0.598789,class2,cluster0
2021,0.389281,-0.029404,1.25042,1.653211,-0.57405,1.576088,0.700684,0.715635,1.569887,-1.366267,-0.664655,-0.733456,-0.509432,-0.592623,3.076343,0.336129,1.094602,1.758901,-1.01645,0.319642,-0.799937,-0.18187,0.618722,1.439674,3.265174,1.070887,1.486575,-1.542152,1.114253,-1.498539,-0.692353,-1.22353,-0.469951,0.761575,0.295665,class2,cluster1
2022,0.356625,-1.076051,-0.535398,1.182587,-0.883,0.850543,-0.362661,-0.916459,0.383811,0.993921,-1.309455,-0.43702,-1.459757,0.885741,-0.466609,-1.528591,-1.191772,-0.595102,-0.781312,-0.375434,-1.489572,0.222245,0.530605,-1.163507,-0.458985,-0.417257,0.73901,0.182512,0.054952,-0.805913,0.524453,0.725128,-1.27406,-1.482626,-0.916331,class1,cluster2
2023,1.918803,1.201644,0.274631,-0.032979,0.326509,1.336479,-0.963635,0.330727,-0.269092,0.944825,-0.259494,1.346513,-0.733707,2.351979,0.564083,-0.583494,-0.983392,1.840724,-0.901082,1.164223,0.554976,0.973671,0.77001,-0.62127,0.171497,0.418005,0.393039,0.233778,-0.171054,-0.615609,0.873658,0.409297,-0.757427,1.706172,0.151731,class0,cluster2
2024,-2.034021,-0.022034,-1.09721,2.377409,-0.971025,-1.228588,-2.714243,-0.804417,0.619558,1.800967,-0.557105,-0.307833,1.217487,1.45815,-0.444204,0.05769,-0.155382,0.166055,0.268566,-1.322727,0.270614,0.600225,-1.256026,-0.079767,-1.252374,-0.443495,-1.001771,-0.369547,-0.61452,1.142285,0.184878,1.465088,0.120011,-1.688637,-0.485355,class1,cluster2
2025,-0.335203,1.412998,-0.52683,-1.005262,-0.805138,0.587809,-1.167079,0.038526,-0.915542,1.184514,0.962726,-2.467654,-0.401428,1.760989,0.305219,1.165247,0.047856,-1.005798,0.420639,-0.03774,0.876246,-1.673701,0.502109,0.556573,1.793713,-1.391048,0.463588,1.366431,0.277857,-0.652173,-0.052566,0.12562,0.636061,-2.397542,-0.840212,class1,cluster2
2026,1.522858,0.884859,0.638413,0.027657,0.003576,-0.973609,-0.5114,0.173141,1.996427,-1.080019,-0.090008,0.546784,-0.043055,-0.629364,-0.031834,1.854511,0.84638,-0.186352,0.630876,0.727464,0.473605,0.186267,-0.562186,0.54248,-0.741532,-0.152074,-1.200005,-1.545187,1.076312,2.297613,-0.154932,-0.918541,0.765976,1.534492,0.33838,class2,cluster1
2027,0.926913,0.251655,0.358435,-0.868625,0.310253,0.386208,1.167992,-0.755127,-0.816616,1.973314,-1.79108,0.578956,-0.668521,-0.847274,2.059984,2.648761,-1.339844,0.929647,1.36296,-1.83335,-1.330029,0.768367,-1.917204,-0.508677,1.287224,-0.016557,-0.598336,1.10177,-0.337351,0.842742,-0.093912,0.162469,1.108921,-0.369508,-0.819549,class0,cluster2
2028,0.196889,-1.081681,0.981417,-0.917849,-0.672068,-1.702152,0.785522,-0.756072,1.066643,-1.116458,-0.048282,-0.389559,1.263008,-1.054249,-0.339458,-1.164262,1.133935,-0.63949,-2.708516,1.445123,1.041216,0.733511,0.379219,-1.669724,0.680414,-1.298807,-1.191848,0.551432,-0.837658,0.962921,0.429219,1.291065,-0.005365,-1.276967,-0.960138,class2,cluster0
2029,-2.071269,2.06049,0.069982,0.411757,0.57108,0.426847,-0.232523,0.159504,0.162246,2.300493,0.502888,-0.648739,0.26745,1.194216,1.433839,0.583007,1.518816,0.694804,-0.96343,-0.629851,-0.138286,-0.07856,0.231171,1.266554,1.661711,1.062826,-1.266766,-0.602946,-1.459177,0.643755,1.13438,1.877374,-0.417283,1.122279,-0.362311,class0,cluster0
2030,-1.322436,0.31186,-0.787375,-1.119665,-1.1689,-0.643831,0.496246,1.269254,-0.256983,-0.235178,0.721121,-0.201145,-0.845549,-0.603767,1.36306,-0.425059,0.498192,-0.224322,1.145134,2.422501,0.791073,0.401582,-1.114816,0.732269,0.70206,-0.223317,-0.136149,0.880937,-0.195231,0.502753,-0.35423,1.910734,0.343931,-0.55086,0.352417,class0,cluster0
2031,0.846959,-1.183762,-0.99387,1.372527,-0.735137,-0.557283,1.063048,-1.065798,0.488065,1.530386,-0.535647,0.811959,-0.78049,-1.977127,-0.158931,-0.228024,-0.694322,-0.193888,-0.759715,-0.297633,1.497661,1.727451,1.070465,-0.184456,0.733718,0.725466,0.070031,-0.911986,-0.552029,0.619496,1.961316,0.618826,-0.666367,-0.829146,1.010156,class0,cluster2
2032,0.57922,0.779587,0.273009,1.225728,-0.827946,0.755388,1.444687,-0.058705,0.776642,-1.206794,0.639865,0.20607,0.826111,0.877928,0.954784,-0.302113,-0.063953,0.456866,0.150263,-0.015647,1.911242,-1.598784,-0.174271,0.390035,-0.364072,1.058676,0.476686,-0.109856,-0.668043,1.893031,0.28588,-0.460855,-2.215958,-0.411357,-0.873917,class0,cluster1
2033,-1.929649,0.263217,0.578798,-0.347586,-0.726343,1.463526,-0.312068,1.471793,0.465726,-0.617527,0.903032,0.832173,-0.904341,0.37468,-0.725747,0.716812,-1.710797,-0.792312,0.913691,-0.300313,-0.048547,-0.584177,-0.280868,-0.76633,-1.226033,0.813993,1.089954,0.970335,-0.662973,-0.016103,0.178599,0.475401,-2.35786,-0.478269,-1.597176,class1,cluster2
2034,-0.047146,1.154702,-1.265476,0.34945,-0.240817,-0.178394,-0.923435,1.08332,0.517954,-0.113133,-0.137989,-0.409108,1.864281,2.025706,1.382311,-0.847177,-1.006191,0.915031,-0.198596,-1.551233,-0.082017,-0.249286,0.456319,-0.987124,-0.121733,-0.271133,0.510193,0.767346,0.903688,-1.268604,0.586047,-0.007498,-0.192737,0.313223,-2.172507,class1,cluster2
2035,0.865651,-0.48772,-1.577242,0.083857,-1.144332,0.012753,0.723223,-0.103012,-0.967957,0.326832,3.194806,-2.091665,-0.830574,0.335301,-1.615597,0.661868,-0.482334,-0.202198,0.835603,0.552451,0.79015,1.655437,0.886147,0.495559,2.139605,-0.544145,0.291692,0.550811,1.022376,-0.109228,-0.020307,-2.207658,0.579959,2.211509,-0.632926,class1,cluster1
2036,-0.295619,0.998318,0.505125,-0.025414,-0.291675,0.353046,-0.973685,-1.078965,0.463644,-1.119507,0.60937,0.183932,-0.00384,-0.559187,-0.473721,1.720218,-0.40697,0.393308,-0.768099,0.093324,-0.566349,-0.993832,-0.179241,-0.852013,0.104089,-0.000849,-0.105743,1.459476,-1.676038,0.88848,-1.105153,1.26659,-0.551433,-1.215851,0.138747,class0,cluster2
2037,1.676357,1.203702,0.170421,0.39768,0.035937,1.982378,1.006702,2.017795,-2.013606,0.907751,-0.095808,-1.13074,0.334369,-1.640182,-0.115955,0.972077,0.103326,-0.257029,1.946182,-0.476666,0.716331,-0.303834,0.518321,-0.720151,0.698326,0.115015,-0.834117,-0.47936,-0.012551,0.343671,1.216054,0.45523,0.654975,-0.388649,0.556692,class0,cluster0
2038,0.225197,-0.251533,-0.006538,0.285816,2.058029,-0.359415,-0.804302,3.27796,0.641474,-0.461165,1.03949,-0.107929,1.150465,-2.238031,-0.193688,-1.219313,0.319635,-0.124314,-0.626702,0.627086,0.027712,0.904458,0.19245,-0.704289,-0.439556,0.044108,-0.304246,1.250915,-0.150257,0.192534,-0.550385,-0.338897,0.957687,0.853355,-1.591336,class2,cluster1
2039,0.162917,0.087586,0.983739,0.021652,-0.866326,2.308401,0.281994,0.447782,-0.473325,-0.648584,0.348467,-0.988841,0.796548,-1.635855,0.605081,1.145096,1.354293,-0.0644,-0.391776,-1.126798,0.217248,-1.938041,0.837717,-1.209655,-0.821084,0.905488,0.279957,1.564459,-0.118465,1.963287,-1.905462,0.455272,0.561819,0.716138,0.027043,class0,cluster0
2040,-1.831336,0.049955,2.635114,0.294785,1.124167,-0.335345,-1.583076,-0.16617,-0.055688,-1.233638,1.062517,0.043864,0.258597,-2.422067,0.156715,1.735629,0.045127,-0.68779,0.820635,-0.838265,-1.325635,2.698176,-1.234955,0.037381,-0.776724,-0.934957,1.980264,0.690639,0.29159,-1.297469,-0.2934,-0.501712,1.210546,-1.607927,-1.202153,class2,cluster1
2041,-0.400458,0.630281,-0.76855,0.543045,-1.198272,-0.066455,0.272286,-1.860644,1.790098,0.206505,1.33022,0.551878,-0.16153,-0.046693,-0.388416,-0.16227,0.749344,0.120782,-0.964014,0.309271,1.890685,-1.003039,-0.419846,-0.58599,0.675694,0.417317,0.927723,-0.710088,0.005451,-1.737464,0.3131,0.143447,0.357861,0.655554,1.848069,class2,cluster0
2042,-0.325174,0.237878,-0.652692,-0.414099,-1.504074,1.362732,-1.131443,-1.807219,1.234327,-0.638805,-0.569467,1.047452,1.350089,-0.443022,0.512362,0.811203,1.112269,-1.049123,0.896013,0.537956,0.455867,-1.295248,0.374653,-0.987048,1.556044,-0.861452,-0.616819,1.258193,-1.193162,0.595958,0.203168,0.890755,0.081762,0.546238,0.306407,class0,cluster0
2043,0.501748,0.466233,0.562542,0.366152,-0.089392,0.049083,0.80841,0.015397,-1.170166,-0.278094,-0.773492,0.880381,-0.61422,0.049791,-1.042341,-0.771975,-0.427384,0.68802,0.505089,1.630134,-0.306422,-0.23879,0.064861,0.292493,0.757851,0.18223,1.405078,-1.448959,0.838538,0.110037,-0.223441,-1.331528,-0.656732,-0.561534,0.710974,class1,cluster1
2044,-1.446109,0.522343,0.251406,0.875499,-0.06393,0.349066,0.622608,-0.400339,0.521836,0.150351,-1.476761,-1.126052,1.396565,-0.284538,2.188915,-1.359548,1.770085,-0.892806,0.615174,0.179165,-0.820869,0.592043,0.450523,-0.84791,-0.323689,-1.860213,1.458446,-0.888679,1.843982,-0.512924,0.34545,1.995467,-1.16216,0.652779,1.521171,class2,cluster0
2045,-0.287399,0.973759,-0.172228,-1.729378,0.851485,0.3575,-0.939811,-0.707602,0.374794,0.30502,-1.998748,-0.668648,-0.145058,2.776336,-2.509814,1.53164,0.417162,-1.35348,0.551909,-1.097769,0.688979,-1.164466,0.528242,-1.239177,0.644178,-0.077566,1.644452,-0.821787,0.51997,-0.421637,0.296849,-0.109569,0.596052,0.435267,0.987377,class1,cluster1
2046,0.283366,-0.120676,-0.440022,-1.131317,-0.570045,1.291398,-0.091752,1.781408,-0.842552,1.375379,3.649244,0.5458,1.572661,1.286055,-1.754584,0.531921,-0.669901,0.599212,1.019704,-2.607064,0.44958,-1.401204,-0.678512,0.964091,0.030413,0.069541,-0.377568,-1.84455,-0.775953,0.539575,-1.188615,1.276334,-1.081999,0.43318,0.149557,class0,cluster2
2047,0.114464,-0.624122,-0.610037,0.461469,0.438496,-0.684457,0.511602,1.010625,0.958518,-0.414107,1.789524,-0.915917,-1.325221,0.37459,0.312813,1.521945,-0.451655,0.564576,-0.486126,-0.960142,-1.622644,-0.471864,-1.068313,0.06296,-1.195036,-1.550617,-0.080405,0.537821,-0.148524,-0.89489,-0.087024,-0.271198,-0.712817,0.704134,-0.282808,class1,cluster2
2048,-0.64678,-0.803837,1.077902,-0.488068,1.755811,-0.141546,1.204269,0.567303,0.443817,1.649018,0.893747,1.004278,0.016158,0.807336,-0.262955,-0.672067,0.737988,0.984258,-0.055547,1.54604,-0.246557,1.011765,0.301696,0.964618,-1.670188,0.821725,-0.706394,1.31862,0.690049,1.033084,0.181923,-1.179653,-0.286015,0.527513,-0.083132,class2,cluster1
2049,1.318802,-0.270805,0.261785,1.694894,0.37486,1.153371,-0.667696,0.852904,-0.915053,-0.79468,-0.858382,-0.72906,-0.838484,0.287675,0.016532,1.548792,0.508861,0.173268,-0.732561,-0.795397,2.927063,-1.157461,1.153013,-0.729017,1.54429,0.449218,-0.533098,1.890087,0.75962,-0.316681,1.094936,-0.904543,-1.662029,0.223299,1.268716,class2,cluster1
2050,-0.795373,-0.638295,1.46814,1.219319,-0.138904,-0.051679,1.127117,-0.324578,0.636378,0.120039,-1.875637,-0.589822,-0.063204,0.649742,0.053999,1.026861,0.767792,-0.0694,-0.662989,1.94701,1.100263,-0.009819,0.398124,0.129044,-0.318733,1.633889,-1.674568,-0.065912,0.526391,2.278328,-0.207542,0.135438,2.115282,-1.421261,1.398357,class2,cluster0
2051,0.512298,0.926754,-0.572294,-0.54198,0.533744,1.348195,1.324913,-2.460093,1.130577,-1.39598,-1.11677,-0.921498,0.838566,0.852909,-0.051489,0.602375,0.079775,-0.62531,0.310925,-0.066135,0.405966,1.055358,-0.240353,-1.247472,0.479332,-0.606738,1.190293,0.236884,1.179523,0.314036,0.375706,0.851049,-2.037859,-0.478642,-0.919301,class0,cluster0
2052,0.685657,0.865894,0.440801,0.040984,0.094769,-0.7121,1.920597,-0.391091,0.271519,0.919883,-1.012119,0.245227,-1.343758,-0.324328,-0.468265,-1.380486,0.609274,0.810223,-0.18461,0.744892,-0.068263,1.088021,0.894188,-0.150148,1.487426,-1.407876,-0.917989,0.297623,-0.67589,-0.187666,1.775408,1.111743,-0.686346,1.749711,1.934657,class0,cluster0
2053,0.100202,-0.21123,-1.416031,0.987216,1.589235,-1.994718,0.374019,0.373623,0.165806,0.89154,0.678409,-0.280584,-0.813152,-0.558957,0.059448,0.406881,-2.068841,-0.724858,-0.262475,-1.5458,0.201339,0.317891,-0.09623,-0.463571,-0.032687,0.063318,1.822448,0.640493,-0.395119,-1.95983,1.593383,0.269263,-2.96621,-1.793954,-0.811659,class1,cluster2
2054,0.62307,0.108923,-0.9521,-1.570452,-1.730031,-0.506245,0.167784,-0.400737,0.158066,0.251881,0.742767,-0.117787,-0.570764,-0.260236,1.466131,-1.031733,0.583584,-0.151356,-1.760488,0.37266,1.30438,-0.143203,-1.536069,0.164771,0.292346,0.726777,1.3996,0.365486,-0.967247,0.70329,0.478372,0.943594,0.652948,-0.39423,1.120281,class2,cluster0
2055,0.320225,-0.785192,-0.864525,0.736761,0.048791,1.218691,1.596637,0.964634,-0.021963,-0.369983,-0.504224,-2.56303,0.159016,-0.966833,0.861538,0.584834,-0.164683,0.186056,0.288542,1.140675,0.326935,-0.610887,1.526404,1.355042,-0.303923,1.267428,1.577084,-0.54688,-1.097033,0.038596,-1.818721,0.119588,-0.134182,0.712022,1.138045,class0,cluster0
2056,-0.041588,0.26075,-0.108317,-0.940776,-0.89773,-1.317395,-0.05773,0.259962,0.517892,-0.198374,1.619223,-0.599417,1.143581,-1.551789,-0.891677,0.340365,-0.282233,-1.857048,-3.175275,2.341315,1.273091,0.404738,0.416496,-0.006777,0.70163,0.73063,0.681985,0.416042,0.962381,1.847127,0.982692,0.861723,0.444353,0.949288,-0.577923,class0,cluster0
2057,-0.44067,1.242722,1.747505,-1.378712,-1.533665,1.213429,-1.612729,1.074106,-0.508266,-0.76931,0.312858,-0.747453,-0.420673,1.425535,-0.704777,1.591926,0.853847,-0.068633,-0.430949,2.259857,1.142758,-0.384826,1.72211,0.108882,2.459763,-0.279655,0.152019,-0.378818,1.024389,-0.548981,0.07368,1.078501,-1.150674,0.435765,0.610092,class2,cluster0
2058,-1.506501,0.247064,-0.529603,0.405142,0.379281,-2.02986,-1.107759,0.429243,-1.22531,-1.08395,-0.848145,0.097505,-1.383447,0.437642,0.081466,0.255553,-0.266943,0.651057,-1.275004,0.525816,0.521883,-0.575733,0.076965,-0.60315,-0.549863,-0.506403,0.058058,-0.423669,-0.530054,-1.219587,-0.818411,-0.700941,-0.273669,-3.259402,-0.407462,class1,cluster1
2059,-0.532501,-0.306321,-0.513269,-2.783412,-0.928257,0.127588,-0.773806,-0.558765,0.683962,-0.27767,-0.469119,-1.052983,-1.246812,-0.098936,0.096351,1.544065,0.300536,-0.622007,0.433363,1.014372,-0.057048,0.273527,-1.355436,1.529576,0.91501,0.673401,-0.809511,-1.957842,0.394538,-0.640981,-1.031815,1.72939,-1.419134,0.289952,0.796697,class0,cluster0
2060,1.748014,-1.656885,-0.309966,0.727448,0.548145,-1.548266,-0.444253,0.327687,1.256922,-3.034461,-0.078379,0.127367,-0.522879,0.633071,-0.296183,1.112342,1.525159,1.024099,-0.098845,-0.809343,1.68131,-0.82963,-0.58406,1.081996,-0.499324,-0.110887,-0.38708,0.000905,0.124928,0.028833,0.697126,1.126869,-0.127468,0.200358,0.057768,class0,cluster0
2061,0.719616,0.581073,-0.904872,1.180274,-0.380686,-0.978166,0.93371,0.862374,0.134381,0.735713,-0.431198,0.474333,0.770704,-1.080786,0.465208,-0.62707,1.014392,-0.761997,-0.531024,-1.148829,-1.128637,0.147032,0.647755,-2.087853,-1.220275,0.199365,0.095248,0.344832,-0.099542,-0.206262,-0.510675,-2.698979,-1.197864,-0.073779,-1.585939,class2,cluster1
2062,0.573879,0.555758,-0.439373,0.252677,1.618288,1.443845,-1.166334,0.053056,-0.097848,1.048233,-0.759897,-0.132983,-0.406682,1.002424,-0.861417,1.849462,0.256394,-1.516925,-1.585051,-1.172347,-0.21261,-0.810726,-0.171927,1.325039,-1.5916,0.304754,-0.889299,-1.691372,-0.929153,0.028256,-0.808141,-0.009891,-2.767339,-0.296484,1.708118,class0,cluster0
2063,-0.422306,-0.474037,-1.59721,2.204804,0.033401,-1.399927,1.29914,1.796473,-1.040942,0.233216,-0.869224,-0.431792,1.447367,0.692545,0.532631,0.0881,-1.010723,2.223353,0.076373,1.07894,1.199684,0.283132,-0.524876,1.901944,-0.441506,-0.760238,-0.685719,-0.837631,2.288677,2.526394,0.420512,-0.713763,0.2808,0.436968,0.567883,class1,cluster2
2064,0.13718,-0.775455,1.859819,0.026588,0.568193,0.071311,-1.597553,0.015435,0.643386,0.301839,-1.052408,-0.516296,0.042642,-1.539751,0.911404,0.010367,0.980349,0.260466,0.773264,0.690807,-2.558576,-1.280949,0.458141,0.271154,0.106772,0.326732,-0.178398,1.025188,-0.747717,0.758075,-0.544209,-0.610365,-0.716605,-0.044443,2.006422,class2,cluster1
2065,-0.189351,0.069371,1.045779,-0.398557,0.256471,-0.152952,-1.135532,0.009479,-2.317373,-0.224712,-0.350399,-0.972852,1.536052,-1.817505,1.672537,0.501789,-0.961235,0.600587,1.188619,-0.419463,0.417709,-1.500966,0.757513,-0.493592,0.607415,0.146375,1.622417,0.560802,-0.003882,-1.084878,-0.925413,0.75752,-1.293204,1.360514,-0.451695,class0,cluster2
2066,-1.41944,1.427792,-0.789365,-1.320882,0.839478,1.202955,1.674424,1.233598,1.702909,0.315827,0.338555,1.338333,-2.309208,-0.833978,-0.964517,0.257202,-1.712097,-0.518499,0.18813,-0.667479,0.593168,-1.526996,-0.770648,1.732182,-0.60511,0.308679,0.212684,0.947381,-0.188021,-0.27082,1.214787,0.701033,0.592062,0.143286,2.232307,class0,cluster2
2067,1.005843,0.508081,1.515246,0.564773,-0.690832,-0.245732,-1.845471,-0.131731,-0.442193,1.401941,0.012144,-0.554892,-0.64985,-0.7216,-0.267203,-0.582028,1.376001,0.661439,0.173575,-1.627357,0.647256,-1.689236,1.628979,-0.639387,0.30227,0.661658,-0.628901,-0.144382,-0.785846,0.23476,-0.721599,-1.257038,-0.758803,-0.053812,0.968145,class2,cluster1
2068,-0.559643,-0.642877,0.426125,-0.797754,-0.813174,0.57931,-1.383819,-0.180415,-0.771109,-0.021746,-2.589122,-0.044631,-0.342202,-1.515065,-0.401679,1.156688,0.395835,0.900379,1.158723,-0.832514,0.433205,1.709894,0.344541,0.854926,1.027733,0.034313,-0.339256,0.716014,-0.802479,-1.674112,0.307794,-2.265256,0.039697,0.387801,0.026791,class1,cluster1
2069,-0.219397,-1.080651,-0.553629,1.329726,-0.329963,0.023364,1.056531,-2.802357,3.213528,0.203437,-0.000554,0.586977,-2.456845,2.02244,0.69065,1.717666,-1.900764,-1.039508,-0.331885,1.222837,1.453549,-1.334774,0.643397,-0.952264,1.892788,-0.600412,0.052262,-0.585044,0.766442,1.337683,0.503036,-0.103738,0.016436,1.625543,1.293062,class0,cluster2
2070,0.895915,-1.034653,0.00366,0.41846,-1.796352,0.756768,-0.88053,-1.678787,-2.323737,0.326078,0.314817,-1.170439,2.183628,0.135458,-0.587685,-1.265835,0.072494,1.142383,-0.80093,0.57018,0.35361,1.35971,-0.023604,-0.085107,0.724805,0.396854,-0.930449,1.668616,0.271868,-0.242214,-1.157114,-0.438146,1.013728,-0.852139,-0.880087,class2,cluster1
2071,-0.389467,-0.844939,0.653508,-1.348224,-1.237859,0.347676,0.520932,-0.633119,1.561791,-0.180156,-0.274589,0.43151,1.364867,0.982842,1.219081,1.110231,-1.372767,0.5821,-0.027504,1.544021,-0.003605,0.856197,-3.342156,-0.65037,-1.516422,0.37871,-0.510545,2.210089,-0.725307,0.747379,-0.268471,0.662623,-1.446193,0.856375,-0.163194,class0,cluster2
2072,-1.651637,-0.51299,-0.478351,-0.66041,0.030531,-1.403341,-1.639475,1.219231,-0.748373,-1.314734,0.371466,-0.116572,-1.042718,-0.8799,-0.570598,0.2915,-1.314612,-0.907049,0.575991,-0.229143,0.20368,-1.06673,0.493802,-0.018166,0.419322,1.046671,0.136933,1.435081,-1.385077,-0.203757,0.921039,0.81953,-0.684391,0.741038,1.18507,class0,cluster2
2073,0.168536,-0.628891,-1.561011,-2.297877,0.499757,0.33796,1.404564,-1.171896,-1.0694,0.770198,0.314478,-1.522788,-1.165056,1.091118,-0.518202,-0.698075,0.483027,-0.913257,0.684949,1.166374,-1.007003,0.587861,0.649362,1.370396,-0.795735,-1.632183,0.739177,-0.964496,-0.278713,-0.282476,0.108713,0.44655,-0.542619,1.045252,1.116024,class0,cluster0
2074,-0.234974,0.075357,-0.061374,-0.863132,1.229489,1.547226,-0.880172,-0.95799,0.420949,-1.243269,0.860302,1.212749,-0.770189,-1.734179,0.137404,1.584463,0.973171,0.833806,0.291326,-0.301723,0.097942,-1.113624,2.364176,0.799565,-1.220052,-0.702612,-1.709943,-0.709321,1.643664,-0.542042,0.332951,-1.520904,1.430122,-0.286231,0.659595,class1,cluster1
2075,-1.27881,-1.186581,0.048722,2.464607,0.263825,0.477291,-0.689228,0.771359,-1.636652,-0.044766,0.08399,0.125155,-0.130552,-0.534974,-0.108217,-0.543557,1.369152,-1.455905,0.913511,-0.68533,-0.845583,-0.945596,-0.107026,-1.189341,-0.34172,0.226396,-0.251413,0.114743,2.419412,2.250679,0.431314,1.337229,-0.680374,-0.217714,-1.212605,class0,cluster0
2076,0.256252,-0.955264,-0.349146,-0.3529,-0.357748,0.729449,-0.292213,0.56252,-0.262603,0.773271,0.316272,-0.116081,-0.135521,1.335027,0.172273,-0.393295,-1.40936,-0.699208,-0.155191,-0.854609,-0.358382,-0.926756,0.804938,1.136934,0.864586,1.108838,-0.62176,0.257794,1.069056,-1.766234,0.121914,0.222985,0.470507,0.414115,1.286543,class0,cluster2
2077,-0.277466,1.52394,-0.133847,0.65321,-1.819115,0.960939,-1.046356,0.24781,-0.527563,-1.090301,-0.535566,0.048277,-1.44809,1.746133,-1.088835,-0.154954,-0.825863,-1.42121,-1.98657,1.793164,0.189613,1.225308,-1.438835,-0.853975,-1.047248,-1.90787,-0.354387,0.954256,-0.615128,0.52868,-0.378196,0.762761,-1.670575,0.309861,-1.750788,class0,cluster2
2078,1.112816,-0.927428,-0.094494,0.20701,0.109521,0.862185,0.04453,0.571838,-0.96796,-0.570997,0.105861,-0.272268,0.268818,0.156056,1.461214,-0.838197,-1.190333,1.245457,-0.816412,0.512595,-1.145175,0.165846,-0.260875,0.356256,0.778836,-1.255437,0.883151,0.631926,-0.088371,0.48776,0.99887,0.523301,0.97046,-0.036967,0.055041,class0,cluster2
2079,-0.871818,-0.715302,0.818814,-0.620928,-0.484956,0.850924,0.920325,-1.047758,1.409437,0.567587,0.322435,-1.339058,0.993237,0.535973,-0.83309,-0.983897,-1.403642,1.545883,0.526442,-0.30757,1.611428,1.413244,0.009639,1.207946,1.061111,-0.82539,1.056878,-0.579808,0.283743,0.643303,2.016267,-0.045345,-0.807592,0.048445,-1.038936,class1,cluster2
