@relation waveform-5000_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
3067,-3.153568,1.153869,0.365077,-0.91205,-0.372317,1.379071,-2.208172,-0.004944,0.514737,-0.561662,-0.062348,1.023339,0.571012,-0.888904,0.804991,-0.509583,0.136186,0.417052,-1.125208,1.233145,0.490152,0.18255,-0.690138,-0.560746,0.701184,-0.327714,-0.999583,-1.217341,0.891832,0.710545,0.69484,0.31394,-1.412938,-0.843474,-0.373295,class0,cluster2
3068,7.66944,2.003614,-1.211522,0.278238,-0.51957,0.413773,-1.051024,-0.925583,-1.230785,-0.177329,0.258245,1.220384,-0.246984,-0.539787,0.110698,-2.29255,-2.455785,0.546198,-0.491343,0.306671,1.643019,0.298908,1.904427,-0.764349,-0.422244,0.320547,0.802663,-0.640225,-0.40252,-0.871752,-0.055401,-1.210451,-1.896927,1.427479,0.007701,class0,cluster2
3069,-2.182464,-1.83977,-1.497225,1.418597,1.636861,-1.039803,-0.230841,-0.388682,-0.786506,0.195018,0.51628,-0.532933,-0.224162,-1.537636,0.315028,-0.282989,-0.563965,1.334121,-0.237336,-1.985616,-1.435692,1.72967,-0.333665,0.693064,1.921029,-0.880384,0.365802,0.580813,1.777672,-0.082998,-0.912289,-0.915691,0.185053,0.143492,1.319062,class1,cluster0
3070,9.066753,1.669866,-0.071541,-0.401464,-0.683063,1.038764,-1.275733,-1.221593,1.226947,-0.534121,1.349398,-0.827158,0.485783,0.215313,0.642657,-2.452748,0.069048,0.177063,-1.47279,1.228895,1.205158,-0.39075,-0.125309,-0.093717,0.023304,0.741722,1.205239,-1.085076,-0.488298,-0.414224,-0.73142,1.171895,-0.98706,1.007951,-0.908196,class2,cluster1
3071,-9.039944,3.371291,-0.828783,0.73217,-0.343266,-1.174263,-0.464609,-0.386374,0.468034,0.343674,1.511575,-0.146917,-2.369601,0.994172,0.291224,-0.040122,0.77791,0.006546,1.671258,-0.174106,0.115886,-0.01517,-0.741865,0.847042,0.932534,0.427016,-0.912874,0.127469,-0.206262,-0.713304,0.232096,-2.3537,-1.296115,1.253244,0.703706,class1,cluster0
3072,-5.962033,2.252769,-0.001271,0.086773,0.78764,2.267949,0.433497,-0.722928,0.349208,-0.748416,1.802595,2.30191,-1.827778,-0.48847,1.065474,-0.08038,-1.103688,-1.091164,1.197723,-2.22238,-1.926229,1.636651,0.997443,1.748195,0.756554,0.231139,0.066878,-0.319796,-0.032638,-1.128306,0.814601,0.412719,-1.687166,-1.932758,0.064776,class1,cluster0
3073,3.864562,-2.052241,0.083638,-0.228429,-0.923151,0.932342,2.812796,-1.671971,1.781358,-0.047139,-2.09109,-0.170345,-0.102291,-0.934426,0.006604,-0.000414,-0.911901,-0.435633,0.708648,-0.222181,2.094225,2.080436,0.464945,1.489448,-1.032453,-1.299381,0.060862,0.330011,-0.001241,-1.036782,-0.186282,0.385483,-0.132706,0.4012,-2.672149,class2,cluster1
3074,-2.126243,1.739999,-0.970616,-0.053348,0.073199,0.076782,-1.3122,0.539016,-0.62897,-1.839864,-1.539258,-0.455945,1.596025,-0.612973,-1.274705,-0.426937,0.423182,1.160101,0.355931,-2.511118,0.581846,0.771931,0.447263,0.030438,-0.654564,0.111515,-0.137598,0.041274,-0.248808,0.409275,0.596809,-0.240159,-0.553993,0.002619,0.041949,class0,cluster2
3075,2.607537,-1.384577,2.078854,-1.542588,1.25875,1.598408,-0.652463,-0.567429,-0.516741,0.174369,-0.990077,0.721008,-0.282374,0.085529,-0.238829,0.270849,-0.628541,0.037949,-0.443388,-0.308942,0.64319,-0.248775,0.380818,0.209378,1.50846,-0.14901,1.145969,0.709804,1.02743,-1.378505,1.812781,0.106857,-0.116604,0.344133,-0.857217,class2,cluster1
3076,0.154937,-5.142303,-0.822463,2.785888,-1.237181,0.333583,-2.282851,0.878277,-0.438355,0.555235,0.812518,1.072801,-0.458768,1.085148,1.202753,0.412033,0.300457,0.676221,0.449909,0.039474,-1.045448,-1.684184,-0.102488,0.048046,-1.844286,-0.6139,0.931396,-0.096983,0.563751,0.240962,1.18497,0.124474,-0.336033,0.097245,0.096121,class1,cluster0
3077,2.974572,4.036644,0.364646,0.465524,-0.031074,0.172306,0.224287,0.159275,0.036923,1.295314,-0.466599,-0.073809,1.3914,-0.431691,0.04399,0.435661,-1.125736,0.19292,-1.503526,1.516591,0.247969,-1.601729,-1.124749,0.93605,0.473698,0.086233,0.327338,-0.989851,0.197924,-0.908039,-1.380155,-0.319326,0.287969,0.671942,-0.494124,class0,cluster2
3078,7.333724,2.057254,0.720839,-2.473496,2.18278,-1.284425,-0.972831,1.702734,-0.565647,-1.762175,2.691933,-1.045794,0.446431,1.340765,-1.788483,0.966746,1.177206,-0.381229,0.081845,-0.557664,-0.015907,-0.609331,1.093058,0.47406,-0.559136,1.343969,1.209248,-1.13597,0.468153,-3.062416,0.811634,0.685265,-0.750888,-0.611802,1.11657,class0,cluster2
3079,-6.065768,2.818496,0.274853,0.569996,-1.497778,-3.017042,-1.24851,0.284231,-1.599341,0.076164,-1.034366,-2.453988,0.520539,-0.366529,1.21918,-0.472462,-0.614316,-0.658773,1.437148,-0.852613,0.097106,2.325589,1.974172,0.418883,-0.880705,-2.559894,-0.231452,0.721502,0.507676,1.41206,-0.450768,2.07556,1.25291,0.242757,2.179283,class1,cluster0
3080,1.207723,-1.106701,0.027542,2.375647,0.441803,-1.006123,0.397856,-0.545892,-1.365953,-1.133294,2.350883,2.403987,-1.122306,-0.078395,0.452666,-0.508658,0.587184,2.110685,-0.303286,-0.125603,0.907997,0.362097,-1.510589,-0.846418,-0.575723,-0.089857,0.420999,0.358499,0.078802,-0.202551,-0.035158,1.53829,-0.65094,0.978126,1.618046,class2,cluster1
3081,-7.541634,-0.428343,-0.025201,0.990591,-1.597896,0.44281,2.322688,0.423373,-0.22813,0.618253,0.291734,-1.186494,0.814164,-0.007085,-1.621608,-0.437976,2.382589,-0.003004,0.932963,0.073868,-2.741442,0.846548,0.119052,-0.368062,-0.212777,-0.224796,0.620273,-1.948376,1.457502,1.272282,0.400721,0.591321,-0.879208,2.408276,0.612897,class1,cluster0
3082,1.198354,2.350074,0.668748,-0.231575,-1.18829,-0.981443,-0.531388,1.516233,-0.106335,-0.620873,-1.299914,-0.902794,0.849687,0.4282,2.1131,1.200387,0.035421,-0.063683,1.79796,-1.297397,0.653552,-0.519473,-0.434023,0.259031,-0.329448,-0.716257,0.108306,-0.248864,-0.979282,0.891278,1.199307,-0.45856,-1.12401,0.031911,1.61149,class0,cluster2
3083,-1.441677,-2.815607,0.225628,-1.588215,0.916148,0.729992,0.556536,0.662175,-1.116055,1.391901,-0.483012,1.078451,-1.320388,-0.275676,-0.358568,0.665195,-0.29016,-1.687951,-0.110424,0.536422,1.103838,-0.11302,0.057214,0.597177,-0.269651,-0.037373,-0.117032,1.693193,-0.352582,0.165096,0.445807,-0.717801,-0.123702,-1.530222,0.108752,class1,cluster0
3084,-4.338753,-0.556605,-1.729839,-1.254242,0.173688,-0.613596,0.065673,-0.65343,0.209915,0.652476,0.152,-0.746507,1.488192,-0.05367,-1.622492,1.099165,0.016781,-0.256744,1.332474,0.921594,-0.700575,2.304864,0.367996,0.480334,0.318591,1.413135,-0.744329,-2.526061,-0.133446,0.569307,0.732099,0.933524,0.805579,0.14219,-0.347642,class1,cluster0
3085,2.622473,2.739154,0.031935,1.110691,-0.769149,-2.485128,-0.217339,-1.74421,-1.773233,-0.022175,-0.885143,-0.075525,0.623807,-0.528025,-0.897964,-0.169128,0.027197,0.252607,1.456144,-0.310723,1.055698,-0.112054,-1.555674,-0.730557,-1.429652,0.604422,-1.648634,1.036409,-0.440078,1.529496,0.647625,2.620522,-0.928607,-0.809981,1.439227,class0,cluster2
3086,4.128314,2.755983,-1.591707,0.62892,1.752375,0.477127,0.894172,0.090004,-0.523117,1.21257,1.60824,1.658198,-1.017059,0.996016,0.324427,0.24754,0.501407,2.267011,0.743969,-1.1186,0.801754,1.187522,0.698695,0.710675,0.496403,0.814422,1.026508,0.251955,-0.306914,-0.126434,-0.19452,0.896711,-0.662689,0.063918,-1.476907,class0,cluster2
3087,7.501586,1.254139,-1.644311,1.077235,-0.605168,0.716405,0.924903,0.967448,0.585767,0.449321,-0.546057,1.420539,-0.953627,2.251029,-0.181392,1.602424,1.114638,0.735154,-0.511995,0.953744,0.763837,-2.104503,-0.184551,0.936631,-1.285879,0.934449,-1.136749,0.963702,1.052192,1.164925,-1.062592,0.313824,0.908218,-1.511049,0.523131,class0,cluster2
3088,-3.603713,-2.807483,1.492564,-0.516356,0.096148,-1.058409,1.259689,0.14816,0.639148,-0.22628,-0.481708,-0.280529,0.549348,0.169759,1.342175,-0.412624,-0.105463,1.192727,0.141712,1.151062,-0.650367,-0.173467,0.21784,-0.220762,-0.607914,1.69349,-0.608458,1.133781,1.344458,-0.753532,0.689214,0.138349,-0.220999,0.419945,-2.420338,class1,cluster0
3089,-4.526956,-3.454013,-0.028604,0.731053,1.616618,-1.912874,-1.047005,-1.28825,0.054111,0.786107,-0.366746,0.444022,-0.273686,0.274474,0.027228,0.004241,-0.144148,0.674065,0.48805,1.81082,0.467763,-2.145609,-0.779547,-0.001267,-1.005484,-1.240428,0.486261,0.78139,-0.620841,-0.998315,0.957119,-1.547461,0.821348,0.03469,-1.28105,class1,cluster0
3090,-4.600943,3.099434,0.23444,-0.217194,0.451812,1.135417,-0.684216,0.245435,-0.448178,-0.102164,-0.84878,0.676029,0.121226,0.133892,0.188981,0.337063,-1.021755,-0.451053,-1.518621,-1.366459,-0.840953,0.663319,0.574269,-0.286513,0.241919,0.30478,0.201968,0.295361,-0.270416,-0.272482,0.788173,0.666768,0.523825,-1.952564,-1.629817,class0,cluster2
3091,-6.093648,0.97919,-0.162136,-0.231022,-0.237683,1.306237,-0.165635,-0.540474,0.826537,0.230559,-0.224897,2.013783,0.066241,-0.452859,0.157848,-0.41202,1.495433,2.033299,1.140993,-0.875002,-0.192401,0.213565,-0.978736,-1.824549,-0.055256,0.255407,-2.182327,-0.295236,-1.770175,0.721815,0.68465,0.688996,-0.111532,0.690982,0.213655,class1,cluster0
3092,3.533877,-3.859481,0.196729,0.075227,-0.535942,0.548816,-0.364403,-0.170631,0.200894,-0.692514,0.214377,-0.090872,-1.34536,-1.170645,-0.442311,-1.162296,-0.707192,2.309109,0.039813,-2.132103,-1.609968,1.145218,-0.289328,1.181634,-1.031783,1.419985,-0.282988,1.333405,1.054635,0.466953,-0.593376,-0.957147,0.143892,-0.63098,-1.846704,class2,cluster1
3093,-6.858512,1.365974,-0.115173,-0.126255,0.061132,0.99903,-1.521172,-0.222999,-2.203801,-0.119299,-1.379654,-1.632499,-0.1963,-0.71972,1.387195,-0.928981,-2.074482,0.62691,-0.179921,-1.737501,-0.511637,-0.17779,0.528736,1.003826,1.534472,0.675746,1.098974,0.007275,0.064929,-0.456611,1.230013,-1.64969,1.006577,-0.18822,1.504591,class1,cluster0
3094,2.550143,3.379133,0.70964,-0.57534,0.572174,1.565721,-2.771611,0.708629,-1.225321,0.511095,0.728451,0.008625,-0.116643,1.302402,0.910498,-0.520119,-0.913873,0.783772,-0.631019,1.471535,0.372281,-1.366747,-1.245282,-0.832761,-2.338619,0.159607,-0.440698,-0.391789,0.428493,-0.523553,0.009641,-0.325965,0.990067,-0.909977,-1.013871,class0,cluster2
3095,3.940451,0.730452,-1.02194,1.172449,-0.933316,0.565807,-0.777329,-1.061538,2.049308,-0.175021,-0.406033,0.34641,0.689374,-0.95901,0.767045,-1.375205,-1.41146,0.048678,0.771181,1.070491,1.21913,1.90623,0.918476,0.544402,0.924003,0.426174,-0.525662,0.441354,1.098535,0.10921,0.161842,-0.795851,-1.173901,-0.001006,-1.139684,class0,cluster2
3096,0.829281,2.710255,0.311434,-0.615625,0.666581,0.670779,-1.823291,0.050794,-0.214209,-1.016395,0.602055,-0.650722,-0.706837,2.357261,1.873776,1.352986,0.206267,0.933102,-0.115275,-1.31227,-1.108945,0.980225,-0.249823,-0.179258,-0.269649,-1.943871,0.602465,2.15002,-0.124172,-0.078431,-0.013555,0.88635,0.219056,-2.341693,0.85079,class0,cluster2
3097,-4.380162,-0.281832,-1.210097,0.624865,1.226398,-1.014058,-0.148231,0.847988,-0.431126,-0.411483,1.416795,1.564099,0.577397,1.3817,0.140833,1.401148,-0.190017,0.094362,0.188906,0.961273,0.434764,-0.936234,0.070937,0.217153,0.94367,0.904399,1.384796,0.823481,0.462404,0.006778,0.79199,-0.813417,0.249053,-0.050407,0.237328,class1,cluster0
3098,-5.647029,3.694141,-1.15953,-0.264633,2.404465,0.571572,0.223011,0.45086,0.713166,0.464,-0.317759,0.10327,-1.204328,-0.603321,0.782413,-0.689504,0.448552,0.238654,0.191693,1.311094,0.262536,1.742011,1.180144,-0.194076,-0.151081,1.828223,-1.981699,-2.552334,0.458569,-1.680832,-0.221173,-0.818896,0.043601,0.549404,-0.058945,class0,cluster2
3099,8.728239,2.183588,1.946855,-1.355918,0.988272,-0.133882,-0.00438,2.326887,-0.640472,-0.397355,-0.607306,-0.343106,1.979275,-0.056449,0.403026,-0.144646,-0.253866,1.503251,0.855325,0.57717,0.529743,-0.32196,0.897829,-0.249103,-0.308741,0.386073,-0.796754,0.51594,-0.811216,-0.769893,-1.039965,-0.257298,-0.611226,0.22217,0.392936,class2,cluster1
3100,-4.08709,3.635441,-1.337636,-1.341938,1.667165,0.926472,0.979408,-1.142214,-0.794728,-1.706117,-0.638167,-0.261741,0.567547,0.302729,-1.242752,0.870372,-0.372362,0.235442,-1.108403,0.368396,0.438465,0.066248,0.664135,1.963712,-0.485094,0.15093,-0.070039,-0.017232,-0.517227,0.444708,1.643345,-0.351787,0.271191,-2.022665,0.206644,class0,cluster2
3101,-4.532396,0.177215,0.680353,0.072903,1.104717,-1.499573,0.097786,0.119978,-2.138764,-0.457084,-0.333075,0.698794,0.171437,0.235024,0.717,0.009809,0.030457,-0.089401,-1.917131,-0.095194,-0.613136,1.150847,-0.773655,0.213401,-0.666703,-0.095697,0.098182,0.972394,-0.479021,2.053744,0.961266,-0.497881,-0.536566,0.160174,1.302564,class1,cluster0
3102,5.082679,2.280317,-0.153371,-1.503088,2.966068,-0.188446,-0.165317,0.102042,0.320502,0.302262,-0.003013,-0.92479,0.253248,-0.867704,0.560014,0.820071,-1.167635,0.411931,1.03144,-0.259842,-1.161982,0.548907,-0.56342,-0.073885,-0.309584,2.410143,0.149571,-0.826031,0.430024,-0.213283,-0.713498,1.511333,0.736525,-0.667981,-0.339151,class0,cluster2
3103,8.499991,0.557576,0.398212,-2.627766,-1.065078,3.073541,0.843519,-0.651672,2.14005,1.265361,-0.86821,-1.710874,-1.198973,0.730264,-0.195692,0.555163,1.314983,1.564501,0.332076,1.416936,0.252661,0.490348,-2.848203,0.463374,-1.152177,-0.255455,-0.756497,-0.643928,0.873375,-2.111686,0.033171,-0.501795,1.425132,-0.140277,0.809314,class2,cluster1
3104,-3.802122,3.749521,-0.666451,0.486951,4.214339,-0.279036,0.872277,-0.492219,-1.014637,-0.621694,0.203757,-0.114968,1.159549,0.670026,0.779007,-0.330862,-0.848344,-1.303422,1.323688,1.03757,0.528085,0.898967,-0.661666,0.334806,0.067624,-0.587104,-0.64291,-0.814159,-0.969055,1.672632,-1.153107,0.185119,-0.691579,0.421942,-0.42128,class0,cluster2
3105,2.086329,-2.862463,-0.696194,-0.059763,-0.738672,0.708175,-0.201189,-0.456115,-0.204192,-0.099056,-0.413777,1.290839,0.301776,-1.80227,2.060028,0.479557,-0.045036,0.427265,-1.062528,0.969559,0.276317,1.268054,1.078229,0.411842,0.16331,-1.040294,-0.371243,-0.637514,0.950844,0.873445,-0.692043,-0.829945,0.378246,-0.501048,-0.864966,class2,cluster1
3106,-1.304828,2.200963,0.702717,0.914425,-1.18179,-0.684443,-0.107043,-1.244611,1.813019,-1.757761,-1.542388,-1.925833,0.68193,1.161633,0.362454,1.718098,1.482557,0.542168,0.041384,-1.298782,1.019814,0.281928,1.371248,-0.948918,-0.709306,0.316242,1.348983,0.403145,-1.066563,-0.50992,-0.372991,-0.127054,-0.485805,-2.862901,-1.066621,class0,cluster2
3107,-7.48971,2.239202,1.510702,-0.149516,-2.001703,-1.863942,0.747443,-2.181861,0.892928,0.421809,1.195675,0.584346,-1.831148,-1.324861,1.115633,0.787284,-1.220925,-0.808378,0.291498,1.486962,-0.315274,-0.606821,1.442989,1.992284,-2.602672,-0.215206,2.314888,-1.47215,-0.40043,1.016995,-0.038197,-1.269268,-0.721858,0.969847,-0.587572,class0,cluster2
3108,3.381211,2.173452,-0.461598,-1.87266,-1.238658,2.413408,-0.524571,-0.883353,-0.409515,-0.365683,0.701609,0.952325,0.15864,0.81247,-0.724663,-0.629754,-1.358723,-0.485175,0.256366,-0.557533,0.008821,-0.393869,0.142269,-1.103144,1.731288,-1.326329,-0.110455,-1.403298,-1.535548,-0.169668,1.462016,-2.584049,0.660773,-0.147981,0.108343,class0,cluster2
3109,-6.387362,1.985031,1.650932,-0.001883,0.778383,-0.351603,-1.640319,0.981927,-0.589378,0.826266,-2.030148,1.172232,-1.363543,1.179439,1.103253,-1.604164,-1.474691,-0.234489,-0.428326,0.08514,-0.953123,0.545572,0.006643,0.837801,1.950875,-0.557828,-1.254447,0.357587,-0.493828,0.790192,0.530232,-0.102728,-0.750406,0.542059,-0.250668,class0,cluster2
3110,7.666138,3.204906,0.020316,-0.493582,0.644334,-0.427713,0.90906,-1.124886,-0.643519,0.64747,1.072786,0.651063,1.327309,0.201652,-0.334266,-1.851989,-1.354225,0.1783,1.445772,0.752983,-0.200823,-0.094536,-0.339949,-0.136912,0.559331,0.33923,1.248372,0.195795,0.863327,-0.003336,0.422223,2.550384,1.222858,0.92638,0.418292,class2,cluster1
3111,1.561996,2.925254,1.389534,0.664238,-0.175978,-0.967085,-0.11167,-0.906723,-0.147511,-0.075821,0.316491,-0.477763,-0.623,-2.099129,-1.121566,0.187216,-0.489033,0.702403,2.510902,-0.766765,0.841201,-0.986312,-1.955912,-0.963689,0.020085,-1.099392,-0.825051,0.161378,1.183773,-1.232718,-1.173873,-0.828947,-1.238061,-0.578204,0.375236,class0,cluster2
3112,-6.989006,0.993818,0.679231,0.023835,1.122893,1.843889,0.248293,0.688232,0.161128,0.942652,0.014544,-1.155729,1.078466,-0.610578,0.218379,-1.963,0.51017,-1.854882,1.688938,1.265125,-1.279536,-1.77249,-0.243622,1.044553,-2.18699,0.285505,-0.058343,1.322245,0.047763,0.464075,-0.393091,1.008541,-0.412835,-0.964706,-0.521689,class1,cluster0
3113,7.74563,1.155509,-1.898197,-0.015178,0.28963,0.74026,-0.518563,-1.567088,0.295978,0.223134,-0.231871,0.992443,-1.221943,0.840914,-1.689494,0.985258,-1.635979,1.46807,-0.534124,0.493074,-0.266156,-0.59461,1.743524,-1.06079,-0.872226,0.237967,-0.547919,1.237944,-1.052402,-0.039416,0.071741,0.501533,1.153943,-0.288128,0.354937,class2,cluster1
3114,2.433328,2.802728,1.461563,-0.403967,-0.962382,0.717405,1.212288,0.735188,-0.165155,-1.584842,0.671115,0.382593,-0.657837,-1.491885,-0.432228,0.517508,-0.37887,0.449276,-0.366604,1.067299,0.755214,0.454924,-0.752552,-0.153427,-1.727882,0.075048,-0.759132,0.371062,0.125333,0.597792,1.060771,-0.084471,-1.142082,-0.804216,-0.258736,class0,cluster2
3115,-6.822696,1.517105,-1.186763,-1.483814,0.35499,0.558759,-1.469599,0.129863,-0.643986,-0.280253,1.50321,-1.19282,0.255024,1.200375,-0.63784,-1.824828,1.077491,0.152661,-0.994731,2.45189,-0.301801,0.037531,0.451369,-1.047635,-0.285209,0.371109,-0.836304,-0.429674,-1.092706,0.042962,-0.209054,-0.321577,-0.111784,-1.16134,1.735855,class0,cluster2
3116,0.386348,-3.843391,-1.82117,0.462524,0.033858,0.723737,-1.177592,1.034258,-0.950819,0.394191,0.213069,-0.349593,0.450584,-0.141537,-1.301826,0.687197,0.465464,0.349749,1.570668,0.524631,0.318768,-0.443502,0.966444,1.522865,2.261787,-0.775098,-0.988366,0.375225,1.797071,0.654283,0.396421,-0.363209,-1.578692,-0.944654,-2.560715,class2,cluster1
3117,-5.496717,3.234102,-0.097479,0.36278,-1.909354,0.100234,0.298806,-0.585814,0.643365,2.382073,-1.144386,1.388469,0.651236,-0.962457,0.010315,-0.269064,0.769433,0.603252,-0.896945,-2.359462,0.236433,0.276097,-0.292189,0.04199,-0.957984,-1.189365,-0.907068,-1.595592,-0.715354,-0.071707,0.677955,0.923156,-0.541369,0.719016,-0.835175,class0,cluster2
3118,4.365471,-1.112414,-0.831226,0.789364,0.016137,0.622708,-2.255217,-0.558462,0.308429,0.833154,0.866854,-1.810834,-0.142711,-1.250333,-1.377137,0.547871,0.321069,-0.409748,-0.651956,0.944707,-0.340542,-0.594384,0.427356,0.77149,1.20045,1.404119,-0.951414,-0.212696,-0.228253,0.218741,0.745139,0.517747,1.580278,-0.948907,0.322261,class2,cluster1
3119,1.887665,2.663254,0.703712,0.541662,1.483008,-0.510531,1.218281,-0.862962,-0.131984,-0.829371,0.184426,-0.692437,-2.05024,0.927619,1.503158,0.175036,-0.860268,0.826748,1.28804,0.26364,1.368735,-2.766433,1.184337,0.34651,1.053153,1.086447,0.828942,-1.586274,0.041034,-1.135801,0.794525,-1.663067,-0.254121,-2.032503,-1.188714,class0,cluster2
3120,2.062323,-4.493329,0.224243,0.278232,0.112378,0.681529,-1.081698,0.477735,-2.195175,0.746469,-0.376609,0.00018,-1.753654,-0.318519,-2.405548,-1.723613,0.153327,0.751096,0.135882,-0.632485,0.440946,-1.010322,-0.678582,1.014451,-0.172436,0.261929,-0.578999,-2.160173,-0.874219,1.273125,-0.867953,-1.291758,0.541309,1.394501,1.296574,class2,cluster1
3121,-5.184442,-0.97723,-2.374843,-0.14346,-1.555928,1.352059,0.683998,0.333683,0.663961,0.170403,0.528841,-1.020824,0.507804,-0.32447,-0.39318,-0.118345,-0.257811,-0.602568,-1.354555,0.027895,-0.259027,-0.135373,0.826679,-0.546704,-0.505264,2.286255,-0.795335,-1.438278,-0.525006,0.670535,0.31014,-0.694782,-1.302062,0.744256,1.329372,class1,cluster0
3122,-6.106128,2.16032,-0.647114,0.092498,0.632563,0.270213,0.909473,-0.973027,0.302769,-3.004182,1.607466,0.210915,0.586412,-0.698361,-1.807568,-0.599412,1.050099,-1.167622,-0.242725,-0.374267,0.473087,-1.264672,0.500521,-0.096932,1.668439,-2.701845,-0.941053,-0.983376,0.150655,1.101731,1.110536,-0.662246,1.910839,-0.985081,-0.947618,class0,cluster2
3123,-1.590766,2.275618,-0.18597,0.281293,1.745109,-0.181518,0.813634,0.742756,1.965011,1.274695,-0.536359,2.058565,-0.262388,-1.506833,1.967583,-0.698112,0.032392,0.524458,2.471536,-0.150256,0.559428,0.838046,0.11946,0.232793,0.113251,1.550348,-0.23746,0.078328,0.043979,0.449413,0.437122,-1.00047,-0.321827,-1.232757,-0.774237,class0,cluster2
3124,-3.563216,2.319687,0.813738,-0.215504,-0.858049,-0.447839,-0.969032,-1.744015,-1.80801,-0.057852,1.058784,-0.28741,-1.223207,-0.381539,0.156945,-0.926847,1.110759,0.450335,-0.400019,1.130046,-0.045473,-0.654413,1.945805,1.62366,0.118158,0.881144,-0.958357,-0.844628,0.291429,-0.206033,-0.192805,-0.730737,-1.586099,1.575466,0.173803,class0,cluster2
3125,-6.649634,2.962304,0.643512,-1.796251,0.485563,0.170219,-1.955787,0.350394,0.04567,-1.454252,-1.210369,2.237076,-0.151228,-1.320405,-0.385984,-0.968532,0.876115,0.140289,2.042355,-0.522268,0.572556,-1.573956,0.360755,-0.09969,-0.67243,-1.565924,0.453717,1.412522,-1.556219,0.667324,0.196428,-1.570049,-0.710054,1.339151,1.259785,class1,cluster0
3126,-0.077518,-4.360267,1.336007,-1.938869,0.380254,0.343244,1.847426,-0.075588,0.651495,0.510461,-0.006529,-0.613921,-0.047706,-0.748651,-0.850262,-0.543137,0.12777,1.644298,1.173821,1.335011,1.105152,-1.524989,-0.458929,0.821937,0.121014,0.005022,1.002516,0.498864,-0.737887,-1.254825,0.566044,-0.182879,0.619791,-0.019165,0.2032,class2,cluster1
3127,0.433636,0.786282,0.412334,0.002885,0.202807,-0.516916,-1.455614,0.125047,-0.689623,-2.106508,-2.105821,1.828283,0.109803,-1.357225,-1.630598,1.540521,1.825664,0.845202,1.055996,-1.448971,-1.975248,1.092566,-0.877364,0.07033,-0.855449,0.344184,0.512864,0.676265,1.255937,0.785404,-1.239885,-0.16303,0.457969,1.438495,-0.41615,class0,cluster2
3128,8.225273,3.596332,-1.183899,-0.737111,-0.27983,-0.852633,-0.798594,0.434162,2.178151,1.375259,1.878554,0.528411,0.309353,-1.342609,1.625495,-0.148502,-1.202798,0.302038,-2.14297,-1.231762,1.472511,-2.092482,0.78372,-0.382477,-0.16679,0.109386,1.425995,-0.74941,0.053758,0.15341,-1.255636,-2.443267,0.263133,0.282366,1.344755,class2,cluster1
3129,3.486579,2.794074,-0.335683,-0.26728,-0.388219,0.631698,-0.617631,0.222584,-0.005044,1.589165,-0.015316,-0.099274,-0.04865,-1.71341,-0.107137,-0.290649,-0.918689,0.222747,-1.049759,0.962109,-0.117031,0.27048,-0.05394,-0.94021,-1.252008,0.068303,0.141456,-1.740839,0.358663,-0.35188,0.759828,0.186772,-2.13738,-0.302187,-0.857917,class0,cluster2
3130,-6.052577,1.085176,-0.379423,-0.329501,0.613604,-0.962234,-1.330159,-0.191357,0.066121,-1.8311,-0.223852,-1.53607,-3.131584,0.006532,-1.646472,-1.828597,-1.208278,-1.553551,0.44726,-1.682952,0.482242,0.56373,-0.80948,-0.357697,1.365798,-0.26346,-1.564088,0.018174,-0.140323,0.00416,1.581495,0.058087,-0.586827,1.600204,-0.378957,class1,cluster0
3131,6.561188,2.219092,1.472268,-1.569199,0.14953,1.244385,-0.846883,-1.781841,1.002157,1.918228,-0.60657,-0.943299,0.096107,0.128102,2.549157,-0.25879,0.221931,0.481899,-0.366536,0.48217,0.750255,-0.796852,0.621213,-0.798355,-1.098646,-1.740618,-1.655746,-0.180005,0.222244,0.189756,-0.593089,-0.162992,-0.045945,0.926747,1.768612,class0,cluster2
3132,5.587004,2.805241,-0.949051,0.065711,-1.394668,-0.483051,-0.229601,1.764353,0.987575,0.713129,-1.990429,-1.051362,0.96284,1.245008,0.748211,0.99975,-0.882591,0.219594,0.300466,-0.179798,-0.513849,-0.433357,-0.55133,-0.02755,-0.575621,-1.122549,-2.138575,-0.799702,-1.273761,-0.236631,0.072981,-0.022405,-1.313394,0.414264,-0.384785,class0,cluster2
