@relation 'AT: vowel-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.468Sex-0.365Feature 7+0.289Feature 9+0.285Feature 4-0.263Feature 8...' numeric
@attribute '0.446Feature 6-0.408Feature 3-0.367Feature 2-0.326Feature 9-0.276Feature 8...' numeric
@attribute '-0.385Train or Test+0.358Feature 1-0.346Feature 5-0.305Feature 3-0.295Feature 4...' numeric
@attribute '0.52 Train or Test+0.352Feature 1+0.262Feature 8-0.222Speaker Number=Kate+0.221Speaker Number=Mike...' numeric
@attribute '0.366Speaker Number=Andrew-0.288Feature 4+0.287Speaker Number=David-0.285Feature 2+0.285Feature 1...' numeric
@attribute '-0.468Feature 0-0.346Speaker Number=David-0.312Speaker Number=Sarah-0.286Feature 9+0.283Speaker Number=Andrew...' numeric
@attribute '0.62 Speaker Number=Bill-0.311Feature 7-0.302Speaker Number=Jo-0.287Speaker Number=Rich-0.224Speaker Number=David...' numeric
@attribute '-0.546Speaker Number=Kate+0.421Speaker Number=Rose-0.375Speaker Number=Sarah+0.278Speaker Number=Penny-0.234Feature 8...' numeric
@attribute '-0.516Speaker Number=Andrew+0.439Speaker Number=David+0.325Speaker Number=Tim-0.286Speaker Number=Sarah+0.275Speaker Number=Sue...' numeric
@attribute '0.525Speaker Number=Nick-0.418Speaker Number=Wendy+0.357Speaker Number=Jo+0.305Speaker Number=Sue-0.268Speaker Number=Rich...' numeric
@attribute '-0.576Speaker Number=Mark+0.46 Speaker Number=Bill+0.302Speaker Number=Wendy+0.269Speaker Number=Mike-0.244Speaker Number=Tim...' numeric
@attribute '0.566Speaker Number=Mike+0.429Speaker Number=Kate-0.326Speaker Number=Rich+0.306Speaker Number=Nick-0.275Speaker Number=Jo...' numeric
@attribute '-0.435Speaker Number=Tim-0.372Speaker Number=Sarah+0.326Speaker Number=Rich+0.301Speaker Number=Mark-0.285Speaker Number=Rose...' numeric
@attribute '0.51 Speaker Number=Penny-0.399Speaker Number=Wendy-0.392Speaker Number=Nick-0.366Speaker Number=Jo-0.261Speaker Number=Mark...' numeric
@attribute '0.524Speaker Number=Tim+0.407Speaker Number=Wendy-0.345Speaker Number=Rich-0.323Speaker Number=Rose+0.306Speaker Number=Penny...' numeric
@attribute '-0.412Speaker Number=Sue+0.379Speaker Number=Sarah-0.371Speaker Number=Mike-0.288Speaker Number=Jo+0.276Speaker Number=Bill...' numeric
@attribute '-0.455Feature 5+0.419Feature 0-0.347Feature 7+0.312Speaker Number=Rich-0.286Speaker Number=Sue...' numeric
@attribute '0.655Feature 6-0.332Feature 7+0.267Feature 5+0.266Feature 9-0.244Feature 0...' numeric
@attribute '-0.457Feature 8-0.441Feature 4+0.367Feature 9+0.338Feature 7-0.26Speaker Number=David...' numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}

@data
2.625084,-2.944369,2.517399,0.827757,1.317874,1.907919,-0.174235,1.480724,0.653698,-0.786774,-0.844937,0.575785,-1.140398,-0.303573,-0.740676,0.842081,0.479634,0.186112,0.139856,hid
4.060475,-2.53774,0.828581,-0.385533,0.950267,1.148394,0.723367,1.9612,0.892746,-0.812862,-0.938112,0.601853,-1.140398,-0.303573,-1.324635,0.499243,1.310886,-0.215364,0.140332,hId
3.244953,-1.776854,1.078679,-0.468463,0.815067,0.900617,0.830049,1.807835,0.870268,-0.933779,-0.970457,0.663932,-1.140398,-0.303573,-1.347456,0.129666,1.283526,-0.201372,-0.128582,hEd
1.856055,0.065984,1.048311,-1.031596,1.122818,-0.173799,1.011908,2.022069,0.624904,-1.14357,-0.870384,0.776815,-1.140398,-0.303573,-1.532814,-0.75287,0.562459,-0.11284,0.825612,hAd
1.561608,1.690525,2.446993,-0.441852,0.971726,0.137302,1.327359,1.264284,0.921801,-0.946512,-0.762251,0.800735,-1.140398,-0.303573,-1.196372,-1.128901,0.925749,1.419465,-0.200696,hYd
1.892247,0.274096,1.117968,-0.823201,1.572368,0.080115,1.33213,1.617967,0.691395,-1.063182,-0.797171,0.785785,-1.140398,-0.303573,-1.43094,-0.824039,0.791484,0.892954,0.401068,had
1.668428,2.013288,2.022423,-0.730015,1.151022,-0.144622,0.662216,2.387323,0.179264,-1.063707,-0.8033,0.688563,-1.140398,-0.303573,-1.343715,-0.886863,-0.761875,-0.785026,1.112709,hOd
1.906111,2.948922,1.650614,-0.612001,1.748284,0.379317,1.089158,2.229447,0.397783,-1.314861,-0.947143,0.598588,-1.140398,-0.303573,-1.38429,-0.880651,-0.731825,-0.912555,-0.971363,hod
2.460534,2.176135,2.112496,-0.318278,1.248941,0.618833,0.824131,2.265782,0.294621,-1.08114,-0.907598,0.576524,-1.140398,-0.303573,-1.247955,-0.550761,-0.669469,-0.963554,-0.419879,hUd
2.329648,1.548771,3.375261,0.863585,1.64308,0.699464,1.033882,1.64479,0.51753,-1.060097,-0.931278,0.594506,-1.140398,-0.303573,-0.846515,-0.590498,0.027384,-0.133259,-1.091021,hud
2.582169,0.079826,0.991239,-0.764485,0.910813,0.680265,1.076843,1.984456,0.553707,-1.165584,-0.973735,0.659054,-1.140398,-0.303573,-1.497589,-0.326709,0.437814,-0.570464,-0.546973,hed
2.637817,-3.134398,2.381524,0.87552,1.275964,2.013517,-0.147386,1.479946,0.559373,-0.850303,-0.918065,0.547861,-1.140398,-0.303573,-0.757291,0.929714,0.480136,-0.237599,-0.23332,hid
4.033554,-2.486989,0.949347,-0.327707,0.787803,1.151923,0.604222,2.138711,0.771564,-0.877632,-0.972669,0.585772,-1.140398,-0.303573,-1.338269,0.547756,1.027907,-0.690653,0.159858,hId
2.977805,-1.503859,1.052314,-0.470393,1.049728,1.085446,0.863994,1.682903,0.787961,-0.938626,-0.909108,0.673988,-1.140398,-0.303573,-1.327261,0.095709,1.048359,0.23132,-0.190846,hEd
1.735817,0.129062,1.081882,-1.065411,1.29339,-0.179979,1.033231,1.914058,0.683242,-1.083094,-0.797922,0.812326,-1.140398,-0.303573,-1.508318,-0.823046,0.603831,0.450551,1.084755,hAd
1.816107,1.600213,1.865332,-0.65892,1.049067,0.214392,1.53495,1.375639,0.819121,-1.036808,-0.792248,0.782377,-1.140398,-0.303573,-1.347738,-1.077947,0.848128,1.232097,-0.444551,hYd
2.263028,0.221249,0.958783,-0.890375,1.611184,0.042196,1.391881,1.8058,0.795031,-1.106925,-0.815941,0.787196,-1.140398,-0.303573,-1.50898,-0.792989,0.822113,0.810991,0.398247,had
1.684643,2.30075,1.957194,-0.90876,1.193118,-0.16092,0.725595,2.266457,0.458432,-1.008734,-0.799146,0.720716,-1.140398,-0.303573,-1.35836,-0.991927,-0.408872,-0.390863,0.937785,hOd
1.585426,2.932779,2.017622,-0.469917,1.710952,0.282968,0.963577,2.173702,0.404521,-1.306526,-0.913943,0.626786,-1.140398,-0.303573,-1.308894,-0.945191,-0.783898,-0.744767,-0.695353,hod
2.517968,1.944411,2.397359,-0.09631,1.307436,0.474565,0.710793,2.385632,0.178963,-1.048882,-0.893028,0.57389,-1.140398,-0.303573,-1.177126,-0.520457,-0.818244,-1.13639,0.051127,hUd
2.738507,1.485626,2.345237,0.519854,2.251698,0.741727,1.47027,1.581467,0.686041,-1.136041,-1.030653,0.575329,-1.140398,-0.303573,-1.013889,-0.606586,0.507674,-0.165551,-1.878012,hud
2.394503,0.032686,1.09745,-0.675556,0.778892,0.852462,0.978645,1.937739,0.477973,-1.205368,-1.000401,0.642985,-1.140398,-0.303573,-1.46674,-0.247511,0.311628,-0.768385,-0.794336,hed
2.724313,-3.157169,2.259802,0.864239,1.201962,2.030927,0.012531,1.42946,0.508363,-0.873163,-0.960724,0.542916,-1.140398,-0.303573,-0.792113,0.912371,0.606573,-0.365425,-0.51973,hid
3.875803,-2.38278,1.490633,-0.008166,0.791847,1.125054,0.505132,2.077274,0.782478,-0.86076,-0.981368,0.588691,-1.140398,-0.303573,-1.206567,0.512972,1.006356,-0.708975,0.14329,hId
3.000628,-1.392827,1.20696,-0.506734,0.937549,1.098909,0.70513,1.807184,0.868281,-0.928135,-0.886527,0.689005,-1.140398,-0.303573,-1.330447,0.116325,0.924115,0.261024,0.026724,hEd
1.380494,0.173565,0.983941,-1.105951,1.47118,0.000378,1.118358,1.615322,0.723887,-1.073664,-0.751832,0.836606,-1.140398,-0.303573,-1.482521,-0.870225,0.708463,1.05875,0.85248,hAd
1.641175,1.714861,1.282541,-1.012949,1.361102,-0.00201,1.72011,1.366979,0.775819,-1.070176,-0.768822,0.804503,-1.140398,-0.303573,-1.469967,-1.234309,0.878463,1.389896,-0.262874,hYd
2.307174,0.304618,1.023705,-0.87427,1.528171,0.235009,1.306828,1.81281,0.889103,-1.123115,-0.844758,0.779427,-1.140398,-0.303573,-1.499971,-0.714353,0.818456,0.739042,0.092383,had
1.74928,1.991807,2.263954,-0.710347,1.398474,-0.122086,0.661329,2.09903,0.668759,-0.885206,-0.736342,0.758337,-1.140398,-0.303573,-1.235967,-0.967114,-0.111319,0.292732,1.220139,hOd
1.373549,2.645983,2.437548,-0.158026,1.632281,0.245488,0.91895,2.068043,0.348491,-1.322287,-0.907713,0.63931,-1.140398,-0.303573,-1.210909,-0.948774,-0.76676,-0.67036,-0.61128,hod
2.840344,1.73949,1.829049,-0.262843,1.420865,0.57628,0.894285,2.432289,0.184332,-1.115747,-0.965357,0.542503,-1.140398,-0.303573,-1.289298,-0.427694,-0.669483,-1.430496,-0.411538,hUd
2.771584,1.367489,2.223574,0.458789,2.161265,0.819973,1.324447,1.703419,0.586232,-1.14088,-1.068996,0.54918,-1.140398,-0.303573,-1.032554,-0.486415,0.351876,-0.632224,-1.862526,hud
2.365138,-0.201813,1.315312,-0.441501,0.718743,0.845054,0.979185,1.951221,0.408025,-1.271775,-1.020755,0.636074,-1.140398,-0.303573,-1.431966,-0.212776,0.247196,-0.914911,-0.859184,hed
-2.769481,0.661379,-2.617757,-0.582155,-1.631515,-1.432481,-0.039866,0.263091,-0.013123,-0.431443,1.102091,2.484967,-0.802593,0.820922,-0.854525,-2.423979,0.088239,0.358374,-0.130227,hid
-1.304999,-0.118161,-2.555274,0.146298,-1.747408,0.075374,0.00348,0.509503,-0.618458,-0.445276,1.18919,2.329604,-0.802593,0.820922,-0.805564,-1.529792,-1.056386,0.458146,-0.801537,hId
-0.888686,-0.338739,-1.960533,0.652912,-1.804992,-0.064154,-0.139308,0.42038,-0.506961,-0.264818,0.975162,2.253007,-0.802593,0.820922,-0.54567,-1.420475,-0.377829,-0.684934,-1.325062,hEd
-1.126683,-0.032924,-0.762756,1.455966,-1.535724,-1.37307,0.286807,0.053653,-0.397508,-0.14666,0.80502,2.266687,-0.802593,0.820922,-0.207452,-2.085351,0.780855,-1.270118,-1.321807,hAd
-1.898882,-0.439007,0.489589,2.424187,-0.680476,-0.862393,-0.749888,0.110708,-0.440815,-0.146855,0.980062,2.205512,-0.802593,0.820922,0.259207,-1.651892,-0.383553,-0.883041,-0.557711,hYd
-1.444431,-2.25367,-0.422232,2.110515,-1.323534,-0.375177,-0.609278,0.012519,-0.536907,-0.186614,1.012404,2.223088,-0.802593,0.820922,0.028019,-1.203736,-0.0572,-0.517381,-0.528243,had
-0.155896,-4.184541,-1.015522,2.318165,-0.829371,-0.399658,-0.438711,0.222326,-0.511855,-0.081255,1.036744,2.204432,-0.802593,0.820922,-0.01075,-0.78994,0.403806,-0.315973,0.230405,hOd
-1.548569,-1.533373,1.543905,3.563931,-0.158648,-0.868918,-0.658745,0.296428,-0.749075,-0.248553,1.12166,2.260841,-0.802593,0.820922,0.453066,-1.527346,-0.948126,-0.092226,0.421167,hod
0.035643,-3.52044,-0.5474,2.591342,-0.596992,-0.049538,-0.237767,0.37573,-0.666522,-0.144491,1.186929,2.278991,-0.802593,0.820922,-0.031154,-0.87259,-0.328194,0.716377,0.447859,hUd
1.09621,-3.114273,-0.716192,2.526083,-0.468213,0.748968,-0.212468,0.733729,-0.578801,-0.116632,1.284939,2.272948,-0.802593,0.820922,-0.143014,-0.551231,-0.907657,1.369272,0.266551,hud
-1.74236,-1.806145,-0.763769,1.822105,-1.127476,-0.568686,-0.215628,0.24596,-0.630137,-0.486266,1.119798,2.340605,-0.802593,0.820922,-0.257202,-1.534576,-0.589082,0.263061,-0.205706,hed
-3.025298,0.57706,-2.597968,-0.565325,-1.599816,-1.491369,-0.112245,0.269682,0.044715,-0.527405,1.099801,2.487681,-0.802593,0.820922,-0.861936,-2.440081,0.0286,0.33389,-0.169294,hid
-1.812092,0.049736,-2.242973,0.299054,-1.653186,-0.176958,-0.096576,0.482348,-0.562625,-0.55207,1.1514,2.337387,-0.802593,0.820922,-0.743214,-1.677302,-1.084593,0.229565,-0.871423,hId
-0.649538,-0.756377,-2.081538,0.75983,-1.729021,0.140655,-0.139419,0.405443,-0.618393,-0.228223,0.974189,2.224082,-0.802593,0.820922,-0.521445,-1.239055,-0.408649,-0.733221,-1.355936,hEd
-1.407375,-0.28129,-0.732338,1.480672,-1.454502,-1.453205,0.131766,0.09248,-0.462924,-0.179588,0.844459,2.273872,-0.802593,0.820922,-0.190769,-2.064044,0.586917,-1.247653,-0.937165,hAd
-1.778291,-0.682371,0.565738,2.529001,-0.655451,-0.842266,-0.73134,0.024589,-0.334301,-0.110346,0.959488,2.208525,-0.802593,0.820922,0.303707,-1.613938,-0.116882,-0.799562,-0.661699,hYd
-1.630632,-1.570355,-0.148274,2.131883,-1.333825,-0.382467,-0.564763,-0.03088,-0.529762,-0.186869,1.049964,2.237387,-0.802593,0.820922,0.05459,-1.362882,-0.226421,-0.264008,-0.615621,had
-0.141513,-4.235124,-1.102321,2.249306,-0.814539,-0.391517,-0.479654,0.254097,-0.481701,-0.082537,1.059946,2.203049,-0.802593,0.820922,-0.030346,-0.763494,0.36254,-0.236648,0.337322,hOd
-1.201313,-1.916818,1.474188,3.567137,-0.124984,-0.934566,-0.692158,0.392904,-0.64107,-0.201169,1.117617,2.261946,-0.802593,0.820922,0.446125,-1.442109,-0.760319,-0.108411,0.658867,hod
-0.202197,-2.901103,-0.049654,2.882617,-0.552973,-0.001482,-0.381103,0.362328,-0.730613,-0.174249,1.150148,2.222077,-0.802593,0.820922,0.107961,-0.903083,-0.623485,0.304742,0.053917,hUd
1.241045,-3.310561,-1.136813,2.207125,-0.490152,0.73451,-0.216082,0.795009,-0.496613,-0.08064,1.310687,2.290896,-0.802593,0.820922,-0.244426,-0.513556,-0.792454,1.518064,0.515996,hud
-1.584389,-1.934617,-0.926206,1.73328,-1.124994,-0.463201,-0.245698,0.305241,-0.633505,-0.461567,1.127746,2.341742,-0.802593,0.820922,-0.291495,-1.450858,-0.61946,0.284818,-0.12531,hed
-2.477928,0.344687,-2.836984,-0.647768,-1.653317,-0.742985,-0.33249,0.489697,0.03883,-0.511203,1.177594,2.463919,-0.802593,0.820922,-0.928,-2.015017,-0.485645,0.655748,-0.197861,hid
-2.52061,-0.034621,-1.781549,0.545294,-1.520678,-0.998721,-0.003281,0.289483,-0.481868,-0.6231,1.106213,2.37968,-0.802593,0.820922,-0.635335,-2.081871,-0.627906,0.085316,-0.578868,hId
-0.569202,-1.141143,-2.118261,0.809491,-1.680163,0.127549,-0.101743,0.425606,-0.700536,-0.221879,1.053035,2.239805,-0.802593,0.820922,-0.536102,-1.195812,-0.515068,-0.359847,-0.920763,hEd
-1.57184,-0.718224,-0.76806,1.470134,-1.572832,-1.379215,-0.041251,0.131499,-0.514069,-0.210674,0.84323,2.283591,-0.802593,0.820922,-0.201318,-1.947931,0.492754,-1.369008,-0.74996,hAd
-1.68576,-1.2306,0.531679,2.664344,-0.774307,-0.647177,-0.72223,-0.027186,-0.411121,-0.144988,0.963787,2.194359,-0.802593,0.820922,0.306783,-1.44925,-0.126651,-0.754578,-0.762366,hYd
-1.694347,-1.160595,-0.195942,1.963394,-1.247934,-0.424273,-0.463051,-0.044142,-0.573194,-0.130409,1.15397,2.277122,-0.802593,0.820922,0.013855,-1.505016,-0.393387,0.327539,-0.231034,had
-0.021488,-4.407311,-1.368949,2.112236,-0.828891,-0.434381,-0.392226,0.273117,-0.463406,-0.09269,1.05597,2.207963,-0.802593,0.820922,-0.098512,-0.757842,0.478328,-0.218153,0.362626,hOd
-0.755311,-2.433611,1.286826,3.561549,-0.225537,-0.774132,-0.65919,0.383491,-0.559102,-0.142277,1.085063,2.250651,-0.802593,0.820922,0.428529,-1.264187,-0.460835,-0.140466,0.53249,hod
-0.031605,-2.99611,-0.136673,2.657338,-0.66601,-0.054298,-0.426589,0.424982,-0.562937,-0.104734,1.281143,2.259685,-0.802593,0.820922,0.045434,-0.907896,-0.614659,1.014059,0.676764,hUd
1.195305,-3.320324,-1.344619,2.111455,-0.487803,0.823435,-0.176873,0.767795,-0.545128,-0.107203,1.306596,2.282729,-0.802593,0.820922,-0.284814,-0.486953,-0.836927,1.49884,0.370495,hud
-1.397382,-1.953595,-0.944222,1.716298,-1.134561,-0.551927,-0.178207,0.325427,-0.581765,-0.423475,1.097143,2.350644,-0.802593,0.820922,-0.299978,-1.481457,-0.41966,0.203503,-0.123019,hed
-1.497163,-0.006285,-3.015716,-0.590608,-1.634698,0.196472,-0.50249,0.692271,-0.068043,-0.356775,1.280518,2.421602,-0.802593,0.820922,-0.933382,-1.466655,-0.995462,1.114165,-0.127892,hid
-2.717183,-0.506494,-1.51735,0.756658,-1.419231,-1.635197,0.116982,0.113013,-0.519842,-0.527484,1.095679,2.407088,-0.802593,0.820922,-0.524092,-2.304001,-0.10786,0.051463,0.0105,hId
-0.936101,-0.863528,-2.084795,0.741118,-1.590975,-0.015286,-0.218157,0.497738,-0.671742,-0.309837,1.05594,2.243771,-0.802593,0.820922,-0.549445,-1.290385,-0.718773,-0.485395,-0.853734,hEd
-1.482452,-0.83618,-0.953321,1.362919,-1.678076,-1.196151,-0.035246,0.144033,-0.50089,-0.232372,0.851749,2.285814,-0.802593,0.820922,-0.259838,-1.860524,0.457801,-1.269772,-0.864162,hAd
-1.443874,-1.484447,0.455017,2.676498,-0.84288,-0.482764,-0.704458,-0.019712,-0.376919,-0.129606,0.947378,2.195721,-0.802593,0.820922,0.289078,-1.337499,-0.026982,-0.727521,-0.882046,hYd
-1.583379,-1.447736,-0.417967,1.829392,-1.18496,-0.32061,-0.549913,0.016322,-0.570632,-0.085312,1.201844,2.289272,-0.802593,0.820922,-0.022965,-1.396361,-0.459197,0.537307,0.103229,had
0.122766,-4.491924,-1.740363,1.855806,-0.877138,-0.48517,-0.265755,0.287741,-0.41111,-0.089193,1.066396,2.223907,-0.802593,0.820922,-0.203317,-0.783694,0.634656,-0.075921,0.418218,hOd
-0.352781,-2.73722,1.058201,3.582283,-0.214235,-0.676999,-0.529833,0.412751,-0.524471,-0.155613,1.010585,2.231408,-0.802593,0.820922,0.388794,-1.155934,-0.223936,-0.396055,0.174055,hod
-0.539087,-2.46872,0.074018,2.590301,-0.689457,-0.297482,-0.393814,0.454623,-0.54143,-0.226635,1.343468,2.311729,-0.802593,0.820922,-0.000645,-1.171844,-0.872624,1.348238,0.889972,hUd
1.267565,-3.371162,-1.579484,1.880132,-0.466792,0.797212,-0.257671,0.826306,-0.458334,-0.050929,1.329176,2.294131,-0.802593,0.820922,-0.330567,-0.462424,-0.77408,1.58232,0.630584,hud
-1.298023,-1.466724,-0.814854,1.736753,-1.065927,-0.511951,-0.221758,0.401033,-0.522838,-0.411286,1.073565,2.330846,-0.802593,0.820922,-0.273229,-1.505394,-0.516763,0.035317,-0.328297,hed
-0.671484,-0.486699,-2.895805,-0.205892,-1.736546,0.79415,-0.44206,0.769986,-0.242901,-0.307997,1.256495,2.36742,-0.802593,0.820922,-0.884182,-1.083181,-1.157194,1.005823,-0.523796,hid
-2.613916,-0.5784,-1.705271,0.647505,-1.41914,-1.381552,0.009209,0.198601,-0.571185,-0.518121,1.132497,2.39697,-0.802593,0.820922,-0.562753,-2.154634,-0.359647,0.129389,0.092155,hId
-1.877087,-0.544918,-1.85132,0.677925,-1.56558,-0.837156,-0.166611,0.33309,-0.563466,-0.413609,1.019475,2.292601,-0.802593,0.820922,-0.524326,-1.767554,-0.382039,-0.65824,-0.625473,hEd
-1.268657,-0.827477,-1.203307,1.218571,-1.749371,-0.929002,-0.081024,0.257204,-0.524799,-0.248996,0.858297,2.268982,-0.802593,0.820922,-0.33164,-1.714991,0.258729,-1.316295,-0.988837,hAd
-1.140629,-1.730846,0.335031,2.65693,-0.94696,-0.345621,-0.641105,0.010753,-0.363763,-0.116919,0.94804,2.197436,-0.802593,0.820922,0.247305,-1.238415,0.045243,-0.641757,-0.931841,hYd
-1.391549,-1.259255,-0.603911,1.740776,-1.10945,-0.195049,-0.528954,0.172209,-0.660213,-0.113427,1.219169,2.273939,-0.802593,0.820922,-0.086109,-1.341525,-0.755627,0.480528,0.107549,had
-0.036804,-4.515934,-1.401604,2.123521,-0.808398,-0.332862,-0.408035,0.253201,-0.460722,-0.106992,1.070626,2.210116,-0.802593,0.820922,-0.101831,-0.708886,0.435934,-0.095009,0.335104,hOd
-0.374237,-2.533313,1.104109,3.635681,-0.146124,-0.676662,-0.532894,0.404968,-0.570401,-0.147936,0.967584,2.208764,-0.802593,0.820922,0.423878,-1.169853,-0.241459,-0.678625,-0.029954,hod
-0.80955,-2.271377,-0.054818,2.611384,-0.608957,-0.227594,-0.353717,0.437342,-0.662667,-0.352349,1.24249,2.284943,-0.802593,0.820922,-0.019924,-1.187693,-0.987861,0.78593,0.293455,hUd
1.343254,-3.47707,-1.565632,1.806812,-0.475826,0.813582,-0.494732,0.88836,-0.343532,0.041775,1.313982,2.287887,-0.802593,0.820922,-0.290944,-0.366987,-0.680411,1.402476,0.826385,hud
-1.362667,-0.285669,-0.829568,1.581161,-0.969969,-0.072618,-0.318849,0.390896,-0.384264,-0.434621,1.060889,2.278944,-0.802593,0.820922,-0.265543,-1.489229,-0.85429,0.018161,-1.191012,hed
-0.686009,-0.546967,-2.992847,-0.165998,-1.839389,0.819653,-0.413973,0.806587,-0.355318,-0.387922,1.16515,2.332795,-0.802593,0.820922,-0.906584,-1.035834,-1.18085,0.402356,-0.925903,hid
-2.402758,-0.545912,-1.8312,0.630047,-1.431117,-0.785812,-0.142374,0.331344,-0.6039,-0.576542,1.17718,2.370225,-0.802593,0.820922,-0.607148,-1.874761,-0.864889,0.303947,-0.180364,hId
-2.136521,-0.903025,-1.553582,0.895453,-1.645032,-1.39332,0.063154,0.047382,-0.518686,-0.388681,1.011659,2.317022,-0.802593,0.820922,-0.437925,-2.022962,0.21325,-0.497533,-0.433274,hEd
-0.885302,-1.003516,-1.411764,1.206262,-1.649881,-0.59933,-0.135332,0.351963,-0.559027,-0.209326,0.845658,2.243701,-0.802593,0.820922,-0.346938,-1.497702,0.147132,-1.406338,-1.117257,hAd
-1.29611,-2.017945,0.065779,2.522432,-0.963103,-0.250391,-0.735228,0.029307,-0.464393,-0.143166,0.960548,2.193877,-0.802593,0.820922,0.201376,-1.142028,-0.100343,-0.716546,-0.805075,hYd
-1.602877,-0.855709,-0.804954,1.564952,-1.06809,-0.369409,-0.367247,0.244898,-0.761361,-0.224639,1.230253,2.287701,-0.802593,0.820922,-0.19197,-1.519921,-0.968464,0.456475,0.102062,had
-0.359373,-4.161703,-0.47293,2.693516,-0.694061,-0.271879,-0.612101,0.190573,-0.511702,-0.110002,1.094684,2.199185,-0.802593,0.820922,0.125645,-0.740631,0.105349,-0.034522,0.31398,hOd
-0.847761,-1.629029,1.443874,3.692172,-0.047781,-0.737633,-0.737573,0.455116,-0.621622,-0.193708,0.952839,2.171528,-0.802593,0.820922,0.507101,-1.295378,-0.665052,-1.069361,-0.219117,hod
-0.913466,-2.003424,-0.310565,2.492573,-0.566205,0.112963,-0.569031,0.520433,-0.834969,-0.359884,1.137748,2.22563,-0.802593,0.820922,-0.01947,-1.00845,-1.28842,-0.051185,-0.215132,hUd
1.405115,-3.400528,-1.544024,1.851623,-0.463461,0.924331,-0.497942,0.885133,-0.381572,0.046821,1.322754,2.269377,-0.802593,0.820922,-0.27541,-0.321141,-0.782406,1.410384,0.724463,hud
-1.379534,0.027332,-0.768093,1.594035,-1.133728,0.036814,-0.191318,0.296207,-0.296574,-0.505202,1.050874,2.267642,-0.802593,0.820922,-0.286477,-1.536607,-0.809717,0.148556,-1.721841,hed
-1.443933,1.159937,-3.226108,-0.506067,0.553165,0.748485,-0.30555,1.041599,-0.498458,1.935754,-0.333718,1.290989,0.841189,-1.571105,-1.444659,1.26464,-0.551111,0.413296,0.478536,hid
-0.871876,0.594193,-2.305864,0.302695,0.615261,0.709159,-0.484493,0.895142,-0.41077,2.187838,-0.463901,1.219117,0.841189,-1.571105,-1.079756,1.466435,0.063793,-0.235198,0.301821,hId
-1.561904,0.603686,-1.56866,0.591503,0.620061,-0.910736,-0.056351,0.516893,-0.220947,2.258279,-0.61392,1.317853,0.841189,-1.571105,-0.917141,0.641281,1.461263,-0.640862,0.791335,hEd
-1.633775,1.039014,-1.043094,1.025563,0.727451,-0.59184,0.230719,-0.13594,-0.266305,2.464563,-0.540994,1.27823,0.841189,-1.571105,-0.660077,0.568626,1.778302,0.253264,0.133897,hAd
-1.269431,1.844475,-1.114124,1.241068,1.391278,-0.521785,0.703701,0.069634,-0.24853,2.201151,-0.555131,1.272154,0.841189,-1.571105,-0.759521,0.402998,1.378602,0.497732,-0.595097,hYd
-1.41716,1.244006,-0.431531,1.40636,0.853595,-0.778799,-0.118144,0.44718,-0.334424,2.341152,-0.58408,1.253944,0.841189,-1.571105,-0.604512,0.637043,1.106579,-0.589945,0.575521,had
-1.74978,2.041531,-0.026783,1.611152,0.925979,-0.204486,-0.268313,0.539537,-0.601282,2.224148,-0.458914,1.244469,0.841189,-1.571105,-0.571,0.713533,0.015689,-0.13476,0.430742,hOd
-1.300894,0.781813,1.149896,2.970049,1.348087,0.196271,-0.149602,0.056471,-0.288021,2.209944,-0.454105,1.207527,0.841189,-1.571105,-0.168418,1.007987,0.605067,0.776276,-0.328771,hod
-1.46664,1.25332,-0.478685,1.865053,1.207492,0.669997,-0.115633,0.47777,-0.771986,2.011669,-0.464548,1.201334,0.841189,-1.571105,-0.637371,1.149907,-0.361593,0.149884,-0.478608,hUd
-0.797828,0.139153,-0.052353,2.567334,1.293846,1.226895,0.004494,0.225529,-0.591023,2.021117,-0.391749,1.172985,0.841189,-1.571105,-0.478057,1.523714,-0.09351,1.100116,-0.878734,hud
-0.995624,1.274408,-1.01519,1.095026,0.815393,0.369948,-0.291739,0.83024,-0.436469,2.16328,-0.430366,1.260915,0.841189,-1.571105,-0.85151,1.122102,-0.051189,0.163595,0.396393,hed
-1.567691,1.312378,-3.28991,-0.618593,0.597209,0.543171,-0.321956,1.144366,-0.533105,1.91044,-0.323407,1.302408,0.841189,-1.571105,-1.48466,1.167606,-0.661313,0.307863,0.749065,hid
-1.045389,0.736163,-2.159627,0.393511,0.556657,0.925846,-0.469031,0.709487,-0.403971,2.190101,-0.459587,1.216343,0.841189,-1.571105,-1.028183,1.478443,0.07657,-0.023869,-0.065977,hId
-1.642396,0.603786,-1.54045,0.591956,0.590781,-0.924592,-0.089614,0.503242,-0.202817,2.248232,-0.626994,1.318289,0.841189,-1.571105,-0.910047,0.635244,1.485706,-0.708791,0.746954,hEd
-1.601419,1.035637,-0.935968,1.058942,0.587964,-0.538585,0.250426,-0.228545,-0.178772,2.486118,-0.539099,1.279748,0.841189,-1.571105,-0.638386,0.572036,1.932408,0.400178,-0.019733,hAd
